No,shipment_order_no,logistic_name,origin_postal_code,destination_postal_code,awb_number,min_sla_api,max_sla_api,requestPayload,responsePayload
11,TRD2023010600244,ID Express,15339,20121,,2,3,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""IDX""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15339"",""destinationPostalCode"":""20121"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":450,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":8,""minDuration"":4,""price"":70000,""rateCode"":""iDtruck"",""rateName"":""Cargo"",""signedKey"":""e938a49503eed1815f02b234f8b225b7"",""volumeWeight"":3,""weight"":450}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":3,""minDuration"":2,""price"":21600,""rateCode"":""iDLite"",""rateName"":""Standard iDLite"",""signedKey"":""ca21e7ed7e39ce21e9980b51d5a33097"",""volumeWeight"":3,""weight"":450}],""sameDay"":[]}"
12,TRD2023010600193,ID Express,15339,28912,,1,2,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""IDX""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15339"",""destinationPostalCode"":""28912"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":450,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":11,""minDuration"":6,""price"":70000,""rateCode"":""iDtruck"",""rateName"":""Cargo"",""signedKey"":""17981cd8e910530c081b7c76cfaebac0"",""volumeWeight"":3,""weight"":450}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":2,""minDuration"":1,""price"":31800,""rateCode"":""iDLite"",""rateName"":""Standard iDLite"",""signedKey"":""7ce34d68896bc83cc9e658db22c66803"",""volumeWeight"":3,""weight"":450}],""sameDay"":[]}"
13,TRD2023010600235,ID Express,15339,30711,,3,5,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""IDX""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15339"",""destinationPostalCode"":""30711"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":450,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":8,""minDuration"":4,""price"":45000,""rateCode"":""iDtruck"",""rateName"":""Cargo"",""signedKey"":""0d63a96f45a7b66d9f3ef0f9320229a7"",""volumeWeight"":3,""weight"":450}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":5,""minDuration"":3,""price"":24600,""rateCode"":""iDLite"",""rateName"":""Standard iDLite"",""signedKey"":""e10f1328e007e2ec0a1557463ee68c96"",""volumeWeight"":3,""weight"":450}],""sameDay"":[]}"
14,TRD2023010600176,ID Express,15339,29431,,2,4,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""IDX""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15339"",""destinationPostalCode"":""29431"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":450,""width"":5,""height"":2,""length"":2}","{""cargo"":[],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":4,""minDuration"":2,""price"":20400,""rateCode"":""iDLite"",""rateName"":""Standard iDLite"",""signedKey"":""e93e7dcc09cfc38871bafa7acf169087"",""volumeWeight"":3,""weight"":450}],""sameDay"":[]}"
15,TRD2023010600091,ID Express,15339,60186,,1,2,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""IDX""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15339"",""destinationPostalCode"":""60186"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":450,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":7,""minDuration"":4,""price"":40000,""rateCode"":""iDtruck"",""rateName"":""Cargo"",""signedKey"":""fc7f4e09a72a8ee863e492e0bf1f8387"",""volumeWeight"":3,""weight"":450}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":2,""minDuration"":1,""price"":10800,""rateCode"":""iDLite"",""rateName"":""Standard iDLite"",""signedKey"":""3266cdc04411810d2a7d895814f08a20"",""volumeWeight"":3,""weight"":450}],""sameDay"":[]}"
16,TRD2023010600087,ID Express,15339,13890,,1,2,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""IDX""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15339"",""destinationPostalCode"":""13890"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":450,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":6,""minDuration"":3,""price"":30000,""rateCode"":""iDtruck"",""rateName"":""Cargo"",""signedKey"":""60e49c5ad4ae26e14ad491f44ecf1c42"",""volumeWeight"":3,""weight"":450}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":2,""minDuration"":1,""price"":6000,""rateCode"":""iDLite"",""rateName"":""Standard iDLite"",""signedKey"":""6de115d2cb6b4feb9a96542ed2cc4c2f"",""volumeWeight"":3,""weight"":450}],""sameDay"":[]}"
17,TRD2023010600238,ID Express,15339,31414,,3,5,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""IDX""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15339"",""destinationPostalCode"":""31414"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":450,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":8,""minDuration"":4,""price"":45000,""rateCode"":""iDtruck"",""rateName"":""Cargo"",""signedKey"":""2a10061dc294b67de3c698d9b4beac04"",""volumeWeight"":3,""weight"":450}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":5,""minDuration"":3,""price"":22200,""rateCode"":""iDLite"",""rateName"":""Standard iDLite"",""signedKey"":""adc600207b9da0954e4a50a938a5f89b"",""volumeWeight"":3,""weight"":450}],""sameDay"":[]}"
18,TRD2023010600189,ID Express,15339,23126,,2,4,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""IDX""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15339"",""destinationPostalCode"":""23126"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":450,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":9,""minDuration"":4,""price"":85000,""rateCode"":""iDtruck"",""rateName"":""Cargo"",""signedKey"":""1a4060a21ba7d2caf6b63975dc66f8b8"",""volumeWeight"":3,""weight"":450}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":4,""minDuration"":2,""price"":26400,""rateCode"":""iDLite"",""rateName"":""Standard iDLite"",""signedKey"":""abaace2185feec08f2d5320e98fc580d"",""volumeWeight"":3,""weight"":450}],""sameDay"":[]}"
19,TRD2023010600078,ID Express,15339,50175,,1,3,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""IDX""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15339"",""destinationPostalCode"":""50175"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":450,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":7,""minDuration"":3,""price"":35000,""rateCode"":""iDtruck"",""rateName"":""Cargo"",""signedKey"":""e5c1c8e80bf27127e8a3482dac25323b"",""volumeWeight"":3,""weight"":450}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":3,""minDuration"":1,""price"":10200,""rateCode"":""iDLite"",""rateName"":""Standard iDLite"",""signedKey"":""5a6eb17d7b645d1b741788a203b8ee28"",""volumeWeight"":3,""weight"":450}],""sameDay"":[]}"
20,TRD2023010600134,ID Express,15339,70732,,2,4,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""IDX""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15339"",""destinationPostalCode"":""70732"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":450,""width"":5,""height"":2,""length"":2}","{""cargo"":[],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":4,""minDuration"":2,""price"":34300,""rateCode"":""iDLite"",""rateName"":""Standard iDLite"",""signedKey"":""a2cbd151b9910743669650430bda2357"",""volumeWeight"":3,""weight"":450}],""sameDay"":[]}"
21,TRD2023010600151,ID Express,15339,53452,,3,5,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""IDX""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15339"",""destinationPostalCode"":""53452"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":450,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":7,""minDuration"":4,""price"":35000,""rateCode"":""iDtruck"",""rateName"":""Cargo"",""signedKey"":""34c5b338680a36e20ba36a93fcc81b1c"",""volumeWeight"":3,""weight"":450}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":5,""minDuration"":3,""price"":10200,""rateCode"":""iDLite"",""rateName"":""Standard iDLite"",""signedKey"":""df4560ddd17bbd49ca63b5f41685dd19"",""volumeWeight"":3,""weight"":450}],""sameDay"":[]}"
22,TRD2023010600116,ID Express,15339,50245,,1,3,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""IDX""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15339"",""destinationPostalCode"":""50245"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":450,""width"":5,""height"":2,""length"":2}","{""cargo"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":7,""minDuration"":3,""price"":35000,""rateCode"":""iDtruck"",""rateName"":""Cargo"",""signedKey"":""0a67edee12e4fe61446c5ad81e8cce93"",""volumeWeight"":3,""weight"":450}],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":3,""minDuration"":1,""price"":10200,""rateCode"":""iDLite"",""rateName"":""Standard iDLite"",""signedKey"":""8c472235656b1c67971d6ad9a7feaf01"",""volumeWeight"":3,""weight"":450}],""sameDay"":[]}"
23,TRD2023010600149,ID Express,15339,70245,,1,2,"{""destinationLatitude"":0,""destinationLongitude"":0,""isCod"":false,""isUseInsurance"":false,""itemPrice"":500145,""logisticCode"":[""IDX""],""originLatitude"":0,""originLongitude"":0,""originPostalCode"":""15339"",""destinationPostalCode"":""70245"",""packageTypeId"":1,""serviceType"":[],""shipmentType"":2,""weight"":450,""width"":5,""height"":2,""length"":2}","{""cargo"":[],""express"":[],""instant"":[],""reguler"":[{""durationType"":2,""insurancePrice"":0,""isAvailablePickupToday"":true,""logisticLogoUrl"":""https://everpro.s3-ap-southeast-1.amazonaws.com/logistic/logo/id-express.png"",""logisticName"":""ID Express"",""maxDuration"":2,""minDuration"":1,""price"":28000,""rateCode"":""iDLite"",""rateName"":""Standard iDLite"",""signedKey"":""74f30f6fc4a52e3d33e02add156fbcfe"",""volumeWeight"":3,""weight"":450}],""sameDay"":[]}"
