No,originPostalCode,originDistrictName,originCityName,originProvince,originLat,originLong,destinationPostalCode,destDistrictName,destinationCityName,destProvince,destinationLat,destinationLong
3239,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38961,Luas,Kaur,Bengkulu,0,0
3240,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38956,Lungkang Kule,Kaur,Bengkulu,0,0
3241,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38965,Maje,Kaur,Bengkulu,0,0
3242,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38961,Muara Sahung,Kaur,Bengkulu,0,0
3243,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38964,Nasal,Kaur,Bengkulu,0,0
3244,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38956,Padang Guci Hilir,Kaur,Bengkulu,0,0
3245,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38956,Padang Guci Hulu,Kaur,Bengkulu,0,0
3246,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38962,Semidang Gumai (Gumay),Kaur,Bengkulu,0,0
3247,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38955,Tanjung Kemuning,Kaur,Bengkulu,0,0
3248,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38963,Tetap (Muara Tetap),Kaur,Bengkulu,0,0
3249,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39374,Bermani Ilir,Kepahiang,Bengkulu,0,0
3250,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39373,Kebawetan (Kabawetan),Kepahiang,Bengkulu,0,0
3251,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39372,Kepahiang,Kepahiang,Bengkulu,0,0
3252,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39371,Merigi,Kepahiang,Bengkulu,0,0
3253,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39374,Muara Kemumu,Kepahiang,Bengkulu,0,0
3254,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39374,Seberang Musi,Kepahiang,Bengkulu,0,0
3255,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39373,Tebat Karai,Kepahiang,Bengkulu,0,0
3256,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31351,Ujan Mas,Muara Enim,Sumatera Selatan,0,0
3257,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39264,Amen,Lebong,Bengkulu,0,0
3258,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39262,Bingin Kuning,Lebong,Bengkulu,0,0
3259,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39265,Lebong Atas,Lebong,Bengkulu,0,0
3260,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39267,Lebong Sakti,Lebong,Bengkulu,0,0
3261,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39262,Lebong Selatan,Lebong,Bengkulu,0,0
3262,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39263,Lebong Tengah,Lebong,Bengkulu,0,0
3263,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39264,Lebong Utara,Lebong,Bengkulu,0,0
3264,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39265,Pelabai,Lebong,Bengkulu,0,0
3265,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39269,Pinang Belapis,Lebong,Bengkulu,0,0
3266,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39261,Rimbo Pengadang,Lebong,Bengkulu,0,0
3267,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39261,Topos,Lebong,Bengkulu,0,0
3268,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39268,Uram Jaya,Lebong,Bengkulu,0,0
3269,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38765,Air Dikit,Muko Muko,Bengkulu,0,0
3270,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38767,Air Majunto,Muko Muko,Bengkulu,0,0
3271,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38764,Air Rami,Muko Muko,Bengkulu,0,0
3272,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38764,Ipuh (Muko-muko Selatan),Muko Muko,Bengkulu,0,0
3273,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38765,Kota Mukomuko (Mukomuko Utara),Muko Muko,Bengkulu,0,0
3274,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38767,Lubuk Pinang,Muko Muko,Bengkulu,0,0
3275,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38764,Malin Deman,Muko Muko,Bengkulu,0,0
3276,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38768,Penarik,Muko Muko,Bengkulu,0,0
3277,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38766,Pondok Suguh,Muko Muko,Bengkulu,0,0
3278,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38768,Selagan Raya,Muko Muko,Bengkulu,0,0
3279,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,27684,Sungai Rumbai,Dharmasraya,Sumatera Barat,0,0
3280,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38766,Teramang Jaya,Muko Muko,Bengkulu,0,0
3281,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38768,Teras Terunjam,Muko Muko,Bengkulu,0,0
3282,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38767,V Koto,Muko Muko,Bengkulu,0,0
3283,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38765,Xiv Koto,Muko Muko,Bengkulu,0,0
3284,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39152,Bermani Ulu,Rejang Lebong,Bengkulu,0,0
3285,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39152,Bermani Ulu Raya,Rejang Lebong,Bengkulu,0,0
3286,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39182,Binduriang,Rejang Lebong,Bengkulu,0,0
3287,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39125,Curup,Rejang Lebong,Bengkulu,0,0
3288,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39125,Curup Selatan,Rejang Lebong,Bengkulu,0,0
3289,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39115,Curup Tengah,Rejang Lebong,Bengkulu,0,0
3290,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39125,Curup Timur,Rejang Lebong,Bengkulu,0,0
3291,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39125,Curup Utara,Rejang Lebong,Bengkulu,0,0
3292,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39183,Kota Padang,Rejang Lebong,Bengkulu,0,0
3293,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39182,Padang Ulak Tanding,Rejang Lebong,Bengkulu,0,0
3294,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39153,Selupu Rejang,Rejang Lebong,Bengkulu,0,0
3295,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39183,Sindang Beliti Ilir,Rejang Lebong,Bengkulu,0,0
3296,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39182,Sindang Beliti Ulu,Rejang Lebong,Bengkulu,0,0
3297,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39153,SINDANG DATARAN,Rejang Lebong,Bengkulu,0,0
3298,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,39153,Sindang Kelingi,Rejang Lebong,Bengkulu,0,0
3299,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38881,Air Periukan,Seluma,Bengkulu,0,0
3300,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38887,Ilir Talo,Seluma,Bengkulu,0,0
3301,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38882,Lubuk Sandi,Seluma,Bengkulu,0,0
3302,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38876,Seluma,Seluma,Bengkulu,0,0
3303,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38883,Seluma Barat,Seluma,Bengkulu,0,0
3304,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38878,Seluma Selatan,Seluma,Bengkulu,0,0
3305,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38885,Seluma Timur,Seluma,Bengkulu,0,0
3306,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38884,Seluma Utara,Seluma,Bengkulu,0,0
3307,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38873,Semidang Alas,Seluma,Bengkulu,0,0
3308,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38875,Semidang Alas Maras,Seluma,Bengkulu,0,0
3309,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38874,Talo,Seluma,Bengkulu,0,0
3310,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38888,Talo Kecil,Seluma,Bengkulu,0,0
3311,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,38886,Ulu Talo,Seluma,Bengkulu,0,0
3312,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30962,Air Kumbang,Banyuasin,Sumatera Selatan,0,0
3313,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30975,Air Salek,Banyuasin,Sumatera Selatan,0,0
3314,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30962,Banyuasin I,Banyuasin,Sumatera Selatan,0,0
3315,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30958,Betung,Banyuasin,Sumatera Selatan,0,0
3316,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30972,Makarti Jaya,Banyuasin,Sumatera Selatan,0,0
3317,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30975,Muara Padang,Banyuasin,Sumatera Selatan,0,0
3318,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30975,Muara Sugihan,Banyuasin,Sumatera Selatan,0,0
3319,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30974,Muara Telang,Banyuasin,Sumatera Selatan,0,0
3320,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30959,Pulau Rimau,Banyuasin,Sumatera Selatan,0,0
3321,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30967,Rambutan,Banyuasin,Sumatera Selatan,0,0
3322,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30968,Rantau Bayur,Banyuasin,Sumatera Selatan,0,0
3323,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30953,Sembawa,Banyuasin,Sumatera Selatan,0,0
3324,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30958,Suak Tapeh,Banyuasin,Sumatera Selatan,0,0
3325,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30974,Sumber Marga Telang,Banyuasin,Sumatera Selatan,0,0
3326,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30961,Talang Kelapa,Banyuasin,Sumatera Selatan,0,0
3327,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,30961,Tanjung Lago,Banyuasin,Sumatera Selatan,0,0
3328,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31593,Lintang Kanan,Empat Lawang,Sumatera Selatan,0,0
3329,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31592,Muara Pinang,Empat Lawang,Sumatera Selatan,0,0
3330,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31595,Pasemah Air Keruh,Empat Lawang,Sumatera Selatan,0,0
3331,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31593,Pendopo,Empat Lawang,Sumatera Selatan,0,0
3332,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31593,Pendopo Barat,Empat Lawang,Sumatera Selatan,0,0
3333,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31453,Saling,Empat Lawang,Sumatera Selatan,0,0
3334,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31594,Sikap Dalam,Empat Lawang,Sumatera Selatan,0,0
3335,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31594,Ulu Musi,Empat Lawang,Sumatera Selatan,0,0
3336,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31419,Gumay Talang,Lahat,Sumatera Selatan,0,0
3337,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31461,Gumay Ulu,Lahat,Sumatera Selatan,0,0
3338,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31591,Jarai,Lahat,Sumatera Selatan,0,0
3339,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31452,Kikim Barat,Lahat,Sumatera Selatan,0,0
3340,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31452,Kikim Selatan,Lahat,Sumatera Selatan,0,0
3341,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31452,Kikim Tengah,Lahat,Sumatera Selatan,0,0
3342,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31452,Kikim Timur,Lahat,Sumatera Selatan,0,0
3343,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31462,Kota Agung,Lahat,Sumatera Selatan,0,0
3344,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31419,Lahat,Lahat,Sumatera Selatan,0,0
3345,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31471,Merapi Barat,Lahat,Sumatera Selatan,0,0
3346,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31471,Merapi Selatan,Lahat,Sumatera Selatan,0,0
3347,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31471,Merapi Timur,Lahat,Sumatera Selatan,0,0
3348,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31591,Muarapayang,Lahat,Sumatera Selatan,0,0
3349,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31453,Mulak Ulu,Lahat,Sumatera Selatan,0,0
3350,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31461,Pagar Gunung,Lahat,Sumatera Selatan,0,0
3351,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31356,Pajar Bulan,Lahat,Sumatera Selatan,0,0
3352,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31419,Pseksu,Lahat,Sumatera Selatan,0,0
3353,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31461,Pulau Pinang,Lahat,Sumatera Selatan,0,0
3354,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31356,Sukamerindu,Lahat,Sumatera Selatan,0,0
3355,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31581,Tanjung Sakti Pumi,Lahat,Sumatera Selatan,0,0
3356,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31581,Tanjung Sakti Pumu,Lahat,Sumatera Selatan,0,0
3357,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31462,Tanjung Tebat,Lahat,Sumatera Selatan,0,0
3358,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31616,Lubuk Linggau Barat Dua (Ii),Lubuk Linggau,Sumatera Selatan,0,0
3359,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31611,Lubuk Linggau Barat Satu (I),Lubuk Linggau,Sumatera Selatan,0,0
3360,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31626,Lubuk Linggau Selatan Dua (II),Lubuk Linggau,Sumatera Selatan,0,0
3361,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31626,Lubuk Linggau Selatan Satu (I),Lubuk Linggau,Sumatera Selatan,0,0
3362,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31622,Lubuk Linggau Timur Dua (Ii),Lubuk Linggau,Sumatera Selatan,0,0
3363,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31628,Lubuk Linggau Timur Satu (I),Lubuk Linggau,Sumatera Selatan,0,0
3364,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31619,Lubuk Linggau Utara Dua (II),Lubuk Linggau,Sumatera Selatan,0,0
3365,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31619,Lubuk Linggau Utara Satu (I),Lubuk Linggau,Sumatera Selatan,0,0
3366,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31315,Abab,Penukal Abab Lematang Ilir,Sumatera Selatan,0,0
3367,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31626,Benakat,Muara Enim,Sumatera Selatan,0,0
3368,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31171,Gelumbang,Muara Enim,Sumatera Selatan,0,0
3369,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31352,Gunung Megang,Muara Enim,Sumatera Selatan,0,0
3370,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31176,Kelekar,Muara Enim,Sumatera Selatan,0,0
3371,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31711,Lawang Kidul,Muara Enim,Sumatera Selatan,0,0
3372,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31177,Lembak,Muara Enim,Sumatera Selatan,0,0
3373,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31173,Lubai,Muara Enim,Sumatera Selatan,0,0
3374,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31178,Muara Belida,Muara Enim,Sumatera Selatan,0,0
3375,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31315,Muara Enim,Muara Enim,Sumatera Selatan,0,0
3376,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31315,Penukal (Penukal Abab),Penukal Abab Lematang Ilir,Sumatera Selatan,0,0
3377,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31315,Penukal Utara,Penukal Abab Lematang Ilir,Sumatera Selatan,0,0
3378,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31173,Rambang,Muara Enim,Sumatera Selatan,0,0
3379,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31172,RAMBANG NIRU,Muara Enim,Sumatera Selatan,0,0
3380,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31356,Semendo Darat Laut,Muara Enim,Sumatera Selatan,0,0
3381,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31356,Semendo Darat Tengah,Muara Enim,Sumatera Selatan,0,0
3382,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31355,Semendo Darat Ulu,Muara Enim,Sumatera Selatan,0,0
3383,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31357,Sungai Rotan,Muara Enim,Sumatera Selatan,0,0
3384,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31214,Talang Ubi,Penukal Abab Lematang Ilir,Sumatera Selatan,0,0
3385,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31314,Tanah Abang,Penukal Abab Lematang Ilir,Sumatera Selatan,0,0
3386,13570,Makasar,Jakarta Timur,DKI Jakarta,0,0,31354,Tanjung Agung,Muara Enim,Sumatera Selatan,0,0
