No,originDistrictName,originCityName,originProvince,originPostalCode,originLat,originLong,destDistrictName,destinationCityName,destProvince,destinationPostalCode,destinationLat,destinationLong
3426,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Pemulutan Selatan,Ogan Ilir,Sumatera Selatan,30653,0,0
3427,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Rambang Kuang,Ogan Ilir,Sumatera Selatan,30869,0,0
3428,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Rantau Alai,Ogan Ilir,Sumatera Selatan,30866,0,0
3429,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Rantau Panjang,Ogan Ilir,Sumatera Selatan,30661,0,0
3430,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Tanjung Batu,Ogan Ilir,Sumatera Selatan,30664,0,0
3431,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Air Sugihan,Ogan Komering Ilir,Sumatera Selatan,30656,0,0
3432,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Cengal,Ogan Komering Ilir,Sumatera Selatan,30658,0,0
3433,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Jejawi,Ogan Komering Ilir,Sumatera Selatan,30652,0,0
3434,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Kayu Agung,Ogan Komering Ilir,Sumatera Selatan,30618,0,0
3435,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Lempuing,Ogan Komering Ilir,Sumatera Selatan,30657,0,0
3436,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Lempuing Jaya,Ogan Komering Ilir,Sumatera Selatan,30657,0,0
3437,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Mesuji Makmur,Ogan Komering Ilir,Sumatera Selatan,30681,0,0
3438,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Mesuji Raya,Ogan Komering Ilir,Sumatera Selatan,30681,0,0
3439,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Pampangan,Ogan Komering Ilir,Sumatera Selatan,30654,0,0
3440,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Pangkalan Lampam,Ogan Komering Ilir,Sumatera Selatan,30659,0,0
3441,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Pedamaran,Ogan Komering Ilir,Sumatera Selatan,30672,0,0
3442,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Pedamaran Timur,Ogan Komering Ilir,Sumatera Selatan,30672,0,0
3443,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sirah Pulau Padang,Ogan Komering Ilir,Sumatera Selatan,30652,0,0
3444,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sungai Menang,Ogan Komering Ilir,Sumatera Selatan,30681,0,0
3445,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Tanjung Lubuk,Ogan Komering Ilir,Sumatera Selatan,30671,0,0
3446,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Teluk Gelam,Ogan Komering Ilir,Sumatera Selatan,30673,0,0
3447,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Tulung Selapan,Ogan Komering Ilir,Sumatera Selatan,30655,0,0
3448,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Baturaja Barat,Ogan Komering Ulu,Sumatera Selatan,32126,0,0
3449,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Baturaja Timur,Ogan Komering Ulu,Sumatera Selatan,32111,0,0
3450,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Lengkiti,Ogan Komering Ulu,Sumatera Selatan,32158,0,0
3451,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Lubuk Batang,Ogan Komering Ulu,Sumatera Selatan,32192,0,0
3452,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Lubuk Raja,Ogan Komering Ulu,Sumatera Selatan,32152,0,0
3453,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Muara Jaya,Ogan Komering Ulu,Sumatera Selatan,32155,0,0
3454,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Pengandonan,Ogan Komering Ulu,Sumatera Selatan,32155,0,0
3455,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Peninjauan,Ogan Komering Ulu,Sumatera Selatan,32191,0,0
3456,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Semidang Aji,Ogan Komering Ulu,Sumatera Selatan,32156,0,0
3457,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sinar Peninjauan,Ogan Komering Ulu,Sumatera Selatan,32159,0,0
3458,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sosoh Buay Rayap,Ogan Komering Ulu,Sumatera Selatan,32151,0,0
3459,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Ulu Ogan,Ogan Komering Ulu,Sumatera Selatan,32157,0,0
3460,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Banding Agung,Ogan Komering Ulu Selatan,Sumatera Selatan,32274,0,0
3461,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Buana Pemaca,Ogan Komering Ulu Selatan,Sumatera Selatan,32264,0,0
3462,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Buay Pemaca,Ogan Komering Ulu Selatan,Sumatera Selatan,32265,0,0
3463,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Buay Pematang Ribu Ranau Tengah,Ogan Komering Ulu Selatan,Sumatera Selatan,32274,0,0
3464,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Buay Rawan,Ogan Komering Ulu Selatan,Sumatera Selatan,32211,0,0
3465,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Buay Runjung,Ogan Komering Ulu Selatan,Sumatera Selatan,32278,0,0
3466,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Buay Sandang Aji,Ogan Komering Ulu Selatan,Sumatera Selatan,32277,0,0
3467,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Kisam Ilir,Ogan Komering Ulu Selatan,Sumatera Selatan,32272,0,0
3468,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Kisam Tinggi,Ogan Komering Ulu Selatan,Sumatera Selatan,32279,0,0
3469,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Mekakau Ilir,Ogan Komering Ulu Selatan,Sumatera Selatan,32276,0,0
3470,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Muaradua,Ogan Komering Ulu Selatan,Sumatera Selatan,32211,0,0
3471,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Muaradua Kisam,Ogan Komering Ulu Selatan,Sumatera Selatan,32272,0,0
3472,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Pulau Beringin,Ogan Komering Ulu Selatan,Sumatera Selatan,32273,0,0
3473,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Runjung Agung,Ogan Komering Ulu Selatan,Sumatera Selatan,32278,0,0
3474,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Simpang,Ogan Komering Ulu Selatan,Sumatera Selatan,32264,0,0
3475,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sindang Danau,Ogan Komering Ulu Selatan,Sumatera Selatan,32273,0,0
3476,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sungai Are,Ogan Komering Ulu Selatan,Sumatera Selatan,32273,0,0
3477,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Tiga Dihaji,Ogan Komering Ulu Selatan,Sumatera Selatan,32277,0,0
3478,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Warkuk Ranau Selatan,Ogan Komering Ulu Selatan,Sumatera Selatan,32274,0,0
3479,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Belitang Jaya,Ogan Komering Ulu Timur,Sumatera Selatan,32385,0,0
3480,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Belitang Madang Raya,Ogan Komering Ulu Timur,Sumatera Selatan,32362,0,0
3481,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Belitang Mulya,Ogan Komering Ulu Timur,Sumatera Selatan,32386,0,0
3482,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Buay Madang,Ogan Komering Ulu Timur,Sumatera Selatan,32361,0,0
3483,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Buay Madang Timur,Ogan Komering Ulu Timur,Sumatera Selatan,32361,0,0
3484,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Buay Pemuka Bangsa Raja,Ogan Komering Ulu Timur,Sumatera Selatan,32361,0,0
3485,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Buay Pemuka Beliung / Peliung,Ogan Komering Ulu Timur,Sumatera Selatan,32367,0,0
3486,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Jayapura,Ogan Komering Ulu Timur,Sumatera Selatan,32381,0,0
3487,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Madang Suku I,Ogan Komering Ulu Timur,Sumatera Selatan,32362,0,0
3488,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Madang Suku Ii,Ogan Komering Ulu Timur,Sumatera Selatan,32366,0,0
3489,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Madang Suku Iii,Ogan Komering Ulu Timur,Sumatera Selatan,32366,0,0
3490,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Martapura,Ogan Komering Ulu Timur,Sumatera Selatan,32381,0,0
3491,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Semendawai Barat,Ogan Komering Ulu Timur,Sumatera Selatan,32184,0,0
3492,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Semendawai Suku Iii,Ogan Komering Ulu Timur,Sumatera Selatan,32386,0,0
3493,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Semendawai Timur,Ogan Komering Ulu Timur,Sumatera Selatan,32185,0,0
3494,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Dempo Selatan,Pagar Alam,Sumatera Selatan,31521,0,0
3495,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Dempo Tengah,Pagar Alam,Sumatera Selatan,31521,0,0
3496,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Dempo Utara,Pagar Alam,Sumatera Selatan,31521,0,0
3497,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Pagar Alam Selatan,Pagar Alam,Sumatera Selatan,31526,0,0
3498,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Pagar Alam Utara,Pagar Alam,Sumatera Selatan,31511,0,0
3499,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Alang-alang Lebar,Palembang,Sumatera Selatan,30151,0,0
3500,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Bukit Kecil,Palembang,Sumatera Selatan,30136,0,0
3501,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Gandus,Palembang,Sumatera Selatan,30147,0,0
3502,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Ilir Barat I,Palembang,Sumatera Selatan,30131,0,0
3503,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Ilir Barat Ii,Palembang,Sumatera Selatan,30142,0,0
3504,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Ilir Timur I,Palembang,Sumatera Selatan,30124,0,0
3505,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Ilir Timur Ii,Palembang,Sumatera Selatan,30111,0,0
3506,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Kalidoni,Palembang,Sumatera Selatan,30119,0,0
3507,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Kemuning,Palembang,Sumatera Selatan,30128,0,0
3508,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Kertapati,Palembang,Sumatera Selatan,30259,0,0
3509,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Plaju,Palembang,Sumatera Selatan,30266,0,0
3510,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sako,Palembang,Sumatera Selatan,30161,0,0
3511,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Seberang Ulu I,Palembang,Sumatera Selatan,30255,0,0
3512,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Seberang Ulu Ii,Palembang,Sumatera Selatan,30264,0,0
3513,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sematang Borang,Palembang,Sumatera Selatan,30165,0,0
3514,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sukarami,Palembang,Sumatera Selatan,30153,0,0
3515,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Cambai,Prabumulih,Sumatera Selatan,31144,0,0
3516,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Prabumulih Barat,Prabumulih,Sumatera Selatan,31123,0,0
3517,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Prabumulih Selatan,Prabumulih,Sumatera Selatan,31134,0,0
3518,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Prabumulih Timur,Prabumulih,Sumatera Selatan,31115,0,0
3519,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Prabumulih Utara,Prabumulih,Sumatera Selatan,31125,0,0
3520,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Rambang Kapak Tengah,Prabumulih,Sumatera Selatan,31133,0,0
3521,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Bakam,Bangka,Bangka Belitung,33252,0,0
3522,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Belinyu,Bangka,Bangka Belitung,33253,0,0
3523,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Mendo Barat,Bangka,Bangka Belitung,33173,0,0
3524,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Merawang,Bangka,Bangka Belitung,33172,0,0
3525,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Pemali,Bangka,Bangka Belitung,33251,0,0
3526,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Puding Besar,Bangka,Bangka Belitung,33179,0,0
3527,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Riau Silip,Bangka,Bangka Belitung,33253,0,0
3528,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sungai Liat,Bangka,Bangka Belitung,33211,0,0
3529,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Jebus,Bangka Barat,Bangka Belitung,33362,0,0
3530,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Kelapa,Bangka Barat,Bangka Belitung,33364,0,0
3531,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Mentok (Muntok),Bangka Barat,Bangka Belitung,33312,0,0
3532,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Parittiga,Bangka Barat,Bangka Belitung,33362,0,0
3533,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Simpang Teritip,Bangka Barat,Bangka Belitung,33366,0,0
3534,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Tempilang,Bangka Barat,Bangka Belitung,33365,0,0
3535,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Air Gegas,Bangka Selatan,Bangka Belitung,33782,0,0
3536,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Kepulauan Pongok,Bangka Selatan,Bangka Belitung,33791,0,0
3537,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Lepar Pongok,Bangka Selatan,Bangka Belitung,33791,0,0
3538,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Payung,Bangka Selatan,Bangka Belitung,33778,0,0
3539,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Pulau Besar,Bangka Selatan,Bangka Belitung,33778,0,0
3540,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Simpang Rimba,Bangka Selatan,Bangka Belitung,33777,0,0
3541,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Toboali,Bangka Selatan,Bangka Belitung,33783,0,0
3542,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Tukak Sadai,Bangka Selatan,Bangka Belitung,33783,0,0
3543,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Koba,Bangka Tengah,Bangka Belitung,33681,0,0
3544,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Lubuk Besar,Bangka Tengah,Bangka Belitung,33681,0,0
3545,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Namang,Bangka Tengah,Bangka Belitung,33684,0,0
3546,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Pangkalan Baru,Bangka Tengah,Bangka Belitung,33684,0,0
3547,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Simpang Katis,Bangka Tengah,Bangka Belitung,33674,0,0
3548,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sungai Selan,Bangka Tengah,Bangka Belitung,33675,0,0
3549,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Membalong,Belitung,Bangka Belitung,33452,0,0
3550,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Selat Nasik,Belitung,Bangka Belitung,33481,0,0
3551,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sijuk,Belitung,Bangka Belitung,33414,0,0
3552,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Tanjung Pandan,Belitung,Bangka Belitung,33411,0,0
3553,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Damar,Belitung Timur,Bangka Belitung,33571,0,0
3554,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Gantung,Belitung Timur,Bangka Belitung,33562,0,0
3555,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Kelapa Kampit,Belitung Timur,Bangka Belitung,33571,0,0
3556,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Manggar,Belitung Timur,Bangka Belitung,33511,0,0
3557,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Simpang Pesak,Belitung Timur,Bangka Belitung,33561,0,0
3558,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Simpang Renggiang,Belitung Timur,Bangka Belitung,33562,0,0
3559,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Bukit Intan,Pangkal Pinang,Bangka Belitung,33147,0,0
3560,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Gabek,Pangkal Pinang,Bangka Belitung,33111,0,0
3561,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Gerunggang,Pangkal Pinang,Bangka Belitung,33123,0,0
3562,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Girimaya,Pangkal Pinang,Bangka Belitung,33143,0,0
3563,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Pangkal Balam,Pangkal Pinang,Bangka Belitung,33115,0,0
3564,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Rangkui,Pangkal Pinang,Bangka Belitung,33138,0,0
3565,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Taman Sari,Pangkal Pinang,Bangka Belitung,33121,0,0
3566,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Bumi Waras,Bandar Lampung,Lampung,35227,0,0
3567,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Enggal,Bandar Lampung,Lampung,35118,0,0
3568,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Kedamaian,Bandar Lampung,Lampung,35128,0,0
3569,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Kedaton,Bandar Lampung,Lampung,35148,0,0
3570,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Kemiling,Bandar Lampung,Lampung,35158,0,0
3571,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Labuhan Ratu,Lampung Timur,Lampung,34375,0,0
3572,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Langkapura,Bandar Lampung,Lampung,35155,0,0
3573,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Panjang,Bandar Lampung,Lampung,35243,0,0
3574,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Tanjung Karang Barat,Bandar Lampung,Lampung,35151,0,0
3575,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Tanjung Karang Pusat,Bandar Lampung,Lampung,35116,0,0
3576,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Tanjung Karang Timur,Bandar Lampung,Lampung,35124,0,0
3577,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Tanjung Senang,Bandar Lampung,Lampung,35141,0,0
3578,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Telukbetung Barat,Bandar Lampung,Lampung,35234,0,0
3579,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Telukbetung Selatan,Bandar Lampung,Lampung,35215,0,0
3580,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Telukbetung Timur,Bandar Lampung,Lampung,35236,0,0
3581,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Telukbetung Utara,Bandar Lampung,Lampung,35212,0,0
3582,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Way Halim,Bandar Lampung,Lampung,35141,0,0
3583,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Balik Bukit,Lampung Barat,Lampung,34811,0,0
3584,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Bandar Negeri Suoh,Lampung Barat,Lampung,34882,0,0
3585,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Batu Brak,Lampung Barat,Lampung,34881,0,0
3586,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Batu Ketulis,Lampung Barat,Lampung,34872,0,0
3587,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Belalau,Lampung Barat,Lampung,34872,0,0
3588,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Gedung Surian,Lampung Barat,Lampung,34871,0,0
3589,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Kebun Tebu,Lampung Barat,Lampung,34871,0,0
3590,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Lumbok Seminung,Lampung Barat,Lampung,34879,0,0
3591,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Pagar Dewa,Tulang Bawang Barat,Lampung,34693,0,0
3592,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sekincau,Lampung Barat,Lampung,34885,0,0
3593,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sukau,Lampung Barat,Lampung,34879,0,0
3594,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sumber Jaya,Lampung Barat,Lampung,34871,0,0
3595,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Suoh,Lampung Barat,Lampung,34882,0,0
3596,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Way Tenong,Lampung Barat,Lampung,34884,0,0
3597,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Bakauheni,Lampung Selatan,Lampung,35592,0,0
3598,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Jati Agung,Lampung Selatan,Lampung,35365,0,0
3599,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Kalianda,Lampung Selatan,Lampung,35551,0,0
3600,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Katibung,Lampung Selatan,Lampung,35452,0,0
3601,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Merbau Mataram,Lampung Selatan,Lampung,35357,0,0
3602,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Natar,Lampung Selatan,Lampung,35362,0,0
3603,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Palas,Lampung Selatan,Lampung,35594,0,0
3604,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Penengahan,Lampung Selatan,Lampung,35592,0,0
3605,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Rajabasa,Bandar Lampung,Lampung,35145,0,0
3606,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Sidomulyo,Lampung Selatan,Lampung,35353,0,0
3607,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Tanjung Bintang,Lampung Selatan,Lampung,35361,0,0
3608,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Tanjung Sari,Lampung Selatan,Lampung,35361,0,0
3609,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Way Panji,Lampung Selatan,Lampung,35353,0,0
3610,Wonocolo,Surabaya,Jawa Timur,60237,0,0,Way Sulan,Lampung Selatan,Lampung,35452,0,0
