No.,Nama Logistic,Kode Pos Asal,Nama Provinsi Tujuan,Nama Kota Tujuan,Nama Kecamatan Tujuan,Nama Kelurahan Tujuan,Kode Pos Tujuan,Ongkir Normal,Rate Code,Rate Type
31,Ninja Xpress,40135,Banten,Lebak,Cibeber,Cibeber,42394,18000,STD,reguler
32,Ninja Xpress,40135,Banten,Lebak,Cipanas,Bintangresmi,42372,18000,STD,reguler
33,Ninja Xpress,40135,Banten,Lebak,Maja,Binong,42381,18000,STD,reguler
34,Ninja Xpress,40135,Banten,Lebak,Cibadak,Asem,42357,18000,STD,reguler
35,Ninja Xpress,40135,Banten,Lebak,Banjarsari,Bendungan,42355,18000,STD,reguler
36,Ninja Xpress,40135,Banten,Lebak,Sobang,Ciparasi,42318,18000,STD,reguler
37,Ninja Xpress,40135,Banten,Pandeglang,Sobang,Bojen,42281,22000,STD,reguler
38,Ninja Xpress,40135,Banten,Pandeglang,Cadasari,Cadasari,42251,22000,STD,reguler
39,Ninja Xpress,40135,Banten,Pandeglang,Carita,Banjarmasin,42264,22000,STD,reguler
40,Ninja Xpress,40135,Banten,Pandeglang,Cibaliung,Cibaliung,42285,22000,STD,reguler
41,Ninja Xpress,40135,Banten,Pandeglang,Cigeulis,Banyuasih,42282,22000,STD,reguler
42,Ninja Xpress,40135,Banten,Pandeglang,Cikeudal (Cikedal),Tegal,42271,22000,STD,reguler
43,Ninja Xpress,40135,Banten,Pandeglang,Cikeusik,Cikadongdong,42286,22000,STD,reguler
44,Ninja Xpress,40135,Banten,Pandeglang,Cimanuk,Batubantar,42271,22000,STD,reguler
45,Ninja Xpress,40135,Banten,Pandeglang,Cipeucang,Baturanjang,42272,22000,STD,reguler
46,Ninja Xpress,40135,Banten,Pandeglang,Cisata,Cisereh,42273,22000,STD,reguler
47,Ninja Xpress,40135,Banten,Pandeglang,Jiput,Babadsari,42263,22000,STD,reguler
48,Ninja Xpress,40135,Banten,Pandeglang,Kaduhejo,Banjarsari,42253,22000,STD,reguler
49,Ninja Xpress,40135,Banten,Pandeglang,Karang Tanjung,Cigadung,42251,22000,STD,reguler
50,Ninja Xpress,40135,Banten,Pandeglang,Koroncong,Awilega,42251,22000,STD,reguler
51,Ninja Xpress,40135,Banten,Pandeglang,Majasari,Cilaja,42214,22000,STD,reguler
52,Ninja Xpress,40135,Banten,Pandeglang,Mandalawangi,Cikoneng,42261,22000,STD,reguler
53,Ninja Xpress,40135,Banten,Pandeglang,Mekarjaya,Kadubelang,42271,22000,STD,reguler
54,Ninja Xpress,40135,Banten,Pandeglang,Menes,Alaswangi,42262,22000,STD,reguler
55,Ninja Xpress,40135,Banten,Pandeglang,Munjul,Cibitung,42276,22000,STD,reguler
56,Ninja Xpress,40135,Banten,Pandeglang,Pandeglang,Babakan Kalanganyar,42219,22000,STD,reguler
57,Ninja Xpress,40135,Banten,Pandeglang,Panimbang,Mekarsari,42281,22000,STD,reguler
58,Ninja Xpress,40135,Banten,Pandeglang,Patia,Babakankeusik,42265,22000,STD,reguler
59,Ninja Xpress,40135,Banten,Pandeglang,Picung,Bungurcopong,42275,22000,STD,reguler
60,Ninja Xpress,40135,Banten,Pandeglang,Saketi,Ciandur,42273,22000,STD,reguler
61,Ninja Xpress,40135,Banten,Pandeglang,Sindangresmi,Bojongmanik,42276,22000,STD,reguler
62,Ninja Xpress,40135,Banten,Pandeglang,Sumur,Cigorondong,42283,22000,STD,reguler
63,Ninja Xpress,40135,Banten,Pandeglang,Sukaresmi,Cibungur,42265,22000,STD,reguler
64,Ninja Xpress,40135,Banten,Pandeglang,Cimanggu,Batuhideung,42284,22000,STD,reguler
65,Ninja Xpress,40135,Banten,Pandeglang,Pagelaran,Bama,42265,22000,STD,reguler
66,Ninja Xpress,40135,Banten,Pandeglang,Labuan,Banyubiru,42264,22000,STD,reguler
67,Ninja Xpress,40135,Banten,Pandeglang,Angsana,Angsana,42277,22000,STD,reguler
68,Ninja Xpress,40135,Banten,Pandeglang,Banjar,Bandung,42252,22000,STD,reguler
69,Ninja Xpress,40135,Banten,Pandeglang,Bojong,Banyumas,42274,22000,STD,reguler
70,Ninja Xpress,40135,Banten,Pandeglang,Cibitung,Cikadu,42285,22000,STD,reguler
71,Ninja Xpress,40135,Banten,Pandeglang,Pulosari,Banjarnegara,42273,22000,STD,reguler
72,Ninja Xpress,40135,Banten,Serang,Cipocok Jaya,Banjarsari,42123,14000,STD,reguler
73,Ninja Xpress,40135,Banten,Serang,Curug,Curugmanis,42171,14000,STD,reguler
74,Ninja Xpress,40135,Banten,Serang,Kasemen,Kasunyatan,42191,14000,STD,reguler
75,Ninja Xpress,40135,Banten,Serang,Serang,Lontarbaru,42115,14000,STD,reguler
76,Ninja Xpress,40135,Banten,Serang,Taktakan,Taktakan,42162,14000,STD,reguler
77,Ninja Xpress,40135,Banten,Serang,Walantaka,Pageragung,42183,14000,STD,reguler
78,Ninja Xpress,40135,Banten,Tangerang,Batuceper,Poris Gaga,15122,10000,STD,reguler
79,Ninja Xpress,40135,Banten,Tangerang,Benda,Benda,15125,10000,STD,reguler
80,Ninja Xpress,40135,Banten,Tangerang,Cibodas,Cibodas Baru,15138,10000,STD,reguler
81,Ninja Xpress,40135,Banten,Tangerang,Cipondoh,Petir,15147,10000,STD,reguler
82,Ninja Xpress,40135,Banten,Tangerang,Jatiuwung,Alam Jaya,15133,10000,STD,reguler
83,Ninja Xpress,40135,Banten,Tangerang,Karawaci,Bugel,15113,10000,STD,reguler
84,Ninja Xpress,40135,Banten,Tangerang,Neglasari,Selapajang Jaya,15127,10000,STD,reguler
85,Ninja Xpress,40135,Banten,Tangerang,Periuk,Periuk Jaya,15131,10000,STD,reguler
86,Ninja Xpress,40135,Banten,Tangerang,Tangerang,Kelapa Indah,15117,10000,STD,reguler
87,Ninja Xpress,40135,Banten,Tangerang,Ciledug,Tajur,15152,10000,STD,reguler
88,Ninja Xpress,40135,Banten,Tangerang,Karang Tengah,Parung Jaya,15159,10000,STD,reguler
89,Ninja Xpress,40135,Banten,Tangerang,Larangan,Larangan Selatan,15154,10000,STD,reguler
90,Ninja Xpress,40135,Banten,Tangerang,Pinang,Pinang,15145,10000,STD,reguler
91,Ninja Xpress,40135,Banten,Tangerang Selatan,Ciputat,Cipayung,15411,10000,STD,reguler
92,Ninja Xpress,40135,Banten,Tangerang Selatan,Ciputat Timur,Cempaka Putih,15412,10000,STD,reguler
93,Ninja Xpress,40135,Banten,Tangerang Selatan,Pamulang,Benda Baru,15418,10000,STD,reguler
94,Ninja Xpress,40135,Banten,Tangerang Selatan,Pondok Aren,Pondok Jaya,15220,10000,STD,reguler
95,Ninja Xpress,40135,Banten,Tangerang Selatan,Serpong,Ciater,15310,10000,STD,reguler
96,Ninja Xpress,40135,Banten,Tangerang Selatan,Serpong Utara,Pondok Jagung,15326,10000,STD,reguler
97,Ninja Xpress,40135,Banten,Tangerang Selatan,Setu,Kranggan,15312,10000,STD,reguler
98,Ninja Xpress,40135,Banten,Serang Kabupaten,Anyar,Bandulu,42166,19000,STD,reguler
99,Ninja Xpress,40135,Banten,Serang Kabupaten,Bojonegara,Lambangsari,42454,19000,STD,reguler
100,Ninja Xpress,40135,Banten,Serang Kabupaten,Carenang (Cerenang),Teras,42195,19000,STD,reguler
101,Ninja Xpress,40135,Banten,Serang Kabupaten,Cikande,Nambo Udik,42186,19000,STD,reguler
102,Ninja Xpress,40135,Banten,Serang Kabupaten,Cikeusal,Bantar Panjang,42175,19000,STD,reguler
103,Ninja Xpress,40135,Banten,Serang Kabupaten,Cinangka,Rancasanggal,42167,19000,STD,reguler
104,Ninja Xpress,40135,Banten,Serang Kabupaten,Ciruas,Ciruas,42182,19000,STD,reguler
105,Ninja Xpress,40135,Banten,Serang Kabupaten,Jawilan,Parakan,42177,19000,STD,reguler
106,Ninja Xpress,40135,Banten,Serang Kabupaten,Kibin,Sukamaju,42185,19000,STD,reguler
107,Ninja Xpress,40135,Banten,Serang Kabupaten,Kopo,Nanggung,42178,19000,STD,reguler
108,Ninja Xpress,40135,Banten,Serang Kabupaten,Kragilan,Cisait,42184,19000,STD,reguler
109,Ninja Xpress,40135,Banten,Serang Kabupaten,Kramatwatu,Pejaten,42161,19000,STD,reguler
110,Ninja Xpress,40135,Banten,Serang Kabupaten,Lebak Wangi,Pegandikan (Pegantikan),42183,14000,STD,reguler
111,Ninja Xpress,40135,Banten,Serang Kabupaten,Mancak,Waringin,42165,19000,STD,reguler
112,Ninja Xpress,40135,Banten,Serang Kabupaten,Padarincang,Padarincang,42168,19000,STD,reguler
113,Ninja Xpress,40135,Banten,Serang Kabupaten,Pamarayan,Kebon Cau,42176,19000,STD,reguler
114,Ninja Xpress,40135,Banten,Serang Kabupaten,Petir,Sanding,42172,19000,STD,reguler
115,Ninja Xpress,40135,Banten,Serang Kabupaten,Pontang,Kalapian,42192,19000,STD,reguler
116,Ninja Xpress,40135,Banten,Serang Kabupaten,Pulo Ampel,Margasari,42455,19000,STD,reguler
117,Ninja Xpress,40135,Banten,Serang Kabupaten,Tanara,Sukamanah,42194,19000,STD,reguler
118,Ninja Xpress,40135,Banten,Serang Kabupaten,Tirtayasa,Wargasara,42193,19000,STD,reguler
119,Ninja Xpress,40135,Banten,Serang Kabupaten,Tunjung Teja,Panunggulan,42174,19000,STD,reguler
120,Ninja Xpress,40135,Banten,Serang Kabupaten,WARINGINKURUNG,Sukabares,42453,19000,STD,reguler
121,Ninja Xpress,40135,Banten,Serang Kabupaten,Bandung,Panamping,42176,19000,STD,reguler
122,Ninja Xpress,40135,Banten,Serang Kabupaten,Baros,Cisalam,42173,19000,STD,reguler
123,Ninja Xpress,40135,Banten,Serang Kabupaten,Binuang,Sukamampir,42196,19000,STD,reguler
124,Ninja Xpress,40135,Banten,Serang Kabupaten,GUNUNG SARI,Ciherang,42163,19000,STD,reguler
125,Ninja Xpress,40135,Banten,Serang Kabupaten,Pabuaran,Kadubeureum,42163,19000,STD,reguler
126,Ninja Xpress,40135,Banten,Serang Kabupaten,Ciomas,Pondok Kahuru,42164,19000,STD,reguler
127,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Balaraja,Gembong,15610,10000,STD,reguler
128,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Cikupa,Bojong,15710,10000,STD,reguler
129,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Cisauk,Sampora,15345,10000,STD,reguler
130,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Cisoka,Sukatani,15730,10000,STD,reguler
131,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Gunung Kaler,Onyam,15620,10000,STD,reguler
132,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Jambe,Taban,15720,10000,STD,reguler
133,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Jayanti,Cikande,15610,10000,STD,reguler
134,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Kelapa Dua,Curug Sangerang (Curug Sangereng),15811,10000,STD,reguler
135,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Kosambi,Cengklong,15212,10000,STD,reguler
136,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Kresek,Talok,15620,10000,STD,reguler
137,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Kronjo,Pasir,15550,10000,STD,reguler
138,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Legok,Ciangir,15820,10000,STD,reguler
139,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Mauk,Kedung Dalem,15530,10000,STD,reguler
140,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Mekar Baru,Kedaung,15550,10000,STD,reguler
141,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Pagedangan,Cihuni,15332,10000,STD,reguler
142,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Pakuhaji,Bunisari (Bonasari),15570,10000,STD,reguler
143,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Panongan,Peusar,15710,10000,STD,reguler
144,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Pasar Kemis,Sukaasih,15560,10000,STD,reguler
145,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Rajeg,Pangarengan,15540,10000,STD,reguler
146,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Sepatan,Pondok Jaya,15520,10000,STD,reguler
147,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Sepatan Timur,Gempol Sari,15520,10000,STD,reguler
148,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Sindang Jaya,Badak Anom,15540,10000,STD,reguler
149,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Solear,Cikasungka,15730,10000,STD,reguler
150,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Sukadiri,Kosambi,15530,10000,STD,reguler
151,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Sukamulya,Bunar,15610,10000,STD,reguler
152,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Teluknaga,Teluk Naga,15510,10000,STD,reguler
153,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Tigaraksa,Kadu Agung,15720,10000,STD,reguler
154,Ninja Xpress,40135,Banten,Tangerang Kabupaten,Kemiri,Legok Sula Maju,15530,10000,STD,reguler
155,,40135,Banten,Tangerang Kabupaten,Curug,Kadu Jaya,15810,,,reguler
156,Ninja Xpress,40135,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,11730,10000,STD,reguler
157,Ninja Xpress,40135,DKI Jakarta,Jakarta Barat,Grogol Petamburan,Grogol,11450,10000,STD,reguler
158,Ninja Xpress,40135,DKI Jakarta,Jakarta Barat,Kalideres,Kalideres,11840,10000,STD,reguler
159,Ninja Xpress,40135,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Duri Kepa,11510,10000,STD,reguler
160,Ninja Xpress,40135,DKI Jakarta,Jakarta Barat,Kembangan,Joglo,11640,10000,STD,reguler
161,Ninja Xpress,40135,DKI Jakarta,Jakarta Barat,Palmerah,Palmerah,11480,10000,STD,reguler
162,Ninja Xpress,40135,DKI Jakarta,Jakarta Barat,Tambora,Angke,11330,10000,STD,reguler
163,Ninja Xpress,40135,DKI Jakarta,Jakarta Barat,Taman Sari,Glodok,11120,10000,STD,reguler
164,Ninja Xpress,40135,DKI Jakarta,Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,10520,10000,STD,reguler
165,Ninja Xpress,40135,DKI Jakarta,Jakarta Pusat,Gambir,Duri Pulo,10140,10000,STD,reguler
166,Ninja Xpress,40135,DKI Jakarta,Jakarta Pusat,Johar Baru,Johar Baru,10560,10000,STD,reguler
167,Ninja Xpress,40135,DKI Jakarta,Jakarta Pusat,Kemayoran,Sumur Batu,10640,10000,STD,reguler
168,Ninja Xpress,40135,DKI Jakarta,Jakarta Pusat,Menteng,Kebon Sirih,10340,10000,STD,reguler
169,Ninja Xpress,40135,DKI Jakarta,Jakarta Pusat,Sawah Besar,Gunung Sahari Utara,10720,10000,STD,reguler
170,Ninja Xpress,40135,DKI Jakarta,Jakarta Pusat,Senen,Kwitang,10420,10000,STD,reguler
171,Ninja Xpress,40135,DKI Jakarta,Jakarta Pusat,Tanah Abang,Karet Tengsin,10220,10000,STD,reguler
172,Ninja Xpress,40135,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,12430,10000,STD,reguler
173,Ninja Xpress,40135,DKI Jakarta,Jakarta Selatan,Jagakarsa,Ciganjur,12630,10000,STD,reguler
174,Ninja Xpress,40135,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Cipete Utara,12150,10000,STD,reguler
175,Ninja Xpress,40135,DKI Jakarta,Jakarta Selatan,Kebayoran Lama,Cipulir,12230,10000,STD,reguler
176,Ninja Xpress,40135,DKI Jakarta,Jakarta Selatan,Mampang Prapatan,Bangka,12730,10000,STD,reguler
177,Ninja Xpress,40135,DKI Jakarta,Jakarta Selatan,Pancoran,Cikoko,12770,10000,STD,reguler
178,Ninja Xpress,40135,DKI Jakarta,Jakarta Selatan,Pasar Minggu,Cilandak Timur,12560,10000,STD,reguler
179,Ninja Xpress,40135,DKI Jakarta,Jakarta Selatan,Pesanggrahan,Bintaro,12330,10000,STD,reguler
180,Ninja Xpress,40135,DKI Jakarta,Jakarta Selatan,Setia Budi,Kuningan Timur,12950,10000,STD,reguler
181,Ninja Xpress,40135,DKI Jakarta,Jakarta Selatan,Tebet,Bukit Duri,12840,10000,STD,reguler
182,Ninja Xpress,40135,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,13910,10000,STD,reguler
183,Ninja Xpress,40135,DKI Jakarta,Jakarta Timur,Ciracas,Cibubur,13720,10000,STD,reguler
184,Ninja Xpress,40135,DKI Jakarta,Jakarta Timur,Duren Sawit,Duren Sawit,13440,10000,STD,reguler
185,Ninja Xpress,40135,DKI Jakarta,Jakarta Timur,Kramat Jati,Dukuh,13550,10000,STD,reguler
186,Ninja Xpress,40135,DKI Jakarta,Jakarta Timur,Makasar,Cipinang Melayu,13620,10000,STD,reguler
187,Ninja Xpress,40135,DKI Jakarta,Jakarta Timur,Matraman,Kayu Manis,13130,10000,STD,reguler
188,Ninja Xpress,40135,DKI Jakarta,Jakarta Timur,Pasar Rebo,Baru,13780,10000,STD,reguler
189,Ninja Xpress,40135,DKI Jakarta,Jakarta Timur,Pulo Gadung,Pisangan Timur,13230,10000,STD,reguler
190,Ninja Xpress,40135,DKI Jakarta,Jakarta Timur,Jatinegara,Bali Mester,13310,10000,STD,reguler
191,Ninja Xpress,40135,DKI Jakarta,Jakarta Timur,Cipayung,Bambu Apus,13890,10000,STD,reguler
192,Ninja Xpress,40135,DKI Jakarta,Jakarta Utara,Cilincing,Cilincing,14120,10000,STD,reguler
193,Ninja Xpress,40135,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,14240,10000,STD,reguler
194,Ninja Xpress,40135,DKI Jakarta,Jakarta Utara,Koja,Koja (Utara-Selatan),14210,10000,STD,reguler
195,Ninja Xpress,40135,DKI Jakarta,Jakarta Utara,Pademangan,Ancol,14430,10000,STD,reguler
196,Ninja Xpress,40135,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,14470,10000,STD,reguler
197,Ninja Xpress,40135,DKI Jakarta,Jakarta Utara,Tanjung Priok,Kebon Bawang,14320,10000,STD,reguler
198,Ninja Xpress,40135,DKI Jakarta,Kepulauan Seribu,Kepulauan Seribu Selatan,Pulau Pari,14520,11000,STD,reguler
199,Ninja Xpress,40135,DKI Jakarta,Kepulauan Seribu,Kepulauan Seribu Utara,Pulau Harapan,14540,11000,STD,reguler
200,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Andir,Ciroyom,40182,7000,STD,reguler
201,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Arcamanik,Cisaranten Endah,40293,7000,STD,reguler
202,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Astana Anyar,Cibadak,40241,7000,STD,reguler
203,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Babakan Ciparay,Margahayu Utara,40224,7000,STD,reguler
204,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Bandung Kidul,Wates,40256,7000,STD,reguler
205,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Bandung Kulon,Warung Muncang,40211,7000,STD,reguler
206,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Bandung Wetan,Tamansari,40116,7000,STD,reguler
207,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Batununggal,Kebonwaru,40272,7000,STD,reguler
208,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Bojongloa Kaler,Suka Asih,40231,7000,STD,reguler
209,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Bojongloa Kidul,Cibaduyut,40236,7000,STD,reguler
210,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Buahbatu (Margacinta),Sekejati,40286,7000,STD,reguler
211,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Cibeunying Kaler,Neglasari,40124,7000,STD,reguler
212,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Cibeunying Kidul,Sukamaju,40121,7000,STD,reguler
213,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Cibiru,Palasari,40615,7000,STD,reguler
214,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Cicendo,Pajajaran,40173,7000,STD,reguler
215,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Cinambo,Cisaranten Wetan,40294,7000,STD,reguler
216,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Coblong,Sekeloa,40134,7000,STD,reguler
217,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Gedebage,Cimenerang (Cimincrang),40294,7000,STD,reguler
218,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Kiaracondong,Kebon Kangkung,40284,7000,STD,reguler
219,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Mandalajati,Jatihandap,40195,7000,STD,reguler
220,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Panyileukan,Cipadung Wetan,40614,7000,STD,reguler
221,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Rancasari,Mekar Mulya (Mekarjaya),40292,7000,STD,reguler
222,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Regol,Pasirluyu,40254,7000,STD,reguler
223,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Sukajadi,Sukawarna,40164,7000,STD,reguler
224,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Sumur Bandung,Merdeka,40113,7000,STD,reguler
225,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Ujung Berung,Pasirjati,40616,7000,STD,reguler
226,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Cidadap,Ciumbuleuit,40142,7000,STD,reguler
227,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Sukasari,Sarijadi,40151,7000,STD,reguler
228,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Antapani,Antapani Kulon,40291,7000,STD,reguler
229,Ninja Xpress,40135,Jawa Barat,Bandung Kota,Lengkong,Cikawao,40261,7000,STD,reguler
230,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Batujajar,Batujajar Barat,40561,7500,STD,reguler
231,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Cihampelas,Situwangi,40562,7500,STD,reguler
232,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Cikalong Wetan,Cikalong,40556,7500,STD,reguler
233,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Cililin,Bongas,40562,7500,STD,reguler
234,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Cipatat,Nyalindung,40554,7500,STD,reguler
235,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Cipongkor,Cicangkang Hilir,40564,7500,STD,reguler
236,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Gununghalu,Sukasari,40565,7500,STD,reguler
237,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Ngamprah,Margajaya,40552,7500,STD,reguler
238,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Padalarang,Cimerang,40553,7500,STD,reguler
239,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Parongpong,Karyawangi,40559,7500,STD,reguler
240,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Rongga,Bojong,40566,7500,STD,reguler
241,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Saguling,Saguling,40561,7500,STD,reguler
242,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Sindangkerta,Buninagara,40563,7500,STD,reguler
243,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Lembang,Cikahuripan,40391,7500,STD,reguler
244,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Cipeundeuy,Sirnaraja,40558,7500,STD,reguler
245,Ninja Xpress,40135,Jawa Barat,Bandung Barat,Cisarua,Tugumukti,40551,7500,STD,reguler
246,Ninja Xpress,40135,Jawa Barat,Banjar,Langensari,Rejasari,46344,13000,STD,reguler
247,Ninja Xpress,40135,Jawa Barat,Banjar,Pataruman,Karyamukti,46327,13000,STD,reguler
248,Ninja Xpress,40135,Jawa Barat,Banjar,Purwaharja,Raharja,46333,13000,STD,reguler
249,Ninja Xpress,40135,Jawa Barat,Banjar,Banjar,Balokang,46312,13000,STD,reguler
250,Ninja Xpress,40135,Jawa Barat,Bekasi Kota,BANTARGEBANG,Cikiwul,17152,11000,STD,reguler
251,Ninja Xpress,40135,Jawa Barat,Bekasi Kota,Bekasi Barat,Kranji,17135,11000,STD,reguler
