No,shipment_order_no,logistic_name,origin_postal_code,destination_postal_code,awb_number,min_sla_api,max_sla_api
167,TRD2022110204016,,17148,98314,0733272200910627,,
168,TRD2022110302296,,17148,98315,0733272200911484,,
169,TRD2022110403741,,17148,98314,0733272200921657,,
170,TRD2022110403762,,17148,98352,0733272200921905,,
171,TRD2022110403980,,17148,98314,0733272200923513,,
172,TRD2022110501769,,17148,98314,0733272200926847,,
173,TRD2022110503452,,17148,98356,0733272200929163,,
174,TRD2022110702167,,45556,98314,2534902200924775,,
175,TRD2022110705012,,17148,98362,0733272200940947,,
176,TRD2022110705347,,17148,98314,0733272200943834,,
177,TRD2022110803363,,17148,98356,0733272200955184,,
178,TRD2022110902671,,17148,98354,0733272200960655,,
179,TRD2022110902964,,17148,98362,0733272200963485,,
180,TRD2022110902975,,17148,98314,0733272200963709,,
181,TRD2022110903111,,17148,98355,0733272200965837,,
182,TRD2022111001575,,17148,98314,0733272200968948,,
183,TRD2022111001598,,17148,98314,0733272200969409,,
184,TRD2022111002037,,45556,66229,2534902200938825,,
185,TRD2022111102508,,17148,98362,0733272200979879,,
186,TRD2022111102527,,17148,98314,0733272200980067,,
187,TRD2022111102681,,17148,98315,0733272200980927,,
188,TRD2022111102733,,17148,98314,0733272200981487,,
189,TRD2022111202383,,17148,98362,0733272200987161,,
190,TRD2022111202417,,17148,98314,0733272200987807,,
191,TRD2022111202688,,17148,98314,0733272200988839,,
192,TRD2022111202689,,17148,98362,0733272200988813,,
193,TRD2022111202702,,17148,98314,0733272200988953,,
194,TRD2022111202739,,17148,98352,0733272200989373,,
195,TRD2022111202779,,17148,98314,0733272200989654,,
196,TRD2022111402270,,17148,98315,0733272200991619,,
197,TRD2022111402359,,17148,98314,0733272200991411,,
198,TRD2022111402370,,17148,98314,0733272200991312,,
199,TRD2022111402393,,17148,98314,0733272200991841,,
200,TRD2022111404506,,45556,98355,2534902200945176,,
201,TRD2022111404560,,45556,98314,2534902200945747,,
202,TRD2022111404594,,45556,98315,2534902200946141,,
203,TRD2022111404657,,45556,98315,2534902200946638,,
204,TRD2022111405087,,17148,98314,0733272200997749,,
205,TRD2022111501175,,17148,98362,0733272201002523,,
206,TRD2022111501352,,17148,98314,0733272201004057,,
207,TRD2022111502406,,17148,98314,0733272201007597,,
208,TRD2022111502477,,17148,98314,0733272201007928,,
209,TRD2022111601694,,17148,98314,0733272201012050,,
210,TRD2022111602927,,17148,98314,0733272201016598,,
211,TRD2022111701528,,17148,98315,0733272201020582,,
212,TRD2022111701564,,17148,98315,0733272201020319,,
213,TRD2022111701689,,45556,98355,2534902200949178,,
214,TRD2022111701774,,17148,98314,0733272201021945,,
215,TRD2022111702305,,17148,98314,0733272201023065,,
216,TRD2022111801328,,17148,98314,0733272201027454,,
217,TRD2022111801349,,17148,98315,0733272201027603,,
218,TRD2022111801508,,17148,98315,0733272201029211,,
219,TRD2022111802049,,17148,98363,0733272201031209,,
220,TRD2022111802538,,45556,98356,2534902200950267,,
221,TRD2022111902137,,17148,98362,0733272201036109,,
222,TRD2022111902972,,17148,98314,0733272201037990,,
223,TRD2022112102474,,11450,98314,0136932200408418,,
224,TRD2022112103791,,17148,98314,0733272201043725,,
225,TRD2022112103798,,17148,98314,0733272201043790,,
226,TRD2022112103914,,17148,98363,0733272201045050,,
227,TRD2022112104235,,17148,98356,0733272201046421,,
228,TRD2022112201366,,17148,98353,0733272201052775,,
229,TRD2022112302157,,11450,98315,0136932200412980,,
230,TRD2022112302417,,17148,98314,0733272201062584,,
231,TRD2022112302437,,17148,98314,0733272201062782,,
232,TRD2022112401819,,17148,98314,0733272201067393,,
233,TRD2022112402126,,17148,98315,0733272201067773,,
234,TRD2022112402377,,17148,98314,0733272201067989,,
235,TRD2022112402396,,17148,98315,0733272201068235,,
236,TRD2022112402891,,17148,98356,0733272201069373,,
237,TRD2022112501474,,17148,98362,0733272201072427,,
238,TRD2022112502327,,17148,98315,0733272201076667,,
239,TRD2022112502369,,17148,98314,0733272201076998,,
240,TRD2022112502396,,17148,98315,0733272201077301,,
241,TRD2022112502408,,17148,98314,0733272201077483,,
242,TRD2022112601572,,17148,98315,0733272201080461,,
243,TRD2022112602105,,17148,98314,0733272201081295,,
244,TRD2022112602397,,17148,98314,0733272201083044,,
245,TRD2022112602398,,17148,98315,0733272201083572,,
246,TRD2022112602453,,17148,98315,0733272201083846,,
247,TRD2022112801986,,17148,98314,0733272201085833,,
248,TRD2022112802129,,17148,98314,0733272201087201,,
249,TRD2022112802164,,17148,98315,0733272201087607,,
250,TRD2022112802430,,11450,98314,0136932200423078,,
251,TRD2022112804948,,17148,98314,0733272201094199,,
252,TRD2022112804986,,17148,98353,0733272201094538,,
253,TRD2022112805060,,17148,98315,0733272201095378,,
254,TRD2022112805576,,17148,98314,0733272201101044,,
255,TRD2022112805690,,17148,98314,0733272201100160,,
256,TRD2022112805692,,17148,98314,0733272201100442,,
257,TRD2022112805697,,17148,98355,0733272201101002,,
258,TRD2022112805705,,17148,98314,0733272201100343,,
259,TRD2022112902742,,17148,98315,0733272201104824,,
260,TRD2022112902886,,17148,98362,0733272201105334,,
261,TRD2022112902947,,17148,98356,0733272201105490,,
262,TRD2022112903226,,17148,98314,0733272201106159,,
263,TRD2022113001326,,17148,98314,0733272201108353,,
264,TRD2022113001428,,17148,98314,0733272201109260,,
265,TRD2022113002222,,17148,98315,0733272201111175,,
266,TRD2022113002676,,17148,98356,0733272201112793,,
267,TRD2022120101704,,17148,98315,0733272201115754,,
268,TRD2022120101725,,17148,98314,0733272201116000,,
269,TRD2022120102055,,17148,98314,0733272201117313,,
270,TRD2022120102900,,17148,98314,0733272201119491,,
271,TRD2022120102902,,17148,98314,0733272201119418,,
272,TRD2022120201101,,11450,98314,0136932200434679,,
273,TRD2022120201472,,17148,98314,0733272201124848,,
274,TRD2022120201535,,17148,98314,0733272201124673,,
275,TRD2022120201591,,17148,98314,0733272201125209,,
276,TRD2022120201671,,17148,98315,0733272201125928,,
277,TRD2022120202671,,17148,98419,0733272201129599,,
278,TRD2022120301563,,17148,98315,0733272201131801,,
279,TRD2022120301725,,17148,98314,0733272201132858,,
280,TRD2022120301750,,17148,98314,0733272201133286,,
281,TRD2022120301986,,11450,98314,0136932200436427,,
282,TRD2022120302007,,11450,98314,0136932200436625,,
283,TRD2022120302481,,17148,98362,0733272201137477,,
284,TRD2022120502946,,17148,98314,0733272201140976,,
285,TRD2022120507134,,17148,98314,0733272201142105,,
286,TRD2022120507221,,17148,98355,0733272201142915,,
287,TRD2022120507265,,17148,98352,0733272201143947,,
288,TRD2022120507278,,17148,98362,0733272201144002,,
289,TRD2022120507357,,17148,98315,0733272201144275,,
290,TRD2022120507388,,17148,98314,0733272201144630,,
291,TRD2022120507406,,17148,98352,0733272201144986,,
292,TRD2022120507490,,17148,98314,0733272201145546,,
293,TRD2022120507516,,17148,98314,0733272201146270,,
294,TRD2022120507522,,17148,98314,0733272201146098,,
295,TRD2022120507542,,17148,98315,0733272201146031,,
296,TRD2022120603590,,17148,98314,0733272201149936,,
297,TRD2022120603717,,17148,66229,0733272201150199,,
298,TRD2022120604293,,17148,98315,0733272201151866,,
299,TRD2022120604360,,17148,98314,0733272201152633,,
300,TRD2022120604398,,17148,98315,0733272201153003,,
301,TRD2022120604407,,17148,98314,0733272201153144,,
302,TRD2022120604485,,17148,98314,0733272201155040,,
303,TRD2022120604506,,17148,98314,0733272201155511,,
304,TRD2022120701680,,17148,98362,0733272201158572,,
305,TRD2022120701948,,11450,98362,0136932200442482,,
306,TRD2022120802448,,17148,98314,0733272201168126,,
307,TRD2022120802450,,17148,98315,0733272201168761,,
308,TRD2022120802471,,17148,98315,0733272201168209,,
309,TRD2022120802499,,17148,98356,0733272201168423,,
310,TRD2022120803641,,17148,98314,0733272201171922,,
311,TRD2022120902373,,17148,98314,0733272201173688,,
312,TRD2022120902927,,17148,98315,0733272201175717,,
313,TRD2022120902966,,17148,98314,0733272201175675,,
314,TRD2022120903100,,17148,98314,0733272201175840,,
315,TRD2022121303050,,17148,98314,0733272201193801,,
316,TRD2022121303289,,17148,98314,0733272201194353,,
317,TRD2022121303460,,17148,98314,0733272201195269,,
318,TRD2022121304524,,17148,98314,0733272201196358,,
319,TRD2022121402308,,17148,98356,0733272201199113,,
320,TRD2022121402335,,17148,98314,0733272201199253,,
321,TRD2022121403354,,17148,98314,0733272201201547,,
322,TRD2022121403359,,17148,98314,0733272201201489,,
323,TRD2022121503434,,11450,98362,0136932200457050,,
324,TRD2022121503467,,11450,98314,0136932200457365,,
325,TRD2022121503620,,17148,98361,0733272201204129,,
326,TRD2022121504304,,45556,98356,2534902200968079,,
327,TRD2022121504538,,17148,98314,0733272201205209,,
328,TRD2022121504545,,17148,98314,0733272201205266,,
329,TRD2022121504547,,17148,98356,0733272201205688,,
330,TRD2022121504571,,17148,98355,0733272201205639,,
331,TRD2022121602745,,17148,98314,0733272201206504,,
332,TRD2022121603107,,17148,98315,0733272201207981,,
333,TRD2022121604651,,17148,98314,0733272201210019,,
334,TRD2022121604663,,17148,98314,0733272201210142,,
335,TRD2022121604986,,11450,98315,0136932200464536,,
336,TRD2022121605064,,11450,98314,0136932200465061,,
337,TRD2022121605129,,11450,98315,0136932200465707,,
338,TRD2022121605137,,11450,98315,0136932200465608,,
339,TRD2022121605158,,11450,98314,0136932200465947,,
340,TRD2022121605291,,11450,98362,0136932200467588,,
341,TRD2022121904405,,17148,98355,0733272201217022,,
342,TRD2022121904495,,17148,98314,0733272201217915,,
343,TRD2022121905292,,17148,98355,0733272201219903,,
344,TRD2022121905359,,17148,98315,0733272201220570,,
345,TRD2022121905660,,11450,98315,0136932200471267,,
346,TRD2022121905675,,11450,98314,0136932200471416,,
347,TRD2022121905764,,17148,98362,0733272201223194,,
348,TRD2022121905866,,17148,98314,0733272201223939,,
349,TRD2022122001652,,45556,98314,2534902200977450,,
350,TRD2022122202502,,17148,98314,0733272201225900,,
351,TRD2022122202614,,17148,98356,0733272201226650,,
352,TRD2022122202647,,17148,98314,0733272201226957,,
353,TRD2022122203137,,11450,98356,0136932200477876,,
354,TRD2022122204790,,17148,98355,0733272201228698,,
355,TRD2022122204859,,17148,98314,0733272201230041,,
356,TRD2022122205002,,45556,98315,2534902200979480,,
357,TRD2022122303848,,17148,98314,0733272201233474,,
358,TRD2022122303894,,17148,98314,0733272201232468,,
359,TRD2022122304543,,45556,98314,2534902200980546,,
360,TRD2022122304546,,45556,98315,2534902200980579,,
361,TRD2022122304548,,45556,98314,2534902200980603,,
362,TRD2022122304817,,17148,98314,0733272201234050,,
363,TRD2022122403340,,11450,98362,0136932200481068,,
364,TRD2022122403523,,17148,98314,0733272201236923,,
365,TRD2022122405680,,17148,98314,0733272201241022,,
366,TRD2022122405728,,17148,98352,0733272201241543,,
367,TRD2022122405741,,17148,98362,0733272201241683,,
368,TRD2022122604863,,17148,98356,0733272201242194,,
369,TRD2022122604894,,17148,98314,0733272201242509,,
370,TRD2022122605451,,17148,98314,0733272201244190,,
371,TRD2022122605512,,17148,98315,0733272201245148,,
372,TRD2022122605596,,17148,98355,0733272201245296,,
373,TRD2022122605753,,17148,98356,0733272201246062,,
374,TRD2022122605805,,17148,98314,0733272201246625,,
375,TRD2022122606434,,45556,98314,2534902200983433,,
376,TRD2022122606470,,45556,98356,2534902200983847,,
377,TRD2022122606971,,17148,98356,0733272201249868,,
378,TRD2022122606992,,17148,98315,0733272201250759,,
379,TRD2022122704264,,17148,98362,0733272201252607,,
380,TRD2022122704265,,17148,98314,0733272201252615,,
381,TRD2022122705020,,17148,98355,0733272201255261,,
382,TRD2022122705082,,17148,98355,0733272201255659,,
383,TRD2022122705086,,17148,98314,0733272201255790,,
384,TRD2022122705108,,17148,98314,0733272201256004,,
385,TRD2022122705132,,17148,98362,0733272201256756,,
386,TRD2022122705304,,17148,98355,0733272201253548,,
387,TRD2022122705602,,45556,98315,2534902200985073,,
388,TRD2022122705799,,11450,98315,0136932200486737,,
389,TRD2022122706609,,17148,98315,0733272201258570,,
390,TRD2022122706610,,17148,98314,0733272201258620,,
391,TRD2022122803542,,17148,98314,0733272201259784,,
392,TRD2022122803561,,17148,98314,0733272201259891,,
393,TRD2022122803618,,17148,98355,0733272201260360,,
394,TRD2022122806537,,17148,98315,0733272201262200,,
395,TRD2022122806581,,17148,98314,0733272201262366,,
396,TRD2022122806639,,17148,98315,0733272201262648,,
397,TRD2022122806709,,17148,98352,0733272201263364,,
398,TRD2022122806720,,17148,98315,0733272201263554,,
399,TRD2022122806726,,17148,98314,0733272201263430,,
400,TRD2022122806736,,17148,98314,0733272201263778,,
401,TRD2022122807166,,17148,98314,0733272201264834,,
402,TRD2022122904430,,17148,98314,0733272201266854,,
403,TRD2022122904440,,17148,98314,0733272201266995,,
404,TRD2022122905182,,17148,98314,0733272201267738,,
405,TRD2022122905260,,17148,98352,0733272201268520,,
406,TRD2022122905356,,17148,98314,0733272201269544,,
407,TRD2022122905425,,17148,98314,0733272201270492,,
408,TRD2022122905434,,17148,98314,0733272201270567,,
409,TRD2022122905452,,17148,98363,0733272201270674,,
410,TRD2022122905473,,17148,98314,0733272201271037,,
411,TRD2022122905503,,17148,98314,0733272201271342,,
412,TRD2022122905517,,17148,98356,0733272201271417,,
413,TRD2022122905562,,17148,98352,0733272201272340,,
414,TRD2022122907725,,17148,98356,0733272201275012,,
415,TRD2022122907735,,17148,98363,0733272201275194,,
416,TRD2022123007072,,11450,98314,0136932200493261,,
417,TRD2022123007080,,11450,98314,0136932200493386,,
418,TRD2022123007519,,17148,98362,0733272201278115,,
419,TRD2022123007545,,17148,98362,0733272201278388,,
420,TRD2022123007925,,17148,98314,0733272201278487,,
421,TRD2022123007928,,17148,98355,0733272201278503,,
422,TRD2022123007937,,17148,98355,0733272201278586,,
423,TRD2022123007951,,17148,98315,0733272201278669,,
424,TRD2022123007971,,17148,98314,0733272201278982,,
425,TRD2022123007973,,17148,98352,0733272201278941,,
426,TRD2022123007977,,17148,98315,0733272201279048,,
427,TRD2022123007982,,17148,98314,0733272201279071,,
428,TRD2022123008028,,17148,98356,0733272201279550,,
429,TRD2022123008038,,17148,98314,0733272201279642,,
430,TRD2022123008192,,17148,98314,0733272201280657,,
431,TRD2022123008202,,17148,98314,0733272201280707,,
432,TRD2022123009089,,17148,98315,0733272201281242,,
433,TRD2022123009091,,17148,98314,0733272201281259,,
434,TRD2022123009103,,17148,98314,0733272201281382,,
435,TRD2022123009124,,17148,98314,0733272201281614,,
436,TRD2022123105460,,45556,98314,2534902200991097,,
437,TRD2022123105697,,17148,98314,0733272201284139,,
438,TRD2022123105704,,17148,98315,0733272201284204,,
439,TRD2022123105725,,17148,98314,0733272201284394,,
440,TRD2022123105961,,17148,98314,0733272201284642,,
441,TRD2022123105982,,17148,98314,0733272201284840,,
442,TRD2022123105986,,17148,98362,0733272201284907,,
443,TRD2022123106011,,17148,98314,0733272201285185,,
444,TRD2022123106043,,17148,98315,0733272201285383,,
445,TRD2022123106052,,17148,98315,0733272201285490,,
446,TRD2022123106073,,17148,98314,0733272201285730,,
447,TRD2022123106144,,17148,98314,0733272201286498,,
448,TRD2023010208153,,17148,98314,0733272300000105,,
449,TRD2023010208447,,17148,98314,0733272300001046,,
450,TRD2023010208450,,17148,98362,0733272300001293,,
451,TRD2023010208467,,17148,98315,0733272300001228,,
452,TRD2023010208473,,17148,98315,0733272300001384,,
453,TRD2023010208476,,17148,98314,0733272300001350,,
454,TRD2023010208478,,17148,98353,0733272300001376,,
455,TRD2023010208497,,17148,98314,0733272300001442,,
456,TRD2023010208514,,17148,98315,0733272300001673,,
457,TRD2023010208541,,17148,98315,0733272300002036,,
458,TRD2023010208570,,17148,98355,0733272300002333,,
459,TRD2023010208571,,17148,98314,0733272300002309,,
460,TRD2023010208585,,17148,98314,0733272300002531,,
461,TRD2023010208596,,17148,98353,0733272300002481,,
462,TRD2023010209339,,11450,98315,0136932300002772,,
463,TRD2023010210656,,17148,98314,0733272300003059,,
464,TRD2023010210663,,17148,98315,0733272300003224,,
465,TRD2023010210894,,17148,76114,0733272300005427,,
466,TRD2023010212022,,17148,98315,0733272300006813,,
467,TRD2023010212029,,17148,98314,0733272300007019,,
468,TRD2023010212090,,17148,98314,0733272300007662,,
469,TRD2023010212100,,17148,98356,0733272300007787,,
470,TRD2023010304624,,45556,98315,2534902300003892,,
471,TRD2023010307260,,17148,98356,0733272300010500,,
472,TRD2023010307287,,17148,98315,0733272300010823,,
473,TRD2023010307301,,17148,98314,0733272300011037,,
474,TRD2023010307318,,17148,98314,0733272300011128,,
475,TRD2023010307319,,17148,98355,0733272300011169,,
476,TRD2023010307364,,17148,98314,0733272300011573,,
477,TRD2023010307378,,17148,98314,0733272300011649,,
478,TRD2023010307423,,17148,98314,0733272300011888,,
479,TRD2023010307696,,17148,98356,0733272300013678,,
480,TRD2023010308278,,17148,98362,0733272300014403,,
481,TRD2023010405556,,45556,98314,2534902300004791,,
482,TRD2023010409027,,17148,98314,0733272300016648,,
483,TRD2023010409133,,17148,98355,0733272300017729,,
484,TRD2023010409153,,17148,98314,0733272300017844,,
485,TRD2023010410621,,17148,98315,0733272300018255,,
486,TRD2023010410637,,17148,98314,0733272300018321,,
487,TRD2023010410659,,17148,98315,0733272300018438,,
488,TRD2023010411661,,17148,98314,0733272300019840,,
489,TRD2023010411680,,17148,98356,0733272300020053,,
490,TRD2023010506220,,17148,98314,0733272300023800,,
491,TRD2023010506303,,17148,98314,0733272300025276,,
492,TRD2023010506473,,17148,98314,0733272300025870,,
493,TRD2023010506484,,17148,98314,0733272300026068,,
494,TRD2023010506487,,17148,98314,0733272300025987,,
495,TRD2023010508066,,17148,98355,0733272300026498,,
496,TRD2023010508068,,17148,98314,0733272300026647,,
497,TRD2023010508076,,17148,98315,0733272300026449,,
498,TRD2023010508126,,17148,98314,0733272300027041,,
499,TRD2023010508147,,17148,98314,0733272300027223,,
500,TRD2023010508160,,17148,98315,0733272300027348,,
501,TRD2023010508165,,17148,98315,0733272300027447,,
502,TRD2023010508169,,17148,98315,0733272300027363,,
503,TRD2023010508172,,17148,98315,0733272300027496,,
504,TRD2023010511047,,45556,98355,2534902300008974,,
505,TRD2023010512007,,17148,98314,0733272300029401,,
506,TRD2023010603983,,17148,98314,0733272300031449,,
507,TRD2023010604536,,45556,98362,2534902300010251,,
508,TRD2023010604562,,17148,98315,0733272300031845,,
509,TRD2023010605279,,17148,98314,0733272300031969,,
510,TRD2023010605310,,17148,98315,0733272300032264,,
511,TRD2023010605314,,17148,98315,0733272300032314,,
512,TRD2023010605319,,17148,98314,0733272300032371,,
513,TRD2023010605374,,17148,98315,0733272300032926,,
514,TRD2023010606811,,45556,98314,2534902300011143,,
