No,shipment_order_no,logistic_name,origin_postal_code,destination_postal_code,awb_number,min_sla_api,max_sla_api
124,TRD2022100301182,JNE,17148,81173,0733272200556644,3,6
125,TRD2022100301183,JNE,17148,86313,0733272200556594,5,9
126,TRD2022100301186,JNE,17148,24453,0733272200556719,3,6
127,TRD2022100301195,JNE,17148,97234,0733272200556867,5,7
128,TRD2022100301204,JNE,17148,77115,0733272200557089,2,3
129,TRD2022100301205,JNE,17148,97762,0733272200556990,3,5
130,TRD2022100301216,JNE,17148,95117,0733272200557188,2,3
131,TRD2022100301220,JNE,17148,59566,0733272200557220,3,6
132,TRD2022100301222,JNE,17148,94752,0733272200557279,5,7
133,TRD2022100301231,JNE,17148,94231,0733272200557469,2,3
134,TRD2022100301233,JNE,17148,20353,0733272200557519,3,6
135,TRD2022100301236,JNE,17148,97611,0733272200557642,1,10
136,TRD2022100301238,JNE,17148,95423,0733272200557725,5,7
137,TRD2022100301239,JNE,17148,77554,0733272200557733,3,5
138,TRD2022100301256,JNE,17148,79674,0733272200558103,5,7
139,TRD2022100301257,JNE,17148,92963,0733272200558129,5,7
140,TRD2022100301262,JNE,17148,94717,0733272200558186,3,5
141,TRD2022100301267,JNE,17148,93653,0733272200558491,5,7
142,TRD2022100301269,JNE,17148,23126,0733272200558426,1,2
143,TRD2022100301271,JNE,17148,85119,0733272200558368,2,3
144,TRD2022100301276,JNE,17148,99910,0733272200558350,6,9
145,TRD2022100301293,JNE,17148,21335,0733272200559119,3,6
146,TRD2022100301296,JNE,17148,29563,0733272200562360,3,6
147,TRD2022100301299,JNE,17148,28558,0733272200558772,3,6
148,TRD2022100301331,JNE,17148,56354,0733272200562287,3,6
149,TRD2022100301337,JNE,17148,20371,0733272200559226,3,6
150,TRD2022100301346,JNE,17148,77362,0733272200559564,5,7
151,TRD2022100301353,JNE,17148,95956,0733272200559614,5,7
152,TRD2022100301355,JNE,17148,87255,0733272200560158,1,10
153,TRD2022100301356,JNE,17148,20154,0733272200560851,1,2
154,TRD2022100301360,JNE,17148,36129,0733272200559804,1,2
155,TRD2022100301373,JNE,17148,73652,0733272200559846,5,7
156,TRD2022100301380,JNE,17148,80351,0733272200559689,2,3
157,TRD2022100301384,JNE,17148,75655,0733272200562196,5,7
158,TRD2022100301386,JNE,17148,90143,0733272200560174,2,3
159,TRD2022100301394,JNE,17148,74281,0733272200561255,5,7
160,TRD2022100301409,JNE,17148,93353,0733272200560117,5,7
161,TRD2022100301413,JNE,17148,95661,0733272200562071,5,7
162,TRD2022100301414,JNE,17148,74356,0733272200560844,5,7
163,TRD2022100301420,JNE,17148,92261,0733272200562220,5,7
164,TRD2022100301430,JNE,17148,96261,0733272200560349,5,7
165,TRD2022100301435,JNE,17148,86115,0733272200560562,5,9
166,TRD2022100301438,JNE,17148,80361,0733272200562162,1,2
167,TRD2022100301440,JNE,17148,83581,0733272200561768,3,6
168,TRD2022100301456,JNE,17148,95996,0733272200561966,5,7
169,TRD2022100301464,JNE,17148,80811,0733272200561289,3,6
170,TRD2022100301480,JNE,17148,91514,0733272200561883,3,5
171,TRD2022100301481,JNE,17148,73112,0733272200561057,1,2
172,TRD2022100301486,JNE,17148,85519,0733272200561230,3,5
173,TRD2022100301499,JNE,17148,84352,0733272200561792,3,6
174,TRD2022100301501,JNE,17148,74511,0733272200561727,1,10
175,TRD2022100301509,JNE,17148,34682,0733272200562014,2,3
176,TRD2022100301510,JNE,17148,74281,0733272200555646,5,7
177,TRD2022100301516,JNE,17148,34113,0733272200555778,2,3
178,TRD2022100301521,JNE,17148,21462,0733272200555893,3,6
179,TRD2022100301532,JNE,17148,95537,0733272200556065,5,7
180,TRD2022100301570,JNE,17148,27778,0733272200556743,3,6
181,TRD2022100301571,JNE,17148,20121,0733272200556909,1,2
182,TRD2022100301573,JNE,17148,96212,0733272200556735,3,5
183,TRD2022100301640,JNE,17148,11730,0733272200558079,1,2
184,TRD2022100301645,JNE,17148,79467,0733272200558335,5,7
185,TRD2022100301663,JNE,17148,54472,0733272200558699,3,6
186,TRD2022100301668,JNE,17148,20228,0733272200559473,1,2
187,TRD2022100301674,JNE,17148,15138,0733272200558913,1,2
188,TRD2022100301684,JNE,17148,41357,0733272200559531,2,3
189,TRD2022100301685,JNE,17148,36364,0733272200558897,3,6
190,TRD2022100301686,JNE,17148,78117,0733272200559648,1,2
191,TRD2022100301696,JNE,17148,77381,0733272200558954,5,7
192,TRD2022100301701,JNE,17148,28992,0733272200561628,3,6
193,TRD2022100301702,JNE,17148,29438,0733272200558962,1,2
194,TRD2022100301740,JNE,17148,94653,0733272200559341,5,7
195,TRD2022100301754,JNE,17148,45466,0733272200560182,3,6
196,TRD2022100301772,JNE,17148,20121,0733272200560125,1,2
197,TRD2022100301777,JNE,17148,41352,0733272200561008,1,2
198,TRD2022100301782,JNE,17148,99352,0733272200560885,6,9
199,TRD2022100301804,JNE,17148,57272,0733272200560521,3,6
200,TRD2022100302155,JNE,17148,55225,0733272200562493,1,2
201,TRD2022100302161,JNE,17148,85116,0733272200562527,2,3
202,TRD2022100302172,JNE,17148,80361,0733272200562592,1,2
203,TRD2022100302177,JNE,17148,99113,0733272200562733,2,4
204,TRD2022100302185,JNE,17148,79181,0733272200562741,5,7
205,TRD2022100302201,JNE,17148,85116,0733272200562956,2,3
206,TRD2022100302202,JNE,17148,20215,0733272200562972,1,2
207,TRD2022100302219,JNE,17148,32211,0733272200563129,2,3
208,TRD2022100302223,JNE,17148,42111,0733272200563178,1,2
209,TRD2022100302224,JNE,17148,36129,0733272200563186,1,2
210,TRD2022100302233,JNE,17148,28991,0733272200563384,1,10
211,TRD2022100302282,JNE,17148,13780,0733272200563764,1,2
212,TRD2022100302287,JNE,17148,38216,0733272200563863,1,2
213,TRD2022100302292,JNE,17148,94711,0733272200563855,3,5
214,TRD2022100302296,JNE,17148,23126,0733272200563897,1,2
215,TRD2022100302330,JNE,17148,84454,0733272200564242,1,10
216,TRD2022100302348,JNE,17148,37152,0733272200564390,3,6
217,TRD2022100302351,JNE,17148,95442,0733272200564465,5,7
218,TRD2022100302352,JNE,17148,72115,0733272200564507,5,7
219,TRD2022100302354,JNE,17148,12150,0733272200564499,1,2
220,TRD2022100302361,JNE,17148,78767,0733272200564614,5,7
221,TRD2022100302373,JNE,17148,91254,0733272200564713,5,7
222,TRD2022100302375,JNE,17148,21457,0733272200564606,3,6
223,TRD2022100302376,JNE,17148,28554,0733272200564671,3,6
224,TRD2022100302391,JNE,17148,73525,0733272200564929,5,7
225,TRD2022100302396,JNE,17148,99616,0733272200564895,6,9
226,TRD2022100302402,JNE,17148,38361,0733272200564945,3,6
227,TRD2022100302415,JNE,17148,13910,0733272200565116,1,2
228,TRD2022100302423,JNE,17148,78767,0733272200565132,5,7
229,TRD2022100302428,JNE,17148,28784,0733272200565173,3,6
230,TRD2022100302436,JNE,17148,28451,0733272200565264,3,6
231,TRD2022100302452,JNE,17148,24453,0733272200565462,3,6
232,TRD2022100302456,JNE,17148,74312,0733272200565439,5,7
233,TRD2022100302464,JNE,17148,35365,0733272200565561,3,6
234,TRD2022100302467,JNE,17148,68472,0733272200565587,3,6
235,TRD2022100302468,JNE,17148,70815,0733272200565603,5,7
236,TRD2022100302493,JNE,17148,28452,0733272200565934,3,6
237,TRD2022100302496,JNE,17148,99351,0733272200565819,6,9
238,TRD2022100302499,JNE,17148,24394,0733272200565892,3,6
239,TRD2022100302502,JNE,17148,22153,0733272200565918,3,6
240,TRD2022100302526,JNE,17148,76114,0733272200566155,1,2
241,TRD2022100302527,JNE,17148,61181,0733272200566205,3,6
242,TRD2022100302545,JNE,17148,62118,0733272200566437,2,3
243,TRD2022100302556,JNE,17148,95117,0733272200566452,2,3
244,TRD2022100302560,JNE,17148,34161,0733272200566502,2,3
245,TRD2022100302561,JNE,17148,29662,0733272200566494,3,6
246,TRD2022100302565,JNE,17148,71574,0733272200566593,5,7
247,TRD2022100302571,JNE,17148,23892,0733272200566676,1,10
248,TRD2022100302584,JNE,17148,12430,0733272200566783,1,2
249,TRD2022100302588,JNE,17148,61361,0733272200566825,1,2
250,TRD2022100302591,JNE,17148,80225,0733272200566833,1,2
251,TRD2022100302598,JNE,17148,80225,0733272200566890,1,2
252,TRD2022100302613,JNE,17148,83364,0733272200567005,3,6
253,TRD2022100302619,JNE,17148,20121,0733272200567153,1,2
254,TRD2022100302620,JNE,17148,74356,0733272200567070,5,7
255,TRD2022100302653,JNE,17148,84119,0733272200567385,2,3
256,TRD2022100302665,JNE,17148,99616,0733272200567674,6,9
257,TRD2022100302671,JNE,17148,36773,0733272200567617,3,6
258,TRD2022100302689,JNE,17148,28463,0733272200567542,3,6
259,TRD2022100302691,JNE,17148,28554,0733272200567716,3,6
260,TRD2022100302697,JNE,17148,91121,0733272200567625,3,5
261,TRD2022100302703,JNE,17148,28558,0733272200570157,3,6
262,TRD2022100302717,JNE,17148,74355,0733272200567708,5,7
263,TRD2022100302742,JNE,17148,38119,0733272200568755,1,2
264,TRD2022100302749,JNE,17148,70881,0733272200567997,5,7
265,TRD2022100302763,JNE,17148,28556,0733272200569548,1,10
266,TRD2022100302769,JNE,17148,32362,0733272200568003,3,6
267,TRD2022100302790,JNE,17148,99351,0733272200570207,6,9
268,TRD2022100302794,JNE,17148,90983,0733272200570298,5,7
269,TRD2022100302800,JNE,17148,25222,0733272200568318,1,2
270,TRD2022100302810,JNE,17148,20984,0733272200569282,3,6
271,TRD2022100302812,JNE,17148,95371,0733272200569191,3,5
272,TRD2022100302817,JNE,17148,21451,0733272200568789,3,6
273,TRD2022100302818,JNE,17148,65174,0733272200568268,3,6
274,TRD2022100302820,JNE,17148,80515,0733272200571759,2,3
275,TRD2022100302842,JNE,17148,20361,0733272200568334,3,6
276,TRD2022100302848,JNE,17148,52463,0733272200568573,3,4
277,TRD2022100302861,JNE,17148,93354,0733272200572054,5,7
278,TRD2022100302868,JNE,17148,93115,0733272200570223,2,3
279,TRD2022100302878,JNE,17148,80113,0733272200568706,1,2
280,TRD2022100302879,JNE,17148,20853,0733272200568979,3,6
281,TRD2022100302891,JNE,17148,76136,0733272200570645,1,2
282,TRD2022100302895,JNE,17148,95996,0733272200569878,5,7
283,TRD2022100302919,JNE,17148,21264,0733272200568730,3,6
284,TRD2022100302957,JNE,17148,28554,0733272200571262,3,6
285,TRD2022100302971,JNE,17148,74363,0733272200571981,5,7
286,TRD2022100302973,JNE,17148,95958,0733272200570603,5,7
287,TRD2022100302979,JNE,17148,78774,0733272200570637,5,7
288,TRD2022100302995,,17148,98314,0733272200571460,,
289,TRD2022100303022,JNE,17148,99616,0733272200570884,6,9
290,TRD2022100303032,JNE,17148,73112,0733272200572278,1,2
291,TRD2022100303040,JNE,17148,80853,0733272200571130,3,6
292,TRD2022100303048,JNE,17148,80361,0733272200571783,1,2
293,TRD2022100303065,JNE,17148,36761,0733272200570868,3,6
294,TRD2022100303070,JNE,17148,72274,0733272200570181,5,7
295,TRD2022100303078,JNE,17148,99511,0733272200569951,6,9
296,TRD2022100303083,JNE,17148,36361,0733272200572096,3,6
297,TRD2022100303096,JNE,17148,23662,0733272200570512,3,6
298,TRD2022100303107,JNE,17148,34161,0733272200570231,2,3
299,TRD2022100303112,JNE,17148,20362,0733272200570777,2,3
300,TRD2022100303137,JNE,17148,90143,0733272200571304,2,3
301,TRD2022100303145,JNE,17148,86353,0733272200570785,1,10
302,TRD2022100303336,JNE,17148,95782,0733272200572427,5,7
303,TRD2022100303344,JNE,17148,94356,0733272200573995,5,7
304,TRD2022100303351,JNE,17148,78391,0733272200572575,1,2
305,TRD2022100303356,JNE,17148,77482,0733272200572633,5,7
306,TRD2022100303358,JNE,17148,30867,0733272200573342,3,6
307,TRD2022100303366,JNE,17148,99351,0733272200572989,6,9
308,TRD2022100303370,JNE,17148,80231,0733272200572880,1,2
309,TRD2022100303374,JNE,17148,78813,0733272200572682,3,5
310,TRD2022100303400,JNE,17148,77554,0733272200573102,3,5
311,TRD2022100303426,JNE,17148,60117,0733272200573086,1,2
312,TRD2022100303433,JNE,17148,85519,0733272200573409,3,5
313,TRD2022100303437,JNE,17148,28826,0733272200573813,3,6
314,TRD2022100303442,JNE,17148,95371,0733272200573193,3,5
315,TRD2022100303451,JNE,17148,75655,0733272200573037,5,7
316,TRD2022100303458,JNE,17148,75767,0733272200573540,1,10
317,TRD2022100303462,JNE,17148,22977,0733272200573375,3,6
318,TRD2022100303464,JNE,17148,28554,0733272200573391,3,6
319,TRD2022100303469,JNE,17148,20126,0733272200573474,1,2
320,TRD2022100303473,JNE,17148,91683,0733272200573938,5,7
321,TRD2022100303491,JNE,17148,23711,0733272200573961,2,3
322,TRD2022100303617,JNE,17148,92152,0733272200574183,5,7
323,TRD2022100303625,JNE,17148,80351,0733272200574233,2,3
324,TRD2022100303643,JNE,17148,95251,0733272200574449,2,3
325,TRD2022100303700,JNE,45556,53191,2534902200737151,3,6
326,TRD2022100303703,JNE,45556,78853,2534902200737235,5,7
327,TRD2022100303714,JNE,45556,94514,2534902200737292,5,7
328,TRD2022100303718,JNE,45556,75776,2534902200737326,5,7
329,TRD2022100303719,JNE,45556,22977,2534902200737367,5,7
330,TRD2022100303722,JNE,45556,35377,2534902200737375,3,5
331,TRD2022100303736,JNE,45556,99652,2534902200737508,6,9
332,TRD2022100303747,JNE,45556,84455,2534902200737615,3,6
333,TRD2022100303752,JNE,45556,21264,2534902200737664,5,7
334,TRD2022100303753,JNE,45556,75131,2534902200737649,2,3
335,TRD2022100303762,JNE,45556,77113,2534902200737748,2,3
336,TRD2022100303771,JNE,45556,80351,2534902200737821,2,3
337,TRD2022100303777,JNE,45556,28125,2534902200737870,2,3
338,TRD2022100303785,JNE,45556,77111,2534902200737938,2,3
339,TRD2022100303816,JNE,45556,96128,2534902200738241,2,3
340,TRD2022100303992,JNE,45556,98252,2534902200738415,6,9
341,TRD2022100304046,JNE,45556,91514,2534902200738548,3,5
342,TRD2022100304060,JNE,45556,28383,2534902200738688,5,7
343,TRD2022100304071,JNE,45556,79281,2534902200738795,5,7
344,TRD2022100304080,JNE,45556,90243,2534902200738878,1,2
345,TRD2022100304095,JNE,45556,40287,2534902200739041,1,2
346,TRD2022100304111,JNE,45556,95117,2534902200740197,2,3
347,TRD2022100304113,JNE,45556,20136,2534902200739975,2,3
348,TRD2022100304121,JNE,45556,26366,2534902200739215,5,7
349,TRD2022100304124,JNE,45556,93871,2534902200739249,3,5
350,TRD2022100304131,JNE,45556,76251,2534902200739454,3,5
351,TRD2022100304142,JNE,45556,29431,2534902200739421,2,3
352,TRD2022100304177,JNE,45556,53456,2534902200739728,3,6
353,TRD2022100304192,JNE,45556,78862,2534902200740122,5,7
354,TRD2022100304193,JNE,45556,91352,2534902200739892,5,7
355,TRD2022100304194,JNE,45556,38617,2534902200739967,3,5
356,TRD2022100304202,JNE,45556,20215,2534902200740114,2,3
357,TRD2022100304204,JNE,45556,75115,2534902200739934,2,3
358,TRD2022100304225,JNE,45556,17510,2534902200740387,1,2
359,TRD2022100304227,JNE,45556,75772,2534902200740312,1,10
360,TRD2022100304449,JNE,17148,92411,0733272200574662,3,5
361,TRD2022100304684,JNE,17148,11840,0733342200056497,1,2
362,TRD2022100400319,JNE,17148,36611,0733272200575230,2,3
363,TRD2022100400321,JNE,17148,23661,0733272200575255,3,6
364,TRD2022100400445,JNE,17148,86219,0733272200575420,3,5
365,TRD2022100400452,JNE,17148,85771,0733272200575453,1,10
366,TRD2022100400456,JNE,17148,84373,0733272200575479,3,6
367,TRD2022100400464,JNE,45556,20243,2534902200741872,2,3
368,TRD2022100400466,JNE,45556,72115,2534902200741906,5,7
369,TRD2022100400485,JNE,45556,78813,2534902200742086,5,7
370,TRD2022100400489,JNE,45556,85362,2534902200742698,3,5
371,TRD2022100400496,JNE,45556,21452,2534902200742755,5,7
372,TRD2022100400498,JNE,45556,34511,2534902200742722,5,7
373,TRD2022100400501,JNE,45556,23126,2534902200742169,2,3
374,TRD2022100400510,JNE,45556,96114,2534902200742250,2,3
375,TRD2022100400516,JNE,45556,86219,2534902200742326,3,5
376,TRD2022100400517,JNE,45556,77381,2534902200742383,5,7
377,TRD2022100400523,JNE,45556,77312,2534902200742342,3,5
378,TRD2022100400536,JNE,45556,26224,2534902200742474,3,5
379,TRD2022100400540,JNE,45556,24352,2534902200742532,3,5
380,TRD2022100400559,JNE,45556,40287,2534902200742797,1,2
381,TRD2022100400583,JNE,17148,46312,0733272200575560,3,6
382,TRD2022100400588,JNE,17148,95113,0733272200575602,2,3
383,TRD2022100400599,JNE,17148,93352,0733272200575685,5,7
384,TRD2022100400604,JNE,17148,73991,0733272200575818,5,7
385,TRD2022100400608,JNE,17148,91573,0733272200575800,5,7
386,TRD2022100400609,JNE,17148,77361,0733272200575826,5,7
387,TRD2022100400610,JNE,17148,12840,0733272200575842,1,2
388,TRD2022100400613,JNE,17148,36552,0733272200575867,3,6
389,TRD2022100400617,JNE,17148,94221,0733272200575925,2,3
390,TRD2022100400625,JNE,17148,78822,0733272200575974,5,7
391,TRD2022100400629,JNE,17148,92254,0733272200576022,5,7
392,TRD2022100400633,JNE,17148,94146,0733272200576055,2,3
393,TRD2022100400637,JNE,17148,91811,0733272200576113,3,5
394,TRD2022100400642,JNE,17148,38765,0733272200576154,3,6
395,TRD2022100400644,JNE,17148,96121,0733272200576436,2,3
396,TRD2022100400647,JNE,17148,91354,0733272200576212,5,7
397,TRD2022100400648,JNE,17148,75117,0733272200576196,2,3
398,TRD2022100400649,JNE,17148,74172,0733272200576188,3,5
399,TRD2022100400653,JNE,17148,22111,0733272200576477,2,3
400,TRD2022100400656,JNE,17148,95537,0733272200576295,5,7
401,TRD2022100400661,JNE,17148,94971,0733272200576550,5,7
402,TRD2022100400676,JNE,17148,96525,0733272200576493,5,7
403,TRD2022100400698,JNE,17148,95661,0733272200576667,5,7
404,TRD2022100400700,JNE,17148,86116,0733272200576857,5,9
405,TRD2022100400703,JNE,17148,84382,0733272200576782,3,6
406,TRD2022100400704,JNE,17148,70568,0733272200576832,5,7
407,TRD2022100400705,JNE,17148,28761,0733272200576865,3,6
408,TRD2022100400706,JNE,17148,13890,0733272200576824,1,2
409,TRD2022100400709,JNE,17148,21187,0733272200577418,3,6
410,TRD2022100400719,JNE,17148,17530,0733272200576931,1,2
411,TRD2022100400721,JNE,17148,92352,0733272200576972,5,7
412,TRD2022100400726,JNE,17148,78853,0733272200577160,5,7
413,TRD2022100400728,JNE,17148,94717,0733272200577129,3,5
414,TRD2022100400742,JNE,17148,28382,0733272200577095,3,6
415,TRD2022100400752,JNE,17148,28784,0733272200577335,3,6
416,TRD2022100400754,JNE,17148,40375,0733272200577350,1,2
417,TRD2022100400755,JNE,17148,33681,0733272200579067,2,3
418,TRD2022100400777,JNE,17148,91711,0733272200577517,3,5
419,TRD2022100400781,JNE,17148,91271,0733272200577269,5,7
420,TRD2022100400786,JNE,17148,29261,0733272200578036,3,6
421,TRD2022100400788,JNE,17148,85912,0733272200578119,3,5
422,TRD2022100400803,JNE,17148,28464,0733272200578333,2,3
423,TRD2022100400810,JNE,17148,20772,0733272200578549,3,6
424,TRD2022100400819,JNE,17148,28291,0733272200578382,1,2
425,TRD2022100400821,JNE,17148,16166,0733272200578713,1,2
426,TRD2022100400828,JNE,17148,93464,0733272200576774,5,7
427,TRD2022100400834,JNE,17148,95231,0733272200578184,2,3
428,TRD2022100400836,JNE,17148,94554,0733272200578978,5,7
429,TRD2022100400837,JNE,17148,96212,0733272200578952,3,5
430,TRD2022100400838,JNE,17148,92211,0733272200578077,5,7
431,TRD2022100400843,JNE,17148,28992,0733272200577293,3,6
432,TRD2022100400857,JNE,17148,72163,0733272200578499,5,7
433,TRD2022100400866,JNE,17148,94231,0733272200577715,2,3
434,TRD2022100400882,JNE,17148,92552,0733272200577947,3,5
