No,shipment_order_no,origin_subdistrict_name,origin_postal_code,destination_subdistrict_name,destination_postal_code,min_duration,max_duration,rate_code
34,TRD2022080803089,Bunderan,61153,Sidorukun,61124,3,4,CTC23
35,TRD2022080803126,Bunderan,61153,Sidorukun,61124,3,4,CTC23
36,TRD2022080803233,Bunderan,61153,Sidorukun,61124,3,4,CTC23
37,TRD2022080803410,Jelambar Baru,11460,Bendungan Hilir,10210,1,2,CTC23
38,TRD2022080803401,Jelambar Baru,11460,Bendungan Hilir,10210,1,2,CTC23
39,TRD2022080803412,Jelambar Baru,11460,Bendungan Hilir,10210,1,2,CTC23
40,TRD2022080803404,Jelambar Baru,11460,Bukit Duri,12840,1,2,CTC23
41,TRD2022080803416,Jelambar Baru,11460,Duren Sawit,13440,1,2,CTC23
42,TRD2022080803407,Jelambar Baru,11460,Grogol,11450,1,2,CTC23
43,TRD2022081001548,Kali Rungkut,60119,Embong Kaliasin,60271,2,3,CTC23
44,TRD2022081001582,Bunderan,61153,Driyorejo,61177,3,4,CTC23
45,TRD2022081001765,Bunderan,61153,Laban,61174,3,4,CTC23
46,TRD2022081100638,Kali Rungkut,60119,Asem Rowo,60182,2,3,CTC23
47,TRD2022081101417,Binong,15811,Rengas,15412,1,2,CTC23
48,TRD2022081101422,Jelambar Baru,11460,Kapuk,14470,1,2,CTC23
49,TRD2022081200628,Kali Rungkut,60119,Dukuh Kupang,60189,2,3,CTC23
50,TRD2022081500296,Bunderan,61153,Sidorukun,61124,3,4,CTC23
51,TRD2022081500345,Kali Rungkut,60119,Putat Jaya,60225,2,3,CTC23
52,TRD2022081500357,Kali Rungkut,60119,Rungkut Tengah,60239,2,3,CTC23
53,TRD2022081500341,Kali Rungkut,60119,Wedoro,61256,2,3,CTC23
54,TRD2022081502811,Jelambar Baru,11460,Cempaka Putih Barat,10520,1,2,CTC23
55,TRD2022081502810,Jelambar Baru,11460,Guntur,12980,1,2,CTC23
56,TRD2022081502883,Kali Rungkut,60119,Asem Rowo,60182,2,3,CTC23
57,TRD2022081502830,Kali Rungkut,60119,Benowo,60195,2,3,CTC23
58,TRD2022081502867,Kali Rungkut,60119,Dukuh Sutorejo,60113,2,3,CTC23
59,TRD2022081502845,Kali Rungkut,60119,Wedoro,61256,2,3,CTC23
60,TRD2022081600847,Bunderan,61153,Laban,61174,3,4,CTC23
61,TRD2022082604896,Jelambar Baru,11460,Bale Kambang,13530,1,2,CTC23
62,TRD2022082604953,Jelambar Baru,11460,Baru,13780,1,2,CTC23
63,TRD2022082605047,Jelambar Baru,11460,Bintaro,12330,1,2,CTC23
64,TRD2022082604751,Jelambar Baru,11460,Bintaro,12330,1,2,CTC23
65,TRD2022082604740,Jelambar Baru,11460,Cakung Barat,13910,1,2,CTC23
66,TRD2022082604870,Jelambar Baru,11460,Cakung Barat,13910,1,2,CTC23
67,TRD2022082604696,Jelambar Baru,11460,Duren Sawit,13440,1,2,CTC23
68,TRD2022082604785,Jelambar Baru,11460,Duri Kepa,11510,1,2,CTC23
69,TRD2022082604952,Jelambar Baru,11460,Grogol,11450,1,2,CTC23
70,TRD2022082604943,Jelambar Baru,11460,Gunung Sahari Utara,10720,1,2,CTC23
71,TRD2022082604784,Jelambar Baru,11460,Pengadegan,12770,1,2,CTC23
72,TRD2022082604843,Jelambar Baru,11460,Ulujami,12230,1,2,CTC23
73,TRD2022082604981,Jelambar Baru,11460,West Cengkareng,11730,1,2,CTC23
74,TRD2022082702849,Jelambar Baru,11460,Bangka,12730,1,2,CTC23
75,TRD2022082702779,Jelambar Baru,11460,Cakung Barat,13910,1,2,CTC23
76,TRD2022082702914,Jelambar Baru,11460,Cakung Barat,13910,1,2,CTC23
77,TRD2022082702899,Jelambar Baru,11460,Cempaka Putih Barat,10520,1,2,CTC23
78,TRD2022082702917,Jelambar Baru,11460,Cilandak Barat,12430,1,2,CTC23
79,TRD2022082702848,Jelambar Baru,11460,Cipete Utara,12150,1,2,CTC23
80,TRD2022082702889,Jelambar Baru,11460,Duri Kepa,11510,1,2,CTC23
81,TRD2022082702837,Jelambar Baru,11460,Pengadegan,12770,1,2,CTC23
82,TRD2022082702790,Jelambar Baru,11460,Sumur Batu,10640,1,2,CTC23
83,TRD2022082703851,Kali Rungkut,60119,Benowo,60195,2,3,CTC23
84,TRD2022082703918,Kali Rungkut,60119,Dukuh Kupang,60189,2,3,CTC23
85,TRD2022082703888,Kali Rungkut,60119,Gebang Putih,60117,2,3,CTC23
86,TRD2022082703741,Kali Rungkut,60119,Gunung Anyar,60294,2,3,CTC23
87,TRD2022082703765,Kali Rungkut,60119,Karangbong,61254,2,3,CTC23
88,TRD2022082704516,Bunderan,61153,Betoyokauman,61151,3,4,CTC23
89,TRD2022082704431,Bunderan,61153,Dampaan,61171,3,4,CTC23
90,TRD2022082907471,Jelambar Baru,11460,Bali Mester,13310,1,2,CTC23
91,TRD2022082907475,Jelambar Baru,11460,Duren Sawit,13440,1,2,CTC23
92,TRD2022082907495,Jelambar Baru,11460,West Cengkareng,11730,1,2,CTC23
93,TRD2022082907770,Kali Rungkut,60119,Dukuh Menanggal,60234,2,3,CTC23
94,TRD2022082907756,Kali Rungkut,60119,Dukuh Sutorejo,60113,2,3,CTC23
95,TRD2022082907757,Kali Rungkut,60119,Rungkut Tengah,60293,2,3,CTC23
96,TRD2022082908124,Kali Rungkut,60119,Ampel,60151,2,3,CTC23
97,TRD2022082907999,Kali Rungkut,60119,Babatan,60227,2,3,CTC23
98,TRD2022082908131,Kali Rungkut,60119,Balongsari,60186,2,3,CTC23
99,TRD2022082907886,Kali Rungkut,60119,Bulak,60124,2,3,CTC23
100,TRD2022082907933,Kali Rungkut,60119,Darmo,60241,2,3,CTC23
101,TRD2022082908155,Kali Rungkut,60119,Dukuh Menanggal,60234,2,3,CTC23
102,TRD2022082907868,Kali Rungkut,60119,Dukuh Setro,60138,2,3,CTC23
103,TRD2022082907922,Kali Rungkut,60119,Dukuh Sutorejo,60113,2,3,CTC23
104,TRD2022082907828,Kali Rungkut,60119,Embong Kaliasin,60271,2,3,CTC23
105,TRD2022082908127,Kali Rungkut,60119,Gebang Putih,60117,2,3,CTC23
106,TRD2022083000304,Bunderan,61153,Betoyokauman,61151,3,4,CTC23
107,TRD2022083000348,Bunderan,61153,Sidorukun,61124,3,4,CTC23
108,TRD2022083006326,Kali Rungkut,60119,Darmo,60241,2,3,CTC23
109,TRD2022083006295,Kali Rungkut,60119,Gebang Putih,60117,2,3,CTC23
110,TRD2022083006200,Kali Rungkut,60119,Gebang Putih,60117,2,3,CTC23
111,TRD2022083006235,Kali Rungkut,60119,Kapasan,60141,2,3,CTC23
112,TRD2022083006259,Kali Rungkut,60119,Rungkut Tengah,60239,2,3,CTC23
113,TRD2022083100073,Bunderan,61153,Sidorukun,61124,3,4,CTC23
114,TRD2022083102756,Jelambar Baru,11460,Cipete Utara,12150,1,2,CTC23
115,TRD2022083103692,Kali Rungkut,60119,Darmo,60241,2,3,CTC23
116,TRD2022083103659,Kali Rungkut,60119,Dukuh Menanggal,60234,2,3,CTC23
117,TRD2022083103676,Kali Rungkut,60119,Kandangan,60199,2,3,CTC23
118,TRD2022083103674,Kali Rungkut,60119,Kapasan,60141,2,3,CTC23
119,TRD2022083103661,Kali Rungkut,60119,Karang Pilang,60221,2,3,CTC23
120,TRD2022083103623,Kali Rungkut,60119,Wedoro,61256,2,3,CTC23
121,TRD2022090100139,Bunderan,61153,Driyorejo,61177,3,4,CTC23
122,TRD2022090100092,Bunderan,61153,Sidorukun,61124,3,4,CTC23
123,TRD2022090103911,Kali Rungkut,60119,Gebang Putih,60117,2,3,CTC23
124,TRD2022090104005,Kali Rungkut,60119,Karangbong,61254,2,3,CTC23
125,TRD2022090104264,Jelambar Baru,11460,Baru,13780,1,2,CTC23
126,TRD2022090104266,Jelambar Baru,11460,Cempaka Putih Barat,10520,1,2,CTC23
127,TRD2022090104278,Jelambar Baru,11460,Bale Kambang,13530,1,2,CTC23
128,TRD2022090205882,Kali Rungkut,60119,Ampel,60151,2,3,CTC23
129,TRD2022090205960,Kali Rungkut,60119,Balongsari,60186,2,3,CTC23
130,TRD2022090205876,Kali Rungkut,60119,Bulak,60124,2,3,CTC23
131,TRD2022090205886,Kali Rungkut,60119,Darmo,60241,2,3,CTC23
132,TRD2022090205862,Kali Rungkut,60119,Rungkut Tengah,60239,2,3,CTC23
133,TRD2022090205920,Kali Rungkut,60119,Tenggilis Mejoyo,60292,2,3,CTC23
134,TRD2022090206048,Jelambar Baru,11460,Kalideres,11840,1,2,CTC23
135,TRD2022090302793,Kali Rungkut,60119,Gebang Putih,60117,2,3,CTC23
136,TRD2022090302865,Kali Rungkut,60119,Karangbong,61254,2,3,CTC23
137,TRD2022090302849,Kali Rungkut,60119,Rungkut Tengah,60239,2,3,CTC23
138,TRD2022090302768,Kali Rungkut,60119,Wedoro,61256,2,3,CTC23
139,TRD2022090303386,Tenggilis Mejoyo,60292,Babatan,60227,2,3,CTC23
140,TRD2022090506040,Cangkringsari,61258,Karangbong,61254,2,3,CTC23
141,TRD2022090703011,Kali Rungkut,60119,Babatan,60227,2,3,CTC23
142,TRD2022090803725,Jelambar Baru,11460,Bangka,12730,1,2,CTC23
143,TRD2022090803724,Jelambar Baru,11460,Cilandak Barat,12430,1,2,CTC23
144,TRD2022090904132,Jelambar Baru,11460,Cilandak Barat,12430,1,2,CTC23
145,TRD2022090904147,Kali Rungkut,60119,Lakarsantri,60211,2,3,CTC23
146,TRD2022090904160,Tenggilis Mejoyo,60292,Gunung Anyar,60294,2,3,CTC23
147,TRD2022091004257,Kali Rungkut,60119,Airlangga,60286,2,3,CTC23
148,TRD2022091004268,Kali Rungkut,60119,Babatan,60227,2,3,CTC23
149,TRD2022091004263,Kali Rungkut,60119,Rungkut Tengah,60239,2,3,CTC23
