No,shipment_order_no,awb_number,weight,origin_subdistrict,origin_postal_code,destination_subdistrict,destination_postal_code,rate_code,min_sla,max_sla,min_sla_api,max_sla_api
60028,TRD2022092702850,0733272200479664,1,Pekayon Jaya,17148,Brang Bara,84314,REG23,2,,,
60029,TRD2022092702885,0733272200479144,1,Pekayon Jaya,17148,Entipan,78768,REG23,5,,,
60030,TRD2022092702889,0733272200480480,1,Pekayon Jaya,17148,Cengkong,41373,REG23,1,,,
60031,TRD2022092702898,0733272200481363,1,Pekayon Jaya,17148,Mattoangin,90224,REG23,2,,,
60032,TRD2022092702910,0733272200479805,1,Pekayon Jaya,17148,Amassangan,91922,REG23,3,,,
60033,TRD2022092702935,0733272200481611,1,Pekayon Jaya,17148,Pengasih,55651,REG23,2,,,
60034,TRD2022092703066,0733272200482700,1,Pekayon Jaya,17148,Nusaniwe I,97117,REG23,2,,,
60035,TRD2022092703435,2534902200699575,1,Bunigeulis,45556,Tanah Merah,85361,REG23,3,,,
60036,TRD2022092703444,2534902200699641,1,Bunigeulis,45556,Lubuk Resam,37382,REG23,5,,,
60037,TRD2022092703445,2534902200699658,1,Bunigeulis,45556,Ampui,33113,REG23,2,,,
60038,TRD2022092703447,2534902200699666,1,Bunigeulis,45556,Tanamodindi,94111,REG23,2,,,
60039,TRD2022092703455,2534902200699690,1,Bunigeulis,45556,Cipaisan,41113,REG23,2,,,
60040,TRD2022092703468,2534902200699799,1,Bunigeulis,45556,Putukrejo,65166,REG23,3,,,
60041,TRD2022092703514,2534902200700373,1,Bunigeulis,45556,Mekar Jaya,28381,REG23,3,,,
60042,TRD2022092703526,2534902200700464,1,Bunigeulis,45556,Mekar Jaya,28381,REG23,3,,,
60043,TRD2022092703536,2534902200700688,1,Bunigeulis,45556,Suka Bhakti,34596,REG23,5,,,
60044,TRD2022092703537,2534902200700712,1,Bunigeulis,45556,Teluk Lingga,75683,REG23,3,,,
60045,TRD2022092703542,2534902200700597,1,Bunigeulis,45556,Antasan Besar,70114,REG23,2,,,
60046,TRD2022092703546,2534902200700449,1,Bunigeulis,45556,Abadijaya,16417,REG23,1,,,
60047,TRD2022092703555,2534902200700829,1,Bunigeulis,45556,Amola,91312,REG23,5,,,
60048,TRD2022092703575,2534902200701033,1,Bunigeulis,45556,Kota Baru,28114,REG23,2,,,
60049,TRD2022092703588,2534902200700845,1,Bunigeulis,45556,Sario Kotabaru,95115,REG23,2,,,
60050,TRD2022092703819,0733272200483492,1,Pekayon Jaya,17148,Bagan Hulu,28912,REG23,3,,,
60051,TRD2022092703953,2534902200701207,1,Bunigeulis,45556,Anjir Pulang Pisau,74813,REG23,5,,,
60052,TRD2022092703965,2534902200701322,1,Bunigeulis,45556,Koto Tangah,26128,REG23,3,,,
60053,TRD2022092703969,2534902200701371,1,Bunigeulis,45556,Sario Kotabaru,95115,REG23,2,,,
60054,TRD2022092703970,2534902200701363,1,Bunigeulis,45556,Lubuk Pandan,25584,REG23,5,,,
60055,TRD2022092704014,2534902200702056,1,Bunigeulis,45556,Batangkaluku,92117,REG23,5,,,
60056,TRD2022092704076,2534902200702189,1,Bunigeulis,45556,Ulujami,12230,REG23,1,,,
60057,TRD2022092704092,2534902200702064,1,Bunigeulis,45556,Brang Bara,84314,REG23,2,,,
60058,TRD2022092704099,2534902200702940,1,Bunigeulis,45556,Bintaro,12330,REG23,1,,,
60059,TRD2022092704142,2534902200702668,1,Bunigeulis,45556,Antasan Besar,70114,REG23,2,,,
60060,TRD2022092704150,2534902200702916,1,Bunigeulis,45556,Harapanmulya,17143,REG23,1,,,
60061,TRD2022092704166,2534902200703476,1,Bunigeulis,45556,Batangkaluku,92117,REG23,5,,,
60062,TRD2022092800129,0733272200483997,1,Pekayon Jaya,17148,Toapaya Selatan,29151,REG23,3,,,
60063,TRD2022092800132,0733272200484029,1,Pekayon Jaya,17148,Jelapat,73713,REG23,5,,,
60064,TRD2022092800141,0733272200484110,1,Pekayon Jaya,17148,Cempaka Putih Barat,10520,REG23,1,,,
60065,TRD2022092800279,0733272200484698,1,Pekayon Jaya,17148,Pasir Putih,74322,REG23,5,,,
60066,TRD2022092800284,0733272200484763,1,Pekayon Jaya,17148,Amassangan,91922,REG23,3,,,
60067,TRD2022092800576,0733272200485034,1,Pekayon Jaya,17148,Cengkong,41373,REG23,1,,,
60068,TRD2022092801006,2534902200704870,1,Bunigeulis,45556,Sondi Raya,21162,REG23,5,,,
60069,TRD2022092801034,2534902200705133,1,Bunigeulis,45556,Belendung,15123,REG23,1,,,
60070,TRD2022092801052,2534902200705166,1,Bunigeulis,45556,Cikondang,43142,REG23,1,,,
60071,TRD2022092801061,2534902200705471,1,Bunigeulis,45556,Labuan Panimba,94353,REG23,5,,,
60072,TRD2022092801086,2534902200705190,1,Bunigeulis,45556,Darma,91314,REG23,3,,,
60073,TRD2022092801131,2534902200705760,1,Bunigeulis,45556,Panularan,57149,REG23,1,,,
60074,TRD2022092801132,2534902200705737,1,Bunigeulis,45556,Bentiring,38126,REG23,2,,,
60075,TRD2022092801150,2534902200706271,1,Bunigeulis,45556,Karuni,87254,REG23,1,10,,
60076,TRD2022092801169,2534902200706362,1,Bunigeulis,45556,Selat Panjang Timur,28753,REG23,5,,,
60077,TRD2022092801185,2534902200706784,1,Bunigeulis,45556,Jelayan,78874,REG23,5,,,
60078,TRD2022092801203,0733272200485224,1,Pekayon Jaya,17148,Sungai Siring,75119,REG23,2,,,
60079,TRD2022092801207,0733272200485174,1,Pekayon Jaya,17148,Bonesompe,94616,REG23,5,,,
60080,TRD2022092801256,0733272200485703,1,Pekayon Jaya,17148,Nomaha,97454,REG23,1,10,,
60081,TRD2022092801292,0733272200486016,1,Pekayon Jaya,17148,Tanjung Baru,32121,REG23,2,,,
60082,TRD2022092801302,0733272200486107,1,Pekayon Jaya,17148,Cipang Kiri Hulu,28555,REG23,3,,,
60083,TRD2022092801373,0733272200487139,1,Pekayon Jaya,17148,Mattoangin,90224,REG23,2,,,
60084,TRD2022092801381,0733272200487501,1,Pekayon Jaya,17148,Besar,20251,REG23,1,,,
60085,TRD2022092801382,0733272200487436,1,Pekayon Jaya,17148,Kenangan,91572,REG23,5,,,
60086,TRD2022092801388,0733272200490240,1,Pekayon Jaya,17148,Nusaniwe I,97117,REG23,2,,,
60087,TRD2022092801395,0733272200487485,1,Pekayon Jaya,17148,Mekar Jaya,28381,REG23,2,,,
60088,TRD2022092801407,0733272200487709,1,Pekayon Jaya,17148,Labone,93654,REG23,5,,,
60089,TRD2022092801409,0733272200487717,1,Pekayon Jaya,17148,Sario Kotabaru,95115,REG23,2,,,
60090,TRD2022092801415,0733272200487691,1,Pekayon Jaya,17148,Sario Kotabaru,95115,REG23,2,,,
60091,TRD2022092801451,0733272200488335,1,Pekayon Jaya,17148,Cisarua,43351,REG23,1,,,
60092,TRD2022092801476,0733272200489382,1,Pekayon Jaya,17148,Tode Kisar,85229,REG23,2,,,
60093,TRD2022092801492,0733272200488723,1,Pekayon Jaya,17148,Bedahan,16519,REG23,1,,,
60094,TRD2022092801495,0733272200489838,1,Pekayon Jaya,17148,Teluk Batang Selatan,78856,REG23,5,,,
60095,TRD2022092801497,0733272200489218,1,Pekayon Jaya,17148,Tanjung Enim,31711,REG23,2,,,
60096,TRD2022092801553,0733272200487147,1,Pekayon Jaya,17148,Labuhan Sangoro,84383,REG23,3,,,
60097,TRD2022092801584,0733272200487907,1,Pekayon Jaya,17148,Baraya,90153,REG23,2,,,
60098,TRD2022092801598,0733272200487956,1,Pekayon Jaya,17148,Andabia,93419,REG23,5,,,
60099,TRD2022092801601,0733272200488004,1,Pekayon Jaya,17148,Garuda,40184,REG23,1,,,
60100,TRD2022092801610,0733272200488228,1,Pekayon Jaya,17148,Kedung Ringin,34387,REG23,3,,,
60101,TRD2022092801633,0733272200488699,1,Pekayon Jaya,17148,Lele,94973,REG23,5,,,
60102,TRD2022092801651,0733272200489192,1,Pekayon Jaya,17148,Tode Kisar,85229,REG23,2,,,
60103,TRD2022092801654,0733272200489135,1,Pekayon Jaya,17148,Tumbang Liting,74413,REG23,3,,,
60104,TRD2022092801662,0733272200489309,1,Pekayon Jaya,17148,Nenang,76141,REG23,3,,,
60105,TRD2022092801685,0733272200489606,1,Pekayon Jaya,17148,Sabungan,21465,REG23,3,,,
60106,TRD2022092801697,0733272200490042,1,Pekayon Jaya,17148,Langge,96582,REG23,5,,,
60107,TRD2022092801703,0733272200494226,1,Pekayon Jaya,17148,Katobengke,93724,REG23,5,,,
60108,TRD2022092801742,0733272200493988,1,Pekayon Jaya,17148,Hutatoruan V,22413,REG23,2,,,
60109,TRD2022092801745,0733272200490760,1,Pekayon Jaya,17148,Ujong Baroh,23615,REG23,3,,,
60110,TRD2022092801750,0733272200491073,1,Pekayon Jaya,17148,Binuang Kampung Dalam,25161,REG23,1,,,
60111,TRD2022092801760,0733272200490810,1,Pekayon Jaya,17148,Gunung Anyar,60294,REG23,1,,,
60112,TRD2022092801782,0733272200491172,1,Pekayon Jaya,17148,Balandete,93517,REG23,3,,,
60113,TRD2022092801790,0733272200491628,1,Pekayon Jaya,17148,Belendung,15123,REG23,1,,,
60114,TRD2022092801795,0733272200491560,1,Pekayon Jaya,17148,Kampung Baru,23116,REG23,1,,,
60115,TRD2022092801830,0733272200493210,1,Pekayon Jaya,17148,Karang Maritim,35245,REG23,1,,,
60116,TRD2022092801850,0733272200492147,1,Pekayon Jaya,17148,Teluk Lingga,75683,REG23,3,,,
60117,TRD2022092801854,0733272200492618,1,Pekayon Jaya,17148,Kurnia Jaya,33512,REG23,2,,,
60118,TRD2022092801873,0733272200493756,1,Pekayon Jaya,17148,Bungo Barat,37211,REG23,3,,,
60119,TRD2022092801874,0733272200492915,1,Pekayon Jaya,17148,Satui Barat,72275,REG23,5,,,
60120,TRD2022092801877,0733272200493780,1,Pekayon Jaya,17148,Beo Sepang,86754,REG23,5,,,
60121,TRD2022092801880,0733272200492972,1,Pekayon Jaya,17148,Bagan Hulu,28912,REG23,3,,,
60122,TRD2022092801897,0733272200493491,1,Pekayon Jaya,17148,Satui Barat,72275,REG23,5,,,
60123,TRD2022092801900,0733272200493889,1,Pekayon Jaya,17148,Indra Sakti,21315,REG23,3,,,
60124,TRD2022092801973,0733272200491610,1,Pekayon Jaya,17148,Manggala,79672,REG23,3,,,
60125,TRD2022092801978,0733272200493087,1,Pekayon Jaya,17148,Krukut,16514,REG23,1,,,
60126,TRD2022092802097,0733272200494382,1,Pekayon Jaya,17148,Kenangan,91572,REG23,5,,,
60127,TRD2022092802131,0733272200494390,1,Pekayon Jaya,17148,Belendung,15123,REG23,1,,,
60128,TRD2022092802139,0733272200494432,1,Pekayon Jaya,17148,Katobengke,93724,REG23,5,,,
60129,TRD2022092802152,0733272200494937,1,Pekayon Jaya,17148,Kedewatan,80571,REG23,3,,,
60130,TRD2022092802624,0733272200496130,1,Pekayon Jaya,17148,Kisaran Naga,21219,REG23,2,,,
60131,TRD2022092802644,0733272200495793,1,Pekayon Jaya,17148,Sario Kotabaru,95115,REG23,2,,,
60132,TRD2022092802649,0733272200496296,1,Pekayon Jaya,17148,Lempongsari,50614,REG23,3,,,
60133,TRD2022092802695,0733272200496312,1,Pekayon Jaya,17148,Prai Karoku Jangga,87283,REG23,1,10,,
60134,TRD2022092802740,0733272200496866,1,Pekayon Jaya,17148,Gunung Sahari Utara,10720,REG23,1,,,
60135,TRD2022092802774,0733272200497237,1,Pekayon Jaya,17148,Cot Teungoh,24112,REG23,2,,,
60136,TRD2022092802775,0733272200497211,1,Pekayon Jaya,17148,Amahai (Amaiiai),97516,REG23,1,10,,
60137,TRD2022092802877,0733272200498359,1,Pekayon Jaya,17148,Pasir Putih,36139,REG23,1,,,
60138,TRD2022092802896,0733272200498540,1,Pekayon Jaya,17148,Balandete,93517,REG23,3,,,
60139,TRD2022092802921,0733272200498839,1,Pekayon Jaya,17148,Rasau Jaya Umum,78382,REG23,5,,,
60140,TRD2022092802986,0733272200499506,1,Pekayon Jaya,17148,Hambala,87112,REG23,3,,,
60141,TRD2022092802997,0733272200499563,1,Pekayon Jaya,17148,Teluk Lingga,75683,REG23,3,,,
60142,TRD2022092802999,0733272200499571,1,Pekayon Jaya,17148,Ngapawali,93395,REG23,5,,,
60143,TRD2022092803013,0733272200499746,1,Pekayon Jaya,17148,Beraban,94473,REG23,5,,,
60144,TRD2022092803073,0733272200500451,1,Pekayon Jaya,17148,Lestari,21211,REG23,2,,,
60145,TRD2022092803102,0733272200500600,1,Pekayon Jaya,17148,Ogomuli (Ogomoli),94561,REG23,5,,,
60146,TRD2022092803116,0733272200502515,1,Pekayon Jaya,17148,Bulogading,90111,REG23,2,,,
60147,TRD2022092803168,0733272200500733,1,Pekayon Jaya,17148,Langge,96582,REG23,5,,,
60148,TRD2022092803205,0733272200501400,1,Pekayon Jaya,17148,Jelayan,78874,REG23,5,,,
60149,TRD2022092803222,0733272200502614,1,Pekayon Jaya,17148,Gunung Sari Ilir,76121,REG23,1,,,
60150,TRD2022092803237,0733272200502861,1,Pekayon Jaya,17148,Bentiring,38126,REG23,1,,,
60151,TRD2022092803270,0733272200501970,1,Pekayon Jaya,17148,Dukuh Sutorejo,60113,REG23,1,,,
60152,TRD2022092803335,0733272200500436,1,Pekayon Jaya,17148,Bungadidi,91966,REG23,5,,,
60153,TRD2022092803358,0733272200503513,1,Pekayon Jaya,17148,Tounkuramber,95616,REG23,5,,,
60154,TRD2022092803397,0733272200502770,1,Pekayon Jaya,17148,Amassangan,91922,REG23,3,,,
60155,TRD2022092803424,0733272200503133,1,Pekayon Jaya,17148,Curug Kulon,15810,REG23,1,,,
60156,TRD2022092803428,0733272200503786,1,Pekayon Jaya,17148,Wairbleler,86183,REG23,1,10,,
60157,TRD2022092803451,0733272200503919,1,Pekayon Jaya,17148,Bandarjo,50517,REG23,1,,,
60158,TRD2022092803513,0733272200504511,1,Pekayon Jaya,17148,Debong Lor,52115,REG23,2,,,
60159,TRD2022092803517,0733272200498615,1,Pekayon Jaya,17148,Nusaniwe I,97117,REG23,2,,,
60160,TRD2022092803554,0733272200504388,1,Pekayon Jaya,17148,Luaan,95614,REG23,5,,,
60161,TRD2022092804013,2534902200708277,1,Bunigeulis,45556,Keritang,29274,REG23,1,10,,
60162,TRD2022092804089,2534902200709069,1,Bunigeulis,45556,Kapias Pulau Buaya,21352,REG23,3,,,
60163,TRD2022092804099,2534902200709515,1,Bunigeulis,45556,Bukit Datuk,28825,REG23,3,,,
60164,TRD2022092804110,2534902200709259,1,Bunigeulis,45556,Ampel,60151,REG23,1,,,
60165,TRD2022092804140,2534902200709192,1,Bunigeulis,45556,Belimbing,75313,REG23,2,,,
60166,TRD2022092804146,2534902200709648,1,Bunigeulis,45556,Barrang Caddi,90167,REG23,1,,,
60167,TRD2022092804208,2534902200709754,1,Bunigeulis,45556,Cipang Kiri Hulu,28555,REG23,5,,,
60168,TRD2022092804213,2534902200709838,1,Bunigeulis,45556,Pangkalan Petal,29432,REG23,2,,,
60169,TRD2022092804241,2534902200710125,1,Bunigeulis,45556,Tebangan Lebak/Lembak,75618,REG23,5,,,
60170,TRD2022092804248,2534902200710174,1,Bunigeulis,45556,Karuni,87254,REG23,1,10,,
60171,TRD2022092804299,2534902200710661,1,Bunigeulis,45556,Bungo Barat,37211,REG23,5,,,
60172,TRD2022092804340,2534902200711024,1,Bunigeulis,45556,Putussibau Kota,78716,REG23,5,,,
60173,TRD2022092804375,2534902200711644,1,Bunigeulis,45556,Kamoro Jaya,99963,REG23,4,,,
60174,TRD2022092804391,2534902200711511,1,Bunigeulis,45556,Hambala,87112,REG23,3,,,
60175,TRD2022092804423,2534902200711800,1,Bunigeulis,45556,Seberang Tembilahan Barat,29212,REG23,3,,,
60176,TRD2022092804460,2534902200712014,1,Bunigeulis,45556,Lembangsari,15540,REG23,1,,,
60177,TRD2022092804462,2534902200712006,1,Bunigeulis,45556,Peunyeurat,23117,REG23,2,,,
60178,TRD2022092900863,2534902200713582,1,Bunigeulis,45556,Pelaju Baru,72161,REG23,5,,,
60179,TRD2022092900898,2534902200713889,1,Bunigeulis,45556,Tallulolo,91835,REG23,3,,,
60180,TRD2022092900948,2534902200714168,1,Bunigeulis,45556,Kebun Teluk Panji,21464,REG23,5,,,
60181,TRD2022092900979,2534902200714614,1,Bunigeulis,45556,Asam,33135,REG23,2,,,
60182,TRD2022092901007,2534902200715108,1,Bunigeulis,45556,Negara Batin II,34555,REG23,5,,,
60183,TRD2022092901028,2534902200714945,1,Bunigeulis,45556,Kayu Kapur (Bukit Kayu Kapur),28882,REG23,3,,,
60184,TRD2022092901031,0733272200506961,1,Pekayon Jaya,17148,Ranotana,95116,REG23,2,,,
60185,TRD2022092901059,0733272200507225,1,Pekayon Jaya,17148,19 Ilir,30132,REG23,1,,,
60186,TRD2022092901076,0733272200507407,1,Pekayon Jaya,17148,Kiri Tana (Kiritana),87114,REG23,1,10,,
60187,TRD2022092901112,0733272200507845,1,Pekayon Jaya,17148,Hambala,87112,REG23,3,,,
60188,TRD2022092901122,0733272200509916,1,Pekayon Jaya,17148,Oluhuta,96583,REG23,3,,,
60189,TRD2022092901123,0733272200509809,1,Pekayon Jaya,17148,Aertembaga Dua (II),95526,REG23,5,,,
60190,TRD2022092901133,0733272200507936,1,Pekayon Jaya,17148,Aua Kuniang,26566,REG23,3,,,
60191,TRD2022092901141,0733272200509866,1,Pekayon Jaya,17148,Batangkaluku,92117,REG23,2,,,
60192,TRD2022092901148,0733272200509841,1,Pekayon Jaya,17148,Hambala,87112,REG23,3,,,
60193,TRD2022092901150,0733272200507902,1,Pekayon Jaya,17148,Netenaen,85981,REG23,1,10,,
60194,TRD2022092901155,0733272200508306,1,Pekayon Jaya,17148,Mattoangin,90224,REG23,2,,,
60195,TRD2022092901162,0733272200508082,1,Pekayon Jaya,17148,Bula,97555,REG23,1,10,,
60196,TRD2022092901173,0733272200508330,1,Pekayon Jaya,17148,Hewokloang,86181,REG23,5,,,
60197,TRD2022092901181,0733272200508132,1,Pekayon Jaya,17148,Mekar Jaya,28381,REG23,2,,,
60198,TRD2022092901216,0733272200508249,1,Pekayon Jaya,17148,Pasir Putih,74322,REG23,5,,,
60199,TRD2022092901222,0733272200509486,1,Pekayon Jaya,17148,Mekar Jaya,28381,REG23,2,,,
60200,TRD2022092901232,0733272200508678,1,Pekayon Jaya,17148,Sungai Beliung,74113,REG23,3,,,
60201,TRD2022092901237,0733272200509064,1,Pekayon Jaya,17148,Dumai Kota,28811,REG23,3,,,
60202,TRD2022092901276,0733272200509684,1,Pekayon Jaya,17148,Amassangan,91922,REG23,3,,,
60203,TRD2022092901288,0733272200509429,1,Pekayon Jaya,17148,Padesa,84372,REG23,3,,,
60204,TRD2022092901327,0733272200509031,1,Pekayon Jaya,17148,Kayu Merah,98611,REG23,6,,,
60205,TRD2022092901720,0733272200509957,1,Pekayon Jaya,17148,Sario Kotabaru,95115,REG23,2,,,
60206,TRD2022092901732,0733272200510013,1,Pekayon Jaya,17148,Berlian Makmur,30756,REG23,3,,,
60207,TRD2022092901739,0733272200510096,1,Pekayon Jaya,17148,Lele,94973,REG23,5,,,
60208,TRD2022092901932,0733272200510336,1,Pekayon Jaya,17148,Bandar Agung,34167,REG23,3,,,
60209,TRD2022092901956,0733272200510542,1,Pekayon Jaya,17148,Keramat,96265,REG23,5,,,
60210,TRD2022092901964,0733272200510666,1,Pekayon Jaya,17148,Amassangan,91922,REG23,3,,,
60211,TRD2022092901979,0733272200510807,1,Pekayon Jaya,17148,Pulo Blang,24454,REG23,2,,,
60212,TRD2022092901993,0733272200510906,1,Pekayon Jaya,17148,Mekar Jaya,28381,REG23,2,,,
60213,TRD2022092902091,0733272200511920,1,Pekayon Jaya,17148,Rapak Lambur,75511,REG23,3,,,
60214,TRD2022092902142,0733272200515186,1,Pekayon Jaya,17148,Bugis,75121,REG23,2,,,
60215,TRD2022092902210,0733272200513033,1,Pekayon Jaya,17148,Sambongjaya,46181,REG23,2,,,
60216,TRD2022092902229,0733272200513173,1,Pekayon Jaya,17148,Lempongsari,50614,REG23,3,,,
60217,TRD2022092902323,0733272200514148,1,Pekayon Jaya,17148,Sabungan,21465,REG23,3,,,
60218,TRD2022092902338,0733272200514296,1,Pekayon Jaya,17148,Tallulolo,91835,REG23,3,,,
60219,TRD2022092902348,0733272200514338,1,Pekayon Jaya,17148,Kota Baru Selatan,32315,REG23,2,,,
60220,TRD2022092902416,0733272200514882,1,Pekayon Jaya,17148,Bulustalan,50246,REG23,1,,,
60221,TRD2022092902439,0733272200515715,1,Pekayon Jaya,17148,Gunung Sahari Utara,10720,REG23,1,,,
60222,TRD2022092902451,0733272200515202,1,Pekayon Jaya,17148,Sungai Beliung,74113,REG23,3,,,
60223,TRD2022092902532,0733272200515947,1,Pekayon Jaya,17148,Asam Kumbang,20133,REG23,1,,,
60224,TRD2022092902667,0733272200517109,1,Pekayon Jaya,17148,Abeli,93234,REG23,2,,,
60225,TRD2022092902670,0733272200517364,1,Pekayon Jaya,17148,Rasau Jaya Umum,78382,REG23,5,,,
60226,TRD2022092902697,0733272200517620,1,Pekayon Jaya,17148,Barusari,50245,REG23,1,,,
60227,TRD2022092902716,0733272200517737,1,Pekayon Jaya,17148,Nagasari,41314,REG23,1,,,
60228,TRD2022092902769,0733272200519444,1,Pekayon Jaya,17148,Bintaro,12330,REG23,1,,,
60229,TRD2022092902848,0733272200519147,1,Pekayon Jaya,17148,Kaposang/Keposang,33783,REG23,2,,,
60230,TRD2022092902852,0733272200518750,1,Pekayon Jaya,17148,Aur Tajungkang Tengah Sawah,26111,REG23,2,,,
60231,TRD2022092902858,0733272200518859,1,Pekayon Jaya,17148,Tanah Merah,85361,REG23,5,,,
60232,TRD2022092902876,0733272200519360,1,Pekayon Jaya,17148,Barejulat,83511,REG23,2,,,
60233,TRD2022092902880,0733272200519923,1,Pekayon Jaya,17148,Londu,84181,REG23,3,,,
60234,TRD2022092902905,0733272200519527,1,Pekayon Jaya,17148,Beraban,94473,REG23,5,,,
60235,TRD2022092902959,0733272200520558,1,Pekayon Jaya,17148,Baros,35611,REG23,3,,,
60236,TRD2022092902984,0733272200520780,1,Pekayon Jaya,17148,Kalidawa,93662,REG23,5,,,
60237,TRD2022092902991,0733272200520848,1,Pekayon Jaya,17148,Labone,93654,REG23,5,,,
60238,TRD2022092903026,0733272200521374,1,Pekayon Jaya,17148,Satui Barat,72275,REG23,5,,,
60239,TRD2022092903029,0733272200521218,1,Pekayon Jaya,17148,Lele,94973,REG23,5,,,
60240,TRD2022092903036,0733272200521291,1,Pekayon Jaya,17148,Muara Fajar,28267,REG23,2,,,
60241,TRD2022092903058,0733272200521481,1,Pekayon Jaya,17148,Kebun Teluk Panji,21464,REG23,3,,,
60242,TRD2022092903068,0733272200521630,1,Pekayon Jaya,17148,Dumai Kota,28811,REG23,3,,,
60243,TRD2022092903077,0733272200521739,1,Pekayon Jaya,17148,Mattoangin,90224,REG23,2,,,
60244,TRD2022092903131,0733272200522240,1,Pekayon Jaya,17148,Sei/Sungai Risap,78663,REG23,5,,,
60245,TRD2022092903133,0733272200522257,1,Pekayon Jaya,17148,Lepadi,84272,REG23,1,10,,
60246,TRD2022092903152,0733272200522406,1,Pekayon Jaya,17148,Oenoni Dua,85367,REG23,1,10,,
60247,TRD2022092903207,0733272200523099,1,Pekayon Jaya,17148,Murung Keramat,73512,REG23,5,,,
60248,TRD2022092903220,0733272200524089,1,Pekayon Jaya,17148,Sungai Beliung,74113,REG23,3,,,
60249,TRD2022092903236,0733272200524006,1,Pekayon Jaya,17148,Besar,20251,REG23,1,,,
60250,TRD2022092903240,0733272200523719,1,Pekayon Jaya,17148,Tano Bonunungan,94891,REG23,3,,,
60251,TRD2022092903276,0733272200525151,1,Pekayon Jaya,17148,Besar,20251,REG23,1,,,
60252,TRD2022092903284,0733272200524063,1,Pekayon Jaya,17148,Banggae,91411,REG23,5,,,
60253,TRD2022092903294,0733272200524865,1,Pekayon Jaya,17148,Bugis,84182,REG23,3,,,
60254,TRD2022092903310,0733272200524840,1,Pekayon Jaya,17148,Long Bentuk,75556,REG23,1,10,,
60255,TRD2022092903334,0733272200525391,1,Pekayon Jaya,17148,Kiri Tana (Kiritana),87114,REG23,1,10,,
60256,TRD2022092903363,0733272200522885,1,Pekayon Jaya,17148,Sukodadi,30154,REG23,1,,,
60257,TRD2022092903369,0733272200522943,1,Pekayon Jaya,17148,Henes,85772,REG23,5,,,
60258,TRD2022092903431,0733272200524410,1,Pekayon Jaya,17148,Amassangan,91922,REG23,3,,,
60259,TRD2022092903476,0733272200525169,1,Pekayon Jaya,17148,Beo Sepang,86754,REG23,5,,,
