No,shipment_order_no,origin_subdistrict_name,origin_postal_code,destination_subdistrict_name,destination_postal_code,min_duration,max_duration,rate_code
81,TRD2022121004228,Pagedangan,15339,Darma,91314,3,5,iDSTD
82,TRD2022121004223,Pagedangan,15339,Daya Makmur,30975,4,6,iDSTD
83,TRD2022121004175,Pagedangan,15339,Delod Peken,82121,3,5,iDSTD
84,TRD2022121004249,Pagedangan,15339,Dumai Kota,28811,2,9,iDSTD
85,TRD2022121004328,Pagedangan,15339,Dumai Kota,28811,2,9,iDSTD
86,TRD2022121004174,Pagedangan,15339,Duo Koto,26471,2,9,iDSTD
87,TRD2022121004169,Pagedangan,15339,Duren Sawit,13440,1,2,iDSTD
88,TRD2022121004143,Pagedangan,15339,Duren Sawit,13440,2,9,iDSTD
89,TRD2022121004236,Pagedangan,15339,Duri Kepa,11510,1,2,iDSTD
90,TRD2022121004137,Pagedangan,15339,Duri Kepa,11510,1,2,iDSTD
91,TRD2022121004324,Pagedangan,15339,Fajar Indah,33778,3,5,iDSTD
92,TRD2022121004180,Pagedangan,15339,Gaharu,20235,2,3,iDSTD
93,TRD2022121004308,Pagedangan,15339,Galung Maloang,91121,4,6,iDSTD
94,TRD2022121004254,Pagedangan,15339,Gaya Baru Lima,34159,4,6,iDSTD
95,TRD2022121004208,Pagedangan,15339,Gaya Baru Lima,34159,2,9,iDSTD
96,TRD2022121004139,Pagedangan,15339,Gentuma,96253,5,7,iDSTD
97,TRD2022121004198,Pagedangan,15339,Glodok,11120,1,2,iDSTD
98,TRD2022121004302,Pagedangan,15339,Glodok,11120,1,2,iDSTD
99,TRD2022121004187,Pagedangan,15339,Grogol,11450,1,2,iDSTD
100,TRD2022121004237,Pagedangan,15339,Grogol,11450,1,2,iDSTD
101,TRD2022121004134,Pagedangan,15339,Gumulungtonggoh,45181,2,9,iDSTD
102,TRD2022121004151,Pagedangan,15339,Harapan Baru,17123,1,2,iDSTD
103,TRD2022121004201,Pagedangan,15339,Jaticempaka,13620,2,9,iDSTD
104,TRD2022121004168,Pagedangan,15339,Jatirahayu,17414,2,9,iDSTD
105,TRD2022121004290,Pagedangan,15339,Jurang Mangu Barat,15223,1,2,iDSTD
106,TRD2022121004261,Pagedangan,15339,Kadoodan,95513,4,6,iDSTD
107,TRD2022121004204,Pagedangan,15339,Kapuk,14470,1,2,iDSTD
108,TRD2022121004191,Pagedangan,15339,Kapuk,14470,1,2,iDSTD
109,TRD2022121004165,Pagedangan,15339,Kapuk,14470,1,2,iDSTD
110,TRD2022121004203,Pagedangan,15339,Kayu Manis,13130,2,9,iDSTD
111,TRD2022121004181,Pagedangan,15339,Kebon Bawang,14320,2,9,iDSTD
112,TRD2022121004293,Pagedangan,15339,Kelapa Gading Barat,14240,1,2,iDSTD
113,TRD2022121004294,Pagedangan,15339,Kemala Raja,32111,2,4,iDSTD
114,TRD2022121004179,Pagedangan,15339,Kemala Raja,32111,2,4,iDSTD
115,TRD2022121004272,Pagedangan,15339,Keramas,80581,3,5,iDSTD
116,TRD2022121004297,Pagedangan,15339,Kolosua,93353,5,7,iDSTD
117,TRD2022121004162,Pagedangan,15339,Koromatantu,94971,2,9,iDSTD
118,TRD2022121004138,Pagedangan,15339,Lengkong Karya,15310,2,9,iDSTD
119,TRD2022121004171,Pagedangan,15339,Lingkar Selatan,40114,1,3,iDSTD
120,TRD2022121004240,Pagedangan,15339,Maluo,22864,6,8,iDSTD
121,TRD2022121004172,Pagedangan,15339,Margabakti,46196,1,3,iDSTD
122,TRD2022121004232,Pagedangan,15339,Marga Manunggal Jaya,36365,3,5,iDSTD
123,TRD2022121004281,Pagedangan,15339,Mattoangin,90224,2,9,iDSTD
124,TRD2022121004158,Pagedangan,15339,Mekarsari,41163,2,4,iDSTD
125,TRD2022121004312,Pagedangan,15339,Muara Fajar,28267,2,4,iDSTD
126,TRD2022121004157,Pagedangan,15339,Neglawangi,40386,2,9,iDSTD
127,TRD2022121004209,Pagedangan,15339,Ngawis,55891,2,4,iDSTD
128,TRD2022121004234,Pagedangan,15339,Ogotomubu (Ogotumubu),94476,5,7,iDSTD
129,TRD2022121004325,Pagedangan,15339,Olak Kemang,36262,2,4,iDSTD
130,TRD2022121004277,Pagedangan,15339,Padangbai,80871,2,9,iDSTD
131,TRD2022121004276,Pagedangan,15339,Padangbulia,81161,4,6,iDSTD
132,TRD2022121004167,Pagedangan,15339,Padang Mulia,33681,2,9,iDSTD
133,TRD2022121004318,Pagedangan,15339,Pahlawan Belui,37161,2,9,iDSTD
134,TRD2022121004307,Pagedangan,15339,Pamandati,93881,4,6,iDSTD
135,TRD2022121004166,Pagedangan,15339,Pampang,90231,2,9,iDSTD
136,TRD2022121004322,Pagedangan,15339,Pampang,90231,2,4,iDSTD
137,TRD2022121004268,Pagedangan,15339,Pangkalan Kerinci Barat,28654,2,9,iDSTD
138,TRD2022121004247,Pagedangan,15339,Panjer,80113,2,9,iDSTD
139,TRD2022121004321,Pagedangan,15339,Panjer,80225,2,3,iDSTD
140,TRD2022121004317,Pagedangan,15339,Panjer,80225,2,9,iDSTD
141,TRD2022121004319,Pagedangan,15339,Pantai Hurip,17610,1,2,iDSTD
142,TRD2022121004142,Pagedangan,15339,Pantai Labu Baru,20553,3,5,iDSTD
143,TRD2022121004160,Pagedangan,15339,Pasar Ujung,39372,3,5,iDSTD
144,TRD2022121004186,Pagedangan,15339,Pasirluyu,40254,1,3,iDSTD
145,TRD2022121004182,Pagedangan,15339,Pasir Putih,36139,2,9,iDSTD
146,TRD2022121004148,Pagedangan,15339,Pelabuhan Baru,39115,3,5,iDSTD
147,TRD2022121004192,Pagedangan,15339,Pelalan,91952,5,7,iDSTD
148,TRD2022121004233,Pagedangan,15339,Pematang,42184,2,9,iDSTD
149,TRD2022121004264,Pagedangan,15339,Pematang Pauh,36552,4,6,iDSTD
150,TRD2022121004305,Pagedangan,15339,Pemecutan,80231,2,3,iDSTD
151,TRD2022121004231,Pagedangan,15339,Pemecutan,80231,2,3,iDSTD
152,TRD2022121004141,Pagedangan,15339,Pemecutan,80231,2,9,iDSTD
153,TRD2022121004150,Pagedangan,15339,Pencong,90244,2,9,iDSTD
154,TRD2022121004258,Pagedangan,15339,Pengadegan,12770,1,2,iDSTD
155,TRD2022121004177,Pagedangan,15339,Pleret,55791,1,3,iDSTD
156,TRD2022121004242,Pagedangan,15339,Podomoro,35373,3,5,iDSTD
157,TRD2022121004274,Pagedangan,15339,Pondok Jagung Timur,15336,1,2,iDSTD
158,TRD2022121004239,Pagedangan,15339,Pondok Jagung Timur,15336,1,2,iDSTD
159,TRD2022121004243,Pagedangan,15339,Pulubala,96127,3,4,iDSTD
160,TRD2022121004292,Pagedangan,15339,Putri Puyu,28752,4,6,iDSTD
161,TRD2022121004144,Pagedangan,15339,Rajamandala Kulon,40564,1,3,iDSTD
162,TRD2022121004153,Pagedangan,15339,Rambah Baru,28565,5,7,iDSTD
163,TRD2022121004255,Pagedangan,15339,Salak II,22272,3,5,iDSTD
164,TRD2022121004313,Pagedangan,15339,Sangiang Jaya,15132,1,2,iDSTD
165,TRD2022121004176,Pagedangan,15339,Saribujandi/Saribu Janji,21167,2,9,iDSTD
166,TRD2022121004327,Pagedangan,15339,Sari Kenanga Batahan,22988,4,6,iDSTD
167,TRD2022121004286,Pagedangan,15339,Sari Kenanga Batahan,22988,4,6,iDSTD
168,TRD2022121004291,Pagedangan,15339,Sario Kotabaru,95115,2,4,iDSTD
169,TRD2022121004314,Pagedangan,15339,Sario Kotabaru,95115,2,4,iDSTD
170,TRD2022121004280,Pagedangan,15339,Sei Tarolat,21471,5,7,iDSTD
171,TRD2022121004206,Pagedangan,15339,Selat Panjang Timur,28753,4,6,iDSTD
172,TRD2022121004164,Pagedangan,15339,Selindung,33172,4,6,iDSTD
173,TRD2022121004219,Pagedangan,15339,Sentul,16810,1,2,iDSTD
174,TRD2022121004235,Pagedangan,15339,Setiamekar,17111,1,2,iDSTD
175,TRD2022121004131,Pagedangan,15339,Sido Mulya,38768,4,6,iDSTD
176,TRD2022121004265,Pagedangan,15339,Sipange Julu,22774,3,5,iDSTD
177,TRD2022121004225,Pagedangan,15339,Sokkolia,92171,3,5,iDSTD
178,TRD2022121004306,Pagedangan,15339,Suka Jadi Makmur,24415,3,5,iDSTD
179,TRD2022121004285,Pagedangan,15339,Suka Maju,20719,4,5,iDSTD
180,TRD2022121004190,Pagedangan,15339,Sukarawa,35122,1,3,iDSTD
181,TRD2022121004315,Pagedangan,15339,Sukasari,17530,2,9,iDSTD
182,TRD2022121004135,Pagedangan,15339,Sumur Batu,10640,1,2,iDSTD
183,TRD2022121004217,Pagedangan,15339,Sungai Angit,30752,3,5,iDSTD
184,TRD2022121004220,Pagedangan,15339,Sungai Aua,26572,3,5,iDSTD
185,TRD2022121004311,Pagedangan,15339,Sungai Langan,31315,2,9,iDSTD
186,TRD2022121004278,Pagedangan,15339,Sungailiat,33211,2,9,iDSTD
187,TRD2022121004149,Pagedangan,15339,Sungai Sibam,28292,2,9,iDSTD
188,TRD2022121004316,Pagedangan,15339,Sungai Sibam,28292,2,4,iDSTD
189,TRD2022121004212,Pagedangan,15339,Talang Semut,30136,2,3,iDSTD
190,TRD2022121004197,Pagedangan,15339,Tambakan,41281,2,4,iDSTD
191,TRD2022121004256,Pagedangan,15339,Tampumia Radda,91994,5,7,iDSTD
192,TRD2022121004257,Pagedangan,15339,Tanjung Muda,21256,3,5,iDSTD
193,TRD2022121004298,Pagedangan,15339,Tanjung Rejo,20154,2,9,iDSTD
194,TRD2022121004152,Pagedangan,15339,Tanjungsari,44182,2,4,iDSTD
195,TRD2022121004207,Pagedangan,15339,Tegal Harum,80361,2,4,iDSTD
196,TRD2022121004205,Pagedangan,15339,Tejoagung,34112,2,4,iDSTD
197,TRD2022121004248,Pagedangan,15339,Tigapanah,22171,3,5,iDSTD
198,TRD2022121004132,Pagedangan,15339,Tolotio,96251,2,9,iDSTD
199,TRD2022121004128,Pagedangan,15339,Ulujami,12230,1,2,iDSTD
200,TRD2022121004159,Pagedangan,15339,Utama,40521,2,9,iDSTD
201,TRD2022121004271,Pagedangan,15339,West Cengkareng,11730,1,2,iDSTD
202,TRD2022121004229,Pagedangan,15339,Wundupopi,93116,2,9,iDSTD
203,TRD2022121004469,Pagedangan,15339,Abung Jayo,34581,4,6,iDSTD
204,TRD2022121004494,Pagedangan,15339,Airlangga,60286,1,3,iDSTD
205,TRD2022121004530,Pagedangan,15339,Ambarawang Laut,75274,5,7,iDSTD
206,TRD2022121004421,Pagedangan,15339,Angkarap,73618,5,7,iDSTD
207,TRD2022121004438,Pagedangan,15339,Anjir Pulang Pisau,74813,2,9,iDSTD
208,TRD2022121004444,Pagedangan,15339,Babatan,60227,1,3,iDSTD
209,TRD2022121004478,Pagedangan,15339,Bajarum,74353,2,9,iDSTD
210,TRD2022121004586,Pagedangan,15339,Balongdowo,61271,1,3,iDSTD
211,TRD2022121004561,Pagedangan,15339,Bandarjo,50517,2,9,iDSTD
212,TRD2022121004518,Pagedangan,15339,Banjarharja,46397,3,5,iDSTD
213,TRD2022121004579,Pagedangan,15339,Banjarjo,63561,3,5,iDSTD
214,TRD2022121004464,Pagedangan,15339,Banjar Kejen,67156,2,9,iDSTD
215,TRD2022121004429,Pagedangan,15339,Banjar Serasan,78233,2,3,iDSTD
216,TRD2022121004427,Pagedangan,15339,Bantargebang,17151,1,2,iDSTD
217,TRD2022121004532,Pagedangan,15339,Banturung,73224,3,5,iDSTD
218,TRD2022121004486,Pagedangan,15339,Banyumanik,50264,1,3,iDSTD
219,TRD2022121004416,Pagedangan,15339,Barabai Darat,71315,4,5,iDSTD
220,TRD2022121004571,Pagedangan,15339,Baru,74113,5,7,iDSTD
221,TRD2022121004507,Pagedangan,15339,Baru Ilir,76131,2,3,iDSTD
222,TRD2022121004517,Pagedangan,15339,Baru Ilir,76131,2,9,iDSTD
223,TRD2022121004527,Pagedangan,15339,Batu Ampar,76136,2,3,iDSTD
224,TRD2022121004529,Pagedangan,15339,Batu Layang,78244,2,3,iDSTD
225,TRD2022121004584,Pagedangan,15339,Batulicin,72271,5,7,iDSTD
226,TRD2022121004550,Pagedangan,15339,Batu Merah,29452,2,9,iDSTD
227,TRD2022121004479,Pagedangan,15339,Batu Sopang,76252,2,9,iDSTD
228,TRD2022121004504,Pagedangan,15339,Batu Sopang,76252,5,7,iDSTD
229,TRD2022121004431,Pagedangan,15339,Beji,16421,1,2,iDSTD
230,TRD2022121004395,Pagedangan,15339,Bencah/Boncah Kesuma,28554,5,7,iDSTD
231,TRD2022121004590,Pagedangan,15339,Bengkilu,79251,4,6,iDSTD
232,TRD2022121004519,Pagedangan,15339,Berumbung Baru (Tilan),28671,3,5,iDSTD
233,TRD2022121004534,Pagedangan,15339,Bintara,17134,1,2,iDSTD
234,TRD2022121004537,Pagedangan,15339,Blang Jerango,24655,4,6,iDSTD
235,TRD2022121004394,Pagedangan,15339,Bojong,43281,3,5,iDSTD
236,TRD2022121004404,Pagedangan,15339,Bongkaran,60161,1,3,iDSTD
237,TRD2022121004465,Pagedangan,15339,Bukir,67138,2,3,iDSTD
238,TRD2022121004501,Pagedangan,15339,Bukit Raya (Sepaku I),76147,5,7,iDSTD
239,TRD2022121004403,Pagedangan,15339,Bulak,60124,1,3,iDSTD
240,TRD2022121004440,Pagedangan,15339,Bulujowo,62354,1,3,iDSTD
241,TRD2022121004536,Pagedangan,15339,Bulusan,50277,1,3,iDSTD
242,TRD2022121004577,Pagedangan,15339,Bulustalan,50246,1,3,iDSTD
243,TRD2022121004460,Pagedangan,15339,Bulustalan,50246,1,3,iDSTD
244,TRD2022121004417,Pagedangan,15339,Bunut,74162,2,9,iDSTD
245,TRD2022121004505,Pagedangan,15339,Bunut,74162,5,7,iDSTD
246,TRD2022121004452,Pagedangan,15339,Cempaka Mulia Barat,74354,2,9,iDSTD
247,TRD2022121004496,Pagedangan,15339,Cengkong,41373,2,9,iDSTD
248,TRD2022121004490,Pagedangan,15339,Cibinong,16911,2,9,iDSTD
249,TRD2022121004543,Pagedangan,15339,Cibolang Kaler,43152,3,5,iDSTD
250,TRD2022121004495,Pagedangan,15339,Cihanjuang,40559,1,3,iDSTD
251,TRD2022121004461,Pagedangan,15339,Ciomas Rahayu,16610,2,9,iDSTD
252,TRD2022121004488,Pagedangan,15339,Cipenjo,16820,2,9,iDSTD
253,TRD2022121004456,Pagedangan,15339,Cipenjo,16820,2,9,iDSTD
254,TRD2022121004436,Pagedangan,15339,Cisarua,43351,2,9,iDSTD
255,TRD2022121004400,Pagedangan,15339,Cisarua,43351,2,9,iDSTD
256,TRD2022121004428,Pagedangan,15339,Cot Geurundong,24251,4,6,iDSTD
257,TRD2022121004569,Pagedangan,15339,Delima,28291,2,4,iDSTD
258,TRD2022121004437,Pagedangan,15339,Delima,28291,2,9,iDSTD
259,TRD2022121004439,Pagedangan,15339,Delima,28291,2,4,iDSTD
260,TRD2022121004539,Pagedangan,15339,DR. Soetomo,60264,1,3,iDSTD
261,TRD2022121004500,Pagedangan,15339,Dukuh Ringin (Dukuhwringin),52419,2,9,iDSTD
262,TRD2022121004564,Pagedangan,15339,Dumai Kota,28811,4,5,iDSTD
263,TRD2022121004568,Pagedangan,15339,Embong Kaliasin,60271,1,3,iDSTD
264,TRD2022121004450,Pagedangan,15339,Gampong Blang Trieng,24385,2,9,iDSTD
265,TRD2022121004446,Pagedangan,15339,Garuda,40184,1,3,iDSTD
266,TRD2022121004451,Pagedangan,15339,Garuda,40184,1,3,iDSTD
267,TRD2022121004544,Pagedangan,15339,Gedong Meneng,35145,1,3,iDSTD
268,TRD2022121004566,Pagedangan,15339,Getas Pejaten,59343,2,4,iDSTD
269,TRD2022121004522,Pagedangan,15339,Gintung Tengah,45167,2,9,iDSTD
270,TRD2022121004573,Pagedangan,15339,Gunung Elai,75311,5,7,iDSTD
271,TRD2022121004475,Pagedangan,15339,Gunung Makmur,76285,5,7,iDSTD
272,TRD2022121004413,Pagedangan,15339,Gunung Makmur,76285,5,7,iDSTD
273,TRD2022121004542,Pagedangan,15339,Harapan Baru,17123,1,2,iDSTD
274,TRD2022121004549,Pagedangan,15339,Hegarsari,44153,2,4,iDSTD
275,TRD2022121004591,Pagedangan,15339,Jatibening,17412,1,2,iDSTD
276,TRD2022121004410,Pagedangan,15339,Jatisari,40238,2,9,iDSTD
277,TRD2022121004433,Pagedangan,15339,Kalampangan,73114,2,9,iDSTD
278,TRD2022121004399,Pagedangan,15339,Kaliabu,63153,2,9,iDSTD
279,TRD2022121004458,Pagedangan,15339,Kaligondo,68465,3,5,iDSTD
280,TRD2022121004408,Pagedangan,15339,Kalisegoro,50229,1,3,iDSTD
281,TRD2022121004412,Pagedangan,15339,Kampung Baru,23116,2,4,iDSTD
282,TRD2022121004554,Pagedangan,15339,Kampung Baru,23116,2,4,iDSTD
283,TRD2022121004547,Pagedangan,15339,Kampung Besar Kota,29312,4,6,iDSTD
284,TRD2022121004474,Pagedangan,15339,Karah,60232,1,3,iDSTD
285,TRD2022121004523,Pagedangan,15339,Karah,60232,1,3,iDSTD
286,TRD2022121004424,Pagedangan,15339,Karang Anyar Pantai,77111,3,5,iDSTD
287,TRD2022121004583,Pagedangan,15339,Karta Mulya/Mulia,74172,5,7,iDSTD
288,TRD2022121004483,Pagedangan,15339,Karya Bersama,73593,5,7,iDSTD
289,TRD2022121004459,Pagedangan,15339,Kebotohan,67151,2,9,iDSTD
290,TRD2022121004559,Pagedangan,15339,Kedungsari,56114,1,3,iDSTD
291,TRD2022121004558,Pagedangan,15339,Kelesa,29371,4,6,iDSTD
292,TRD2022121004502,Pagedangan,15339,Kerjolor,57681,3,5,iDSTD
293,TRD2022121004491,Pagedangan,15339,Kiram,70661,3,5,iDSTD
294,TRD2022121004557,Pagedangan,15339,Kranjingan,68131,3,5,iDSTD
295,TRD2022121004548,Pagedangan,15339,Laboi Jaya,28463,4,6,iDSTD
296,TRD2022121004425,Pagedangan,15339,Ladang Tuha II,23762,2,9,iDSTD
297,TRD2022121004463,Pagedangan,15339,Lancang Garam,24351,3,5,iDSTD
298,TRD2022121004420,Pagedangan,15339,Lancang Garam,24351,3,5,iDSTD
299,TRD2022121004423,Pagedangan,15339,Landasan Ulin Barat,70722,2,4,iDSTD
300,TRD2022121004449,Pagedangan,15339,Lelabu,24552,2,9,iDSTD
301,TRD2022121004396,Pagedangan,15339,Lelabu,24552,2,9,iDSTD
302,TRD2022121004562,Pagedangan,15339,Lelabu,24552,2,9,iDSTD
303,TRD2022121004498,Pagedangan,15339,Lempake,75118,2,4,iDSTD
304,TRD2022121004415,Pagedangan,15339,Lolo,76251,2,9,iDSTD
305,TRD2022121004480,Pagedangan,15339,Long Pahangai Satu,75768,8,10,iDSTD
306,TRD2022121004565,Pagedangan,15339,Long Sepayang,77456,5,7,iDSTD
307,TRD2022121004482,Pagedangan,15339,Makroman,75115,2,4,iDSTD
308,TRD2022121004466,Pagedangan,15339,Manggala,79672,2,9,iDSTD
309,TRD2022121004531,Pagedangan,15339,Manggala,79672,2,9,iDSTD
310,TRD2022121004514,Pagedangan,15339,Mangunharjo,67217,2,3,iDSTD
311,TRD2022121004414,Pagedangan,15339,Mangunharjo,67217,2,9,iDSTD
312,TRD2022121004406,Pagedangan,15339,Maradap,71662,2,9,iDSTD
313,TRD2022121004434,Pagedangan,15339,Margaasih,40395,2,9,iDSTD
314,TRD2022121004589,Pagedangan,15339,Marga Hayu,78653,2,9,iDSTD
315,TRD2022121004462,Pagedangan,15339,Mekarbuana,41362,2,9,iDSTD
316,TRD2022121004468,Pagedangan,15339,Mekarsari,16452,1,2,iDSTD
317,TRD2022121004552,Pagedangan,15339,Mekarsari,40552,1,3,iDSTD
318,TRD2022121004402,Pagedangan,15339,Mekarsari,16452,1,2,iDSTD
319,TRD2022121004570,Pagedangan,15339,Mekarsari,16452,1,2,iDSTD
320,TRD2022121004535,Pagedangan,15339,Mendalanwangi,65158,2,9,iDSTD
321,TRD2022121004513,Pagedangan,15339,Meunasah Blang /Blt,24352,2,9,iDSTD
322,TRD2022121004455,Pagedangan,15339,Mororejo,51372,3,5,iDSTD
323,TRD2022121004432,Pagedangan,15339,Nagasari,41314,1,3,iDSTD
324,TRD2022121004563,Pagedangan,15339,Nanga Seberuang,78771,2,9,iDSTD
325,TRD2022121004524,Pagedangan,15339,Nanga Tikan,78693,2,9,iDSTD
326,TRD2022121004515,Pagedangan,15339,Nenang,76141,5,7,iDSTD
327,TRD2022121004508,Pagedangan,15339,Neusu Aceh,23244,2,4,iDSTD
328,TRD2022121004472,Pagedangan,15339,Ngelom,61257,1,3,iDSTD
329,TRD2022121004484,Pagedangan,15339,Nipahkuning,34697,4,6,iDSTD
330,TRD2022121004457,Pagedangan,15339,Paciran,62264,3,5,iDSTD
331,TRD2022121004411,Pagedangan,15339,Pancoran Mas,16436,2,9,iDSTD
332,TRD2022121004528,Pagedangan,15339,Pangkalan Kerinci Barat,28654,3,5,iDSTD
