No,shipment_order_no,logistic_name,origin_postal_code,destination_postal_code,awb_number,min_sla_api,max_sla_api
211,TRD2022120701751,JNE,20148,20254,0434532200024121,1,2
212,TRD2022120701753,JNE,20148,20152,0434532200024188,1,2
213,TRD2022120701896,JNE,28155,28286,4727892200016628,1,2
214,TRD2022120802019,JNE,20148,20353,0434532200024766,3,6
215,TRD2022120802071,JNE,20148,20354,0434532200025243,3,6
216,TRD2022120802186,JNE,80117,80361,0532932200001627,1,2
217,TRD2022120802238,JNE,28155,28291,4727892200017527,1,2
218,TRD2022120902454,JNE,20148,20371,0434532200025763,3,6
219,TRD2022120902464,JNE,20148,20115,0434532200025896,1,2
220,TRD2022120902600,JNE,28155,28291,4727892200018111,1,2
221,TRD2022121006634,JNE,20148,20254,0434532200026142,1,2
222,TRD2022121006756,JNE,80117,80231,0532932200003755,1,2
223,TRD2022121006837,JNE,80117,80225,0532932200004506,1,2
224,TRD2022121006875,JNE,20148,20121,0434532200026472,1,2
225,TRD2022121006967,JNE,30154,30253,0930842200018430,1,2
226,TRD2022121203421,JNE,20148,20361,0434532200027389,3,6
227,TRD2022121203443,JNE,30154,30161,0930842200018950,1,2
228,TRD2022121203448,JNE,30154,30163,0930842200019032,1,2
229,TRD2022121204230,JNE,20148,20223,0434532200028452,1,2
230,TRD2022121204575,JNE,28155,28291,4727892200019903,1,2
231,TRD2022121204578,JNE,28155,28291,4727892200019937,1,2
232,TRD2022121303098,JNE,20148,20152,0434532200028833,1,2
233,TRD2022121303131,JNE,28155,28125,4727892200020331,1,2
234,TRD2022121303478,JNE,80117,80361,0532932200006691,1,2
235,TRD2022121303548,JNE,20148,20356,0434532200028973,3,6
236,TRD2022121303576,JNE,20148,20254,0434532200029252,1,2
237,TRD2022121402180,JNE,20148,20254,0434532200029443,1,2
238,TRD2022121402224,JNE,80117,80361,0532932200007368,1,2
239,TRD2022121402547,JNE,80117,80231,0532932200008051,1,2
240,TRD2022121402561,JNE,20148,20223,0434532200029542,1,2
241,TRD2022121502689,JNE,80117,80225,0532932200008507,1,2
242,TRD2022121502701,JNE,80117,80225,0532932200008713,1,2
243,TRD2022121502705,JNE,80117,80361,0532932200008689,1,2
244,TRD2022121502858,JNE,20148,20126,0434532200030128,1,2
245,TRD2022121502962,JNE,20148,20361,0434532200030466,3,6
246,TRD2022121502979,JNE,20148,20112,0434532200030599,1,2
247,TRD2022121602252,JNE,80117,80225,0532932200009281,1,2
248,TRD2022121602261,JNE,80117,80225,0532932200009356,1,2
249,TRD2022121602520,JNE,20148,20121,0434532200030961,1,2
250,TRD2022121602538,JNE,30154,30163,0930842200021566,1,2
251,TRD2022121602604,JNE,30154,30257,0930842200021913,1,2
252,TRD2022121602645,JNE,20148,20371,0434532200031233,3,6
253,TRD2022121602689,JNE,28155,28125,4727892200022360,1,2
254,TRD2022121604811,JNE,17148,17134,0733272201210449,1,2
255,TRD2022121604950,JNE,11450,11840,0136932200464098,1,2
256,TRD2022121605182,JNE,11450,12560,0136932200466200,1,2
257,TRD2022121702572,JNE,20148,20371,0434532200031597,3,6
258,TRD2022121702575,JNE,20148,20223,0434532200031613,1,2
259,TRD2022121702712,JNE,28155,28125,4727892200022915,1,2
260,TRD2022121702789,JNE,28155,28125,4727892200023368,1,2
261,TRD2022121903679,JNE,17148,17610,0733272201215356,1,2
262,TRD2022121906551,JNE,80117,80361,0532932200010586,1,2
263,TRD2022121906584,JNE,80117,80361,0532932200010834,1,2
264,TRD2022121906594,JNE,80117,80361,0532932200010883,1,2
265,TRD2022121906622,JNE,80117,80361,0532932200011253,1,2
266,TRD2022121906781,JNE,20148,20215,0434532200032868,1,2
267,TRD2022121906789,JNE,20148,20371,0434532200032983,3,6
268,TRD2022121906866,JNE,20148,20254,0434532200033668,1,2
269,TRD2022121906870,JNE,20148,20136,0434532200033767,1,2
270,TRD2022121907344,JNE,28155,28286,4727892200024598,1,2
271,TRD2022121907384,JNE,28155,28125,4727892200024754,1,2
272,TRD2022122002772,JNE,20148,20353,0434532200034054,3,6
273,TRD2022122002800,JNE,80117,80225,0532932200012178,1,2
274,TRD2022122003002,JNE,28155,28125,4727892200024978,1,2
275,TRD2022122202140,JNE,20148,20115,0434532200034799,1,2
276,TRD2022122202271,JNE,80117,80225,0532932200012913,1,2
277,TRD2022122202312,JNE,20148,20353,0434532200034856,3,6
278,TRD2022122303365,JNE,20148,20371,0434532200035424,3,6
279,TRD2022122303410,JNE,28155,28291,4727892200026288,1,2
280,TRD2022122303499,JNE,80117,80113,0532932200013630,1,2
281,TRD2022122303502,JNE,80117,80361,0532932200013671,1,2
282,TRD2022122303519,JNE,80117,80225,0532932200013846,1,2
283,TRD2022122303556,JNE,20148,20358,0434532200036208,1,2
284,TRD2022122303561,JNE,20148,20355,0434532200035705,1,2
285,TRD2022122303584,JNE,20148,20354,0434532200035952,3,6
286,TRD2022122303618,JNE,20148,20353,0434532200036257,3,6
287,TRD2022122303650,JNE,30154,30163,0930842200025575,1,2
288,TRD2022122304234,JNE,11450,13440,0136932200479575,1,2
289,TRD2022122402729,JNE,80117,80225,0532932200013994,1,2
290,TRD2022122402808,JNE,80117,80225,0532932200014521,1,2
291,TRD2022122402817,JNE,80117,80361,0532932200014620,1,2
292,TRD2022122403602,JNE,20148,20126,0434532200036752,1,2
293,TRD2022122403807,JNE,28155,28263,4727892200027518,1,2
294,TRD2022122604498,JNE,80117,80361,0532932200014760,1,2
295,TRD2022122604525,JNE,80117,80225,0532932200015650,1,2
296,TRD2022122604544,JNE,80117,80225,0532932200015031,1,2
297,TRD2022122604636,JNE,80117,80361,0532932200016195,1,2
298,TRD2022122604650,JNE,80117,80225,0532932200016393,1,2
299,TRD2022122604738,JNE,20148,20154,0434532200037453,1,2
300,TRD2022122604762,JNE,20148,20121,0434532200037651,1,2
301,TRD2022122604833,JNE,28155,28291,4727892200027849,1,2
302,TRD2022122605019,JNE,20148,20215,0434532200038170,1,2
303,TRD2022122605038,JNE,20148,20228,0434532200038352,1,2
304,TRD2022122605235,JNE,28155,28291,4727892200028128,1,2
305,TRD2022122605264,JNE,28155,28291,4727892200028425,1,2
306,TRD2022122605319,JNE,28155,28291,4727892200028946,1,2
307,TRD2022122605809,JNE,17148,17155,0733272201246674,1,2
308,TRD2022122704321,JNE,20148,20152,0434532200039939,1,2
309,TRD2022122704324,JNE,20148,20112,0434532200039947,1,2
310,TRD2022122704454,JNE,30154,30151,0930842200028744,1,2
311,TRD2022122704490,JNE,28155,28286,4727892200029282,1,2
312,TRD2022122705272,JNE,17148,17510,0733272201253191,1,2
313,TRD2022122803507,JNE,80117,80113,0532932200017656,1,2
314,TRD2022122803862,JNE,20148,20354,0434532200040978,3,6
315,TRD2022122803946,JNE,20148,20223,0434532200041810,1,2
316,TRD2022122803959,JNE,30154,30151,0930842200029064,1,2
317,TRD2022122804297,JNE,45556,45514,2534902200985693,1,2
318,TRD2022122804499,JNE,80117,80361,0532932200018555,1,2
319,TRD2022122904387,JNE,80117,80225,0532932200019140,1,2
320,TRD2022122904400,JNE,80117,80361,0532932200019082,1,2
321,TRD2022122904496,JNE,20148,20223,0434532200042404,1,2
322,TRD2022122904506,JNE,20148,20228,0434532200042388,1,2
323,TRD2022122904670,JNE,30154,30151,0930842200030328,1,2
324,TRD2022122904847,JNE,28155,28291,4727892200031866,1,2
325,TRD2022123004673,JNE,20148,20136,0434532200043618,1,2
326,TRD2022123004702,JNE,20148,20121,0434532200043899,1,2
327,TRD2022123004780,JNE,20148,20371,0434532200044137,3,6
328,TRD2022123004821,JNE,20148,20358,0434532200044558,1,2
329,TRD2022123005131,JNE,80117,80231,0532932200020684,1,2
330,TRD2022123005153,JNE,80117,80225,0532932200020957,1,2
331,TRD2022123005244,JNE,80117,80361,0532932200021740,1,2
332,TRD2022123005253,JNE,80117,80113,0532932200021831,1,2
333,TRD2022123105485,JNE,20148,20371,0434532200044947,3,6
334,TRD2022123105487,JNE,20148,20151,0434532200044970,1,2
335,TRD2022123105489,JNE,20148,20254,0434532200045001,1,2
336,TRD2022123105568,JNE,30154,30151,0930842200032530,1,2
337,TRD2022123105653,JNE,20148,20355,0434532200045902,1,2
338,TRD2023010207372,JNE,80117,80225,0532932300000107,1,2
339,TRD2023010207507,JNE,80117,80225,0532932300001378,1,2
340,TRD2023010207526,JNE,80117,80361,0532932300001592,1,2
341,TRD2023010207544,JNE,80117,80361,0532932300001832,1,2
342,TRD2023010207609,JNE,20148,20136,0434532300000179,1,2
343,TRD2023010207632,JNE,20148,20136,0434532300000476,1,2
344,TRD2023010207750,JNE,20148,20371,0434532300001250,3,6
345,TRD2023010207768,JNE,20148,20126,0434532300001375,1,2
346,TRD2023010207770,JNE,20148,20353,0434532300001391,3,6
347,TRD2023010207781,JNE,20148,20356,0434532300001573,3,6
348,TRD2023010207785,JNE,20148,20136,0434532300001532,1,2
349,TRD2023010207836,JNE,20148,20223,0434532300002050,1,2
350,TRD2023010207852,JNE,20148,20243,0434532300002282,1,2
351,TRD2023010207869,JNE,20148,20223,0434532300002464,1,2
352,TRD2023010207912,JNE,28155,28125,4727892300000258,1,2
353,TRD2023010207932,JNE,28155,28291,4727892300000514,1,2
354,TRD2023010208294,JNE,28155,28125,4727892300001371,1,2
355,TRD2023010210839,JNE,17148,17111,0733272300004875,1,2
356,TRD2023010305528,JNE,80117,80225,0532932300002871,1,2
357,TRD2023010305796,JNE,30154,30151,0930842300003142,1,2
358,TRD2023010306242,JNE,28155,28291,4727892300002668,1,2
359,TRD2023010306273,JNE,28155,28286,4727892300003054,1,2
360,TRD2023010306308,JNE,28155,28125,4727892300003328,1,2
361,TRD2023010306323,JNE,28155,28125,4727892300003468,1,2
362,TRD2023010307746,JNE,17148,17134,0733272300014049,1,2
363,TRD2023010404541,JNE,80117,80361,0532932300003846,1,2
364,TRD2023010404563,JNE,80117,80113,0532932300004067,1,2
365,TRD2023010404570,JNE,80117,80361,0532932300004133,1,2
366,TRD2023010404576,JNE,80117,80225,0532932300004190,1,2
367,TRD2023010404827,JNE,28155,28125,4727892300004037,1,2
368,TRD2023010404856,JNE,28155,28286,4727892300004318,1,2
369,TRD2023010405210,JNE,20148,20254,0434532300002688,1,2
370,TRD2023010405215,JNE,20148,20243,0434532300002753,1,2
371,TRD2023010405219,JNE,20148,20136,0434532300002803,1,2
372,TRD2023010405228,JNE,20148,20358,0434532300002894,1,2
373,TRD2023010405260,JNE,20148,20112,0434532300003132,1,2
374,TRD2023010405294,JNE,20148,20152,0434532300003389,1,2
375,TRD2023010411483,JNE,17148,17414,0733272300019170,1,2
376,TRD2023010504858,JNE,80117,80231,0532932300005825,1,2
377,TRD2023010504916,JNE,28155,28291,4727892300005489,1,2
378,TRD2023010504939,JNE,20148,20223,0434532300004502,1,2
379,TRD2023010505001,JNE,20148,20371,0434532300004601,3,6
380,TRD2023010505020,JNE,20148,20121,0434532300004825,1,2
381,TRD2023010505023,JNE,20148,20353,0434532300005533,3,6
382,TRD2023010505058,JNE,80117,80361,0532932300006211,1,2
383,TRD2023010505070,JNE,80117,80361,0532932300006310,1,2
384,TRD2023010505277,JNE,28155,28263,4727892300006222,1,2
385,TRD2023010603809,JNE,20148,20353,0434532300005582,3,6
386,TRD2023010603829,JNE,20148,20353,0434532300005962,3,6
387,TRD2023010603832,JNE,20148,20361,0434532300005640,3,6
388,TRD2023010603835,JNE,20148,20136,0434532300005715,1,2
389,TRD2023010603839,JNE,20148,20136,0434532300005681,1,2
390,TRD2023010603917,JNE,80117,80361,0532932300006757,1,2
391,TRD2023010604065,JNE,20148,20354,0434532300006358,3,6
392,TRD2023010604118,JNE,20148,20371,0434532300007265,3,6
393,TRD2023010604144,JNE,20148,20126,0434532300006986,1,2
394,TRD2023010604196,JNE,28155,28291,4727892300007642,1,2
395,TRD2023010604213,JNE,28155,28286,4727892300007816,1,2
396,TRD2023010604285,JNE,28155,28291,4727892300006941,1,2
397,TRD2023010604292,JNE,28155,28286,4727892300007154,1,2
398,TRD2023010705313,JNE,20148,20112,0434532300007463,1,2
399,TRD2023010705319,JNE,20148,20223,0434532300007547,1,2
400,TRD2023010705422,JNE,80117,80361,0532932300008175,1,2
401,TRD2023010705471,JNE,80117,80361,0532932300008894,1,2
402,TRD2023010705516,JNE,20148,20254,0434532300007778,1,2
403,TRD2023010705552,JNE,20148,20223,0434532300008172,1,2
404,TRD2023010705571,JNE,20148,20121,0434532300008156,1,2
405,TRD2023010705585,JNE,20148,20243,0434532300007877,1,2
406,TRD2023010705591,JNE,20148,20254,0434532300007885,1,2
407,TRD2023010705616,JNE,20148,20233,0434532300008412,1,2
408,TRD2023010705829,JNE,28155,28263,4727892300009002,1,2
409,TRD2023010705832,JNE,28155,28291,4727892300008871,1,2
410,TRD2023010906488,JNE,80117,80361,0532932300009033,1,2
411,TRD2023010906498,JNE,80117,80361,0532932300009132,1,2
412,TRD2023010906519,JNE,80117,80231,0532932300009272,1,2
413,TRD2023010906525,JNE,80117,80113,0532932300009603,1,2
414,TRD2023010906588,JNE,80117,80225,0532932300009439,1,2
415,TRD2023010906785,JNE,20148,20354,0434532300009691,3,6
416,TRD2023010906795,JNE,20148,20243,0434532300009675,1,2
417,TRD2023010906805,JNE,20148,20136,0434532300009824,1,2
418,TRD2023010906819,JNE,20148,20115,0434532300010194,1,2
419,TRD2023010906827,JNE,20148,20215,0434532300010343,1,2
420,TRD2023010906832,JNE,20148,20371,0434532300009618,3,6
421,TRD2023010906875,JNE,20148,20131,0434532300010145,1,2
422,TRD2023010906956,JNE,20148,20228,0434532300011077,1,2
423,TRD2023010907268,JNE,28155,28291,4727892300009911,1,2
424,TRD2023010907285,JNE,28155,28125,4727892300010158,1,2
425,TRD2023010907330,JNE,28155,28286,4727892300010422,1,2
426,TRD2023010908275,JNE,17148,17510,0733272300039434,1,2
427,TRD2023010912548,JNE,11440,14430,0136932300017945,1,2
428,TRD2023010912568,JNE,11440,13910,0136932300018539,1,2
429,TRD2023010912595,JNE,11440,10640,0136932300018430,1,2
430,TRD2023011003222,JNE,20148,20371,0434532300011366,3,6
431,TRD2023011003228,JNE,20148,20136,0434532300011499,1,2
432,TRD2023011003322,JNE,80117,80231,0532932300011443,1,2
433,TRD2023011003334,JNE,80117,80361,0532932300011187,1,2
434,TRD2023011003392,JNE,80117,80225,0532932300011781,1,2
