No,shipment_order_no,origin_subdistrict_name,origin_postal_code,destination_subdistrict_name,destination_postal_code,min_duration,max_duration,rate_code
27,TRD2023010600160,Pagedangan,15339,Beji,65326,2,4,iDLite
28,TRD2023010600242,Pagedangan,15339,Belawan Bahari,20414,2,3,iDLite
29,TRD2023010600074,Pagedangan,15339,Benua Anyar,70239,2,3,iDLite
30,TRD2023010600198,Pagedangan,15339,Berumbung Baru (Tilan),28671,2,9,iDLite
31,TRD2023010600196,Pagedangan,15339,Bintan,28812,4,5,iDLite
32,TRD2023010600079,Pagedangan,15339,Bintaro,12330,2,9,iDLite
33,TRD2023010600206,Pagedangan,15339,Bira,90243,2,4,iDLite
34,TRD2023010600105,Pagedangan,15339,Bojong Kulur,16969,2,9,iDLite
35,TRD2023010600204,Pagedangan,15339,Bonto Marannu,92254,2,9,iDLite
36,TRD2023010600207,Pagedangan,15339,Bontorannu,90126,2,4,iDLite
37,TRD2023010600209,Pagedangan,15339,Bua Kana,90222,2,4,iDLite
38,TRD2023010600126,Pagedangan,15339,Bukir,67138,2,9,iDLite
39,TRD2023010600175,Pagedangan,15339,Buliang,29438,2,4,iDLite
40,TRD2023010600205,Pagedangan,15339,Bulu Tempe,92735,5,7,iDLite
41,TRD2023010600097,Pagedangan,15339,Bungo Barat,37211,2,9,iDLite
42,TRD2023010600234,Pagedangan,15339,Cambai,31141,2,4,iDLite
43,TRD2023010600094,Pagedangan,15339,Candi Wates,67157,2,9,iDLite
44,TRD2023010600124,Pagedangan,15339,Caringin,40212,1,3,iDLite
45,TRD2023010600157,Pagedangan,15339,Ciawi,45161,2,9,iDLite
46,TRD2023010600156,Pagedangan,15339,Cigadung,41213,2,4,iDLite
47,TRD2023010600123,Pagedangan,15339,Cikarawang,16680,2,9,iDLite
48,TRD2023010600158,Pagedangan,15339,Cimerang,40553,1,3,iDLite
49,TRD2023010600138,Pagedangan,15339,Cirebongirang,45171,2,9,iDLite
50,TRD2023010600250,Pagedangan,15339,Deli Tua,20144,2,3,iDLite
51,TRD2023010600101,Pagedangan,15339,Diwek,61471,2,4,iDLite
52,TRD2023010600143,Pagedangan,15339,Dlimoyo,56255,2,4,iDLite
53,TRD2023010600110,Pagedangan,15339,Driyorejo,61177,2,9,iDLite
54,TRD2023010600162,Pagedangan,15339,Dukuh Kupang,60189,1,3,iDLite
55,TRD2023010600181,Pagedangan,15339,Enggal,35118,1,3,iDLite
56,TRD2023010600246,Pagedangan,15339,Gading,21362,2,9,iDLite
57,TRD2023010600236,Pagedangan,15339,Gaharu,20235,2,3,iDLite
58,TRD2023010600109,Pagedangan,15339,Garuda,40184,2,9,iDLite
59,TRD2023010600115,Pagedangan,15339,Gending,67272,2,9,iDLite
60,TRD2023010600106,Pagedangan,15339,Gunung Sari Ilir,76121,2,3,iDLite
61,TRD2023010600227,Pagedangan,15339,Gurun Lawas/Laweh,25145,2,4,iDLite
62,TRD2023010600145,Pagedangan,15339,Jaka Mulya,17146,1,2,iDLite
63,TRD2023010600090,Pagedangan,15339,Jatibarang,45273,3,5,iDLite
64,TRD2023010600113,Pagedangan,15339,Jaticempaka,13620,1,2,iDLite
65,TRD2023010600108,Pagedangan,15339,Jebed Selatan,52361,2,4,iDLite
66,TRD2023010600098,Pagedangan,15339,Kagok,45468,2,4,iDLite
67,TRD2023010600111,Pagedangan,15339,Kaligubuk,54394,3,5,iDLite
68,TRD2023010600208,Pagedangan,15339,Kambo,91925,2,9,iDLite
69,TRD2023010600182,Pagedangan,15339,Karang Maritim,35245,1,3,iDLite
70,TRD2023010600085,Pagedangan,15339,Karang Pilang,60221,1,3,iDLite
71,TRD2023010600232,Pagedangan,15339,Kebun Bunga,30151,2,3,iDLite
72,TRD2023010600230,Pagedangan,15339,Kebun Bunga,30151,2,3,iDLite
73,TRD2023010600137,Pagedangan,15339,Kuala Secapah,78914,4,6,iDLite
74,TRD2023010600153,Pagedangan,15339,Kunti,63462,1,3,iDLite
75,TRD2023010600249,Pagedangan,15339,Labuhan Deli,20254,2,3,iDLite
76,TRD2023010600217,Pagedangan,15339,Lalodati,93115,2,9,iDLite
77,TRD2023010600117,Pagedangan,15339,Lamaru,76117,2,9,iDLite
78,TRD2023010600233,Pagedangan,15339,Lebong Gajah,30163,2,3,iDLite
79,TRD2023010600077,Pagedangan,15339,Lempake,75118,2,4,iDLite
80,TRD2023010600248,Pagedangan,15339,Lubuk Tukko,22533,4,6,iDLite
81,TRD2023010600099,Pagedangan,15339,Madiun Lor,63122,2,3,iDLite
82,TRD2023010600096,Pagedangan,15339,Margajaya,16116,1,2,iDLite
83,TRD2023010600239,Pagedangan,15339,Medan Tenggara,20228,2,3,iDLite
84,TRD2023010600139,Pagedangan,15339,Mekarmukti,45573,2,4,iDLite
85,TRD2023010600093,Pagedangan,15339,Mekarsari,40552,2,9,iDLite
86,TRD2023010600188,Pagedangan,15339,Meunasah Blang /Blt,24352,3,5,iDLite
87,TRD2023010600237,Pagedangan,15339,Muara Penimbung Ilir,30862,3,5,iDLite
88,TRD2023010600228,Pagedangan,15339,Muaro Kiawi,26571,2,9,iDLite
89,TRD2023010600100,Pagedangan,15339,Muaro/Muara Air Dua,37485,5,7,iDLite
90,TRD2023010600190,Pagedangan,15339,Neusu Aceh,23244,2,9,iDLite
91,TRD2023010600147,Pagedangan,15339,Pagu,64174,2,9,iDLite
92,TRD2023010600140,Pagedangan,15339,Pakulaut,52463,2,9,iDLite
93,TRD2023010600112,Pagedangan,15339,Pantai Amal,77115,2,9,iDLite
94,TRD2023010600144,Pagedangan,15339,Pantai Hurip,17610,2,9,iDLite
95,TRD2023010600102,Pagedangan,15339,Pasirbungur,41261,2,4,iDLite
96,TRD2023010600082,Pagedangan,15339,Pasirbungur,41261,2,9,iDLite
97,TRD2023010600084,Pagedangan,15339,Pasir Impun,40191,1,3,iDLite
98,TRD2023010600130,Pagedangan,15339,Pasir Putih,36139,2,4,iDLite
99,TRD2023010600142,Pagedangan,15339,Pasir Putih,36139,2,4,iDLite
100,TRD2023010600080,Pagedangan,15339,Pematang Pauh,36552,4,6,iDLite
101,TRD2023010600201,Pagedangan,15339,Pematang Pudu,28784,6,8,iDLite
102,TRD2023010600199,Pagedangan,15339,Perhentianmarpoyan,28125,2,9,iDLite
103,TRD2023010600195,Pagedangan,15339,Perhentianmarpoyan,28125,2,4,iDLite
104,TRD2023010600120,Pagedangan,15339,Pondok Butun,72211,5,7,iDLite
105,TRD2023010600095,Pagedangan,15339,Porang Paring,59172,3,5,iDLite
106,TRD2023010600170,Pagedangan,15339,Putat Jaya,60225,1,3,iDLite
107,TRD2023010600164,Pagedangan,15339,Ragajaya,16920,1,2,iDLite
108,TRD2023010600161,Pagedangan,15339,Rawa Sari,36125,2,4,iDLite
109,TRD2023010600169,Pagedangan,15339,Rawa Sari,36125,2,4,iDLite
110,TRD2023010600135,Pagedangan,15339,Rt33 Rw11,41361,1,3,iDLite
111,TRD2023010600148,Pagedangan,15339,Sabamban,74363,4,6,iDLite
112,TRD2023010600180,Pagedangan,15339,Sagulung Kota,29439,2,9,iDLite
113,TRD2023010600200,Pagedangan,15339,Sei/Sungai Alam,28711,6,8,iDLite
114,TRD2023010600194,Pagedangan,15339,Sei/Sungai Pasir Putih,29352,4,6,iDLite
115,TRD2023010600241,Pagedangan,15339,Sei Tarolat,21471,5,7,iDLite
116,TRD2023010600173,Pagedangan,15339,Selumit Pantai,77113,3,5,iDLite
117,TRD2023010600073,Pagedangan,15339,Setiamekar,17111,1,2,iDLite
118,TRD2023010600184,Pagedangan,15339,Sri Mulyo,35513,4,6,iDLite
119,TRD2023010600229,Pagedangan,15339,Sukanegara,31419,3,5,iDLite
120,TRD2023010600103,Pagedangan,15339,Sukasari,17530,2,9,iDLite
121,TRD2023010600165,Pagedangan,15339,Sungai Benteng,37482,5,7,iDLite
122,TRD2023010600086,Pagedangan,15339,Sungai Nangka,76114,2,3,iDLite
123,TRD2023010600104,Pagedangan,15339,Sungai Nangka,76114,2,3,iDLite
124,TRD2023010600159,Pagedangan,15339,Suwayuwo,67161,2,9,iDLite
125,TRD2023010600118,Pagedangan,15339,Talang Banjar,36123,2,4,iDLite
126,TRD2023010600163,Pagedangan,15339,Talang Banjar,36123,2,9,iDLite
127,TRD2023010600202,Pagedangan,15339,Talang Mulia/Mulya,29355,4,6,iDLite
128,TRD2023010600107,Pagedangan,15339,Talunjaya,41374,1,3,iDLite
129,TRD2023010600122,Pagedangan,15339,Taman Arum,63419,1,3,iDLite
130,TRD2023010600177,Pagedangan,15339,Tanjung Ayun Sakti,29124,2,9,iDLite
131,TRD2023010600178,Pagedangan,15339,Tanjung Ayun Sakti,29124,2,4,iDLite
132,TRD2023010600186,Pagedangan,15339,Tanjungratu,35452,2,9,iDLite
133,TRD2023010600187,Pagedangan,15339,Tanjung Senang,35136,1,3,iDLite
134,TRD2023010600252,Pagedangan,15339,Tuhemberua,22862,6,8,iDLite
135,TRD2023010600172,Pagedangan,15339,Tumbang Rungan,73111,3,5,iDLite
136,TRD2023010600191,Pagedangan,15339,Ujung Padang,23773,2,9,iDLite
137,TRD2023010600152,Pagedangan,15339,Wangunharja,40391,1,3,iDLite
138,TRD2023010600183,Pagedangan,15339,Way Urang,35551,4,6,iDLite
139,TRD2023010602657,Pagedangan,15339,Anduonohu,93231,2,9,iDLite
140,TRD2023010602648,Pagedangan,15339,Anrong Appaka,90612,4,6,iDLite
141,TRD2023010602726,Pagedangan,15339,Antang,90234,2,4,iDLite
142,TRD2023010602695,Pagedangan,15339,Asem Rowo,60182,1,3,iDLite
143,TRD2023010602710,Pagedangan,15339,Baban,69472,5,7,iDLite
144,TRD2023010602674,Pagedangan,15339,Bakalankrajan,65148,2,4,iDLite
145,TRD2023010602685,Pagedangan,15339,Balam Sempurna Kota,28992,2,9,iDLite
146,TRD2023010602718,Pagedangan,15339,Bale Kambang,13530,1,2,iDLite
147,TRD2023010602640,Pagedangan,15339,Bali Mester,13310,1,2,iDLite
148,TRD2023010602652,Pagedangan,15339,Baloi Permai,29431,2,4,iDLite
149,TRD2023010602663,Pagedangan,15339,Baloi Permai,29431,2,9,iDLite
150,TRD2023010602677,Pagedangan,15339,Bantuas,75253,2,4,iDLite
151,TRD2023010602756,Pagedangan,15339,Batang Beruh,22212,3,5,iDLite
152,TRD2023010602704,Pagedangan,15339,Batu Ampar,76136,2,3,iDLite
153,TRD2023010602637,Pagedangan,15339,Bintaro,12330,1,2,iDLite
154,TRD2023010602680,Pagedangan,15339,Blaran,63395,1,3,iDLite
155,TRD2023010602725,Pagedangan,15339,Bojongsari,45214,3,5,iDLite
156,TRD2023010602661,Pagedangan,15339,Bugis,77312,5,7,iDLite
157,TRD2023010602706,Pagedangan,15339,Bukit Duri,12840,1,2,iDLite
158,TRD2023010602689,Pagedangan,15339,Bukit Duri,12840,1,2,iDLite
159,TRD2023010602682,Pagedangan,15339,Bukit Pinang,75124,2,4,iDLite
160,TRD2023010602728,Pagedangan,15339,Bulu,52362,2,4,iDLite
161,TRD2023010602672,Pagedangan,15339,Bulusan,50277,1,3,iDLite
162,TRD2023010602679,Pagedangan,15339,Candi Wates,67157,2,9,iDLite
163,TRD2023010602727,Pagedangan,15339,Cideng,10150,1,2,iDLite
164,TRD2023010602696,Pagedangan,15339,Cigayam,46383,3,5,iDLite
165,TRD2023010602732,Pagedangan,15339,Cilandak Timur,12560,2,9,iDLite
166,TRD2023010602721,Pagedangan,15339,Cipaganti,40131,1,3,iDLite
167,TRD2023010602703,Pagedangan,15339,Delima,28291,2,4,iDLite
168,TRD2023010602636,Pagedangan,15339,Duren Sawit,13440,2,9,iDLite
169,TRD2023010602734,Pagedangan,15339,Duri Kepa,11510,1,2,iDLite
170,TRD2023010602711,Pagedangan,15339,Jatirahayu,17414,1,2,iDLite
171,TRD2023010602720,Pagedangan,15339,Jenetallasa,92161,2,9,iDLite
172,TRD2023010602733,Pagedangan,15339,Jerukagung,54381,2,9,iDLite
173,TRD2023010602671,Pagedangan,15339,Jiwut,66181,2,9,iDLite
174,TRD2023010602716,Pagedangan,15339,Kalibaru,16414,1,2,iDLite
175,TRD2023010602694,Pagedangan,15339,Keling,59454,3,5,iDLite
176,TRD2023010602691,Pagedangan,15339,Koja (Utara-Selatan),14210,2,9,iDLite
177,TRD2023010602692,Pagedangan,15339,Koja (Utara-Selatan),14210,2,9,iDLite
178,TRD2023010602743,Pagedangan,15339,Koto Tangah,26128,2,9,iDLite
179,TRD2023010602708,Pagedangan,15339,Kuala,79124,4,6,iDLite
180,TRD2023010602701,Pagedangan,15339,Kuin Besar,70655,2,9,iDLite
181,TRD2023010602724,Pagedangan,15339,Lamaru,76117,2,3,iDLite
182,TRD2023010602639,Pagedangan,15339,Lelea,45261,3,5,iDLite
183,TRD2023010602722,Pagedangan,15339,Lembang,92411,4,6,iDLite
184,TRD2023010602664,Pagedangan,15339,Lempake,75118,2,4,iDLite
185,TRD2023010602758,Pagedangan,15339,Lestari,21211,3,5,iDLite
186,TRD2023010602713,Pagedangan,15339,Lojajar,68281,3,5,iDLite
187,TRD2023010602642,Pagedangan,15339,Manaruwi,67153,2,4,iDLite
188,TRD2023010602707,Pagedangan,15339,Mattoangin,90224,2,4,iDLite
189,TRD2023010602735,Pagedangan,15339,Meruya Utara (Ilir),11620,1,2,iDLite
190,TRD2023010602723,Pagedangan,15339,Muara Pagatan Tengah,72273,5,7,iDLite
191,TRD2023010602667,Pagedangan,15339,Muaro/Muara Air Dua,37485,5,7,iDLite
192,TRD2023010602665,Pagedangan,15339,Ngaglik,65311,2,9,iDLite
193,TRD2023010602751,Pagedangan,15339,Padang Bindu,31626,2,9,iDLite
194,TRD2023010602731,Pagedangan,15339,Pakis,68419,3,5,iDLite
195,TRD2023010602702,Pagedangan,15339,Palaan,65164,2,9,iDLite
196,TRD2023010602699,Pagedangan,15339,Pantai Hurip,17610,1,2,iDLite
197,TRD2023010602757,Pagedangan,15339,Paya Tusam,20811,4,6,iDLite
198,TRD2023010602653,Pagedangan,15339,Pematang Pudu,28784,6,8,iDLite
199,TRD2023010602729,Pagedangan,15339,Prasung,61252,1,3,iDLite
200,TRD2023010602684,Pagedangan,15339,Rapak Lambur,75511,5,7,iDLite
201,TRD2023010602678,Pagedangan,15339,Rungkut Tengah,60293,1,3,iDLite
202,TRD2023010602655,Pagedangan,15339,Sabamban,74363,4,6,iDLite
203,TRD2023010602697,Pagedangan,15339,Sarwadadi,53281,2,9,iDLite
204,TRD2023010602670,Pagedangan,15339,Selumit Pantai,77113,2,9,iDLite
205,TRD2023010602669,Pagedangan,15339,Subang Mas,29483,2,4,iDLite
206,TRD2023010602638,Pagedangan,15339,Sukamanah,16830,2,9,iDLite
207,TRD2023010602651,Pagedangan,15339,Sumberjaya,45265,3,5,iDLite
208,TRD2023010602658,Pagedangan,15339,Sungai Sibam,28292,2,4,iDLite
209,TRD2023010602662,Pagedangan,15339,Tanjung Balai Karimun,29661,4,6,iDLite
210,TRD2023010602747,Pagedangan,15339,Tanjung Pinang,31471,2,9,iDLite
211,TRD2023010602675,Pagedangan,15339,Tirtakencana,37553,3,5,iDLite
212,TRD2023010602755,Pagedangan,15339,Tuhenakhe I,22816,2,9,iDLite
213,TRD2023010602687,Pagedangan,15339,Tumbang Rungan,73111,2,9,iDLite
214,TRD2023010602760,Pagedangan,15339,Tumori Balohili,22811,2,9,iDLite
215,TRD2023010602641,Pagedangan,15339,Utama,40521,1,3,iDLite
216,TRD2023010602650,Pagedangan,15339,Wanajaya,17520,2,9,iDLite
217,TRD2023010602700,Pagedangan,15339,Way Dadi,35131,1,3,iDLite
218,TRD2023010602715,Pagedangan,15339,West Cengkareng,11730,1,2,iDLite
219,TRD2023010700394,Pagedangan,15339,Abadijaya,16417,1,2,iDLite
220,TRD2023010700530,Pagedangan,15339,Antasari Hilir,71114,5,7,iDLite
221,TRD2023010700449,Pagedangan,15339,Arjosari,65126,2,4,iDLite
222,TRD2023010700430,Pagedangan,15339,Asem Rowo,60182,1,3,iDLite
223,TRD2023010700467,Pagedangan,15339,Baamang Barat,74312,2,9,iDLite
224,TRD2023010700303,Pagedangan,15339,Babakankaret,43211,3,5,iDLite
225,TRD2023010700357,Pagedangan,15339,Baciro,55225,1,3,iDLite
226,TRD2023010700316,Pagedangan,15339,Badak Anom,15560,1,2,iDLite
227,TRD2023010700450,Pagedangan,15339,Badas,64221,3,4,iDLite
228,TRD2023010700440,Pagedangan,15339,Bago,66218,3,5,iDLite
229,TRD2023010700511,Pagedangan,15339,Bajarum,74353,2,9,iDLite
230,TRD2023010700469,Pagedangan,15339,Bajarum,74353,2,9,iDLite
231,TRD2023010700333,Pagedangan,15339,Bale Kambang,13530,1,2,iDLite
232,TRD2023010700489,Pagedangan,15339,Baloi Permai,29431,2,4,iDLite
233,TRD2023010700524,Pagedangan,15339,Baloi Permai,29431,2,4,iDLite
234,TRD2023010700515,Pagedangan,15339,Baloi Permai,29431,2,9,iDLite
235,TRD2023010700497,Pagedangan,15339,Baloi Permai,29431,2,4,iDLite
236,TRD2023010700494,Pagedangan,15339,Baloi Permai,29431,2,4,iDLite
237,TRD2023010700514,Pagedangan,15339,Baloi Permai,29431,2,4,iDLite
238,TRD2023010700519,Pagedangan,15339,Baloi Permai,29431,2,4,iDLite
239,TRD2023010700404,Pagedangan,15339,Balokang,46312,1,3,iDLite
240,TRD2023010700359,Pagedangan,15339,Bambu Apus,13890,2,9,iDLite
241,TRD2023010700464,Pagedangan,15339,Bandar Kidul,64118,2,4,iDLite
242,TRD2023010700395,Pagedangan,15339,Bangka,12730,1,2,iDLite
243,TRD2023010700453,Pagedangan,15339,Bangoan,66229,2,9,iDLite
244,TRD2023010700439,Pagedangan,15339,Banjarejo,63137,2,3,iDLite
245,TRD2023010700410,Pagedangan,15339,Bantar,53457,3,5,iDLite
246,TRD2023010700403,Pagedangan,15339,Bantarjati,16153,1,2,iDLite
247,TRD2023010700418,Pagedangan,15339,Banyumeneng,59567,2,4,iDLite
248,TRD2023010700460,Pagedangan,15339,Barabai Darat,71315,4,5,iDLite
249,TRD2023010700426,Pagedangan,15339,Bareng,65116,2,4,iDLite
250,TRD2023010700513,Pagedangan,15339,Baru,74113,2,9,iDLite
251,TRD2023010700475,Pagedangan,15339,Baru Ilir,76131,2,3,iDLite
252,TRD2023010700487,Pagedangan,15339,Baru Ilir,76131,2,9,iDLite
253,TRD2023010700381,Pagedangan,15339,Baru Sri Menanti,37152,3,5,iDLite
254,TRD2023010700463,Pagedangan,15339,Basirih Selatan,70245,2,3,iDLite
255,TRD2023010700482,Pagedangan,15339,Batu Ampar,76136,2,3,iDLite
256,TRD2023010700466,Pagedangan,15339,Batulicin,72271,5,7,iDLite
257,TRD2023010700323,Pagedangan,15339,Baturuyuk,45453,2,4,iDLite
258,TRD2023010700296,Pagedangan,15339,Beji,16421,1,2,iDLite
259,TRD2023010700389,Pagedangan,15339,Beji,16431,1,2,iDLite
260,TRD2023010700478,Pagedangan,15339,Belimbing,75313,5,7,iDLite
261,TRD2023010700327,Pagedangan,15339,Bendungan Hilir,10210,1,2,iDLite
262,TRD2023010700353,Pagedangan,15339,Bendungan Hilir,10210,2,9,iDLite
263,TRD2023010700528,Pagedangan,15339,Benua Hanyar (Banua Hanyar),70654,3,5,iDLite
264,TRD2023010700383,Pagedangan,15339,Berkoh,53146,2,9,iDLite
265,TRD2023010700512,Pagedangan,15339,Bintan Buyu,29133,3,5,iDLite
266,TRD2023010700416,Pagedangan,15339,Bojong Kulur,16969,2,9,iDLite
267,TRD2023010700396,Pagedangan,15339,Bojong Kulur,16969,2,9,iDLite
268,TRD2023010700340,Pagedangan,15339,Bojong Menteng,17117,1,2,iDLite
269,TRD2023010700331,Pagedangan,15339,Bojongsari,40288,1,3,iDLite
270,TRD2023010700390,Pagedangan,15339,Bojongsari Baru,16516,2,9,iDLite
271,TRD2023010700479,Pagedangan,15339,Bugis,77312,5,7,iDLite
272,TRD2023010700306,Pagedangan,15339,Bukit Duri,12840,1,2,iDLite
273,TRD2023010700315,Pagedangan,15339,Bukit Duri,12840,1,2,iDLite
274,TRD2023010700444,Pagedangan,15339,Bulak Banteng,60127,1,3,iDLite
275,TRD2023010700421,Pagedangan,15339,Bulangkulon,61172,2,9,iDLite
276,TRD2023010700427,Pagedangan,15339,Bulu,52362,2,9,iDLite
277,TRD2023010700412,Pagedangan,15339,Bulustalan,50246,1,3,iDLite
278,TRD2023010700308,Pagedangan,15339,Bumiayu,38216,2,9,iDLite
279,TRD2023010700509,Pagedangan,15339,Bumi Raya,35228,2,9,iDLite
280,TRD2023010700420,Pagedangan,15339,Cacaban,56121,1,3,iDLite
281,TRD2023010700310,Pagedangan,15339,Cempaka Putih Barat,10520,1,2,iDLite
282,TRD2023010700348,Pagedangan,15339,Cengkong,41373,2,9,iDLite
283,TRD2023010700362,Pagedangan,15339,Cengkong,41373,1,3,iDLite
284,TRD2023010700411,Pagedangan,15339,Cibadak,16166,1,2,iDLite
285,TRD2023010700372,Pagedangan,15339,Cicadas,40121,1,3,iDLite
286,TRD2023010700366,Pagedangan,15339,Cideng,10150,1,2,iDLite
287,TRD2023010700376,Pagedangan,15339,Cikole,43113,2,4,iDLite
288,TRD2023010700297,Pagedangan,15339,Cilandak Barat,12430,1,2,iDLite
289,TRD2023010700337,Pagedangan,15339,Cilandak Barat,12430,1,2,iDLite
290,TRD2023010700343,Pagedangan,15339,Cilandak Timur,12560,1,2,iDLite
291,TRD2023010700354,Pagedangan,15339,Cilandak Timur,12560,1,2,iDLite
292,TRD2023010700312,Pagedangan,15339,Cilebut Barat,16710,2,9,iDLite
293,TRD2023010700290,Pagedangan,15339,Cimulang,16310,2,9,iDLite
294,TRD2023010700295,Pagedangan,15339,Ciomas Rahayu,16610,2,9,iDLite
295,TRD2023010700360,Pagedangan,15339,Ciomas Rahayu,16610,2,9,iDLite
296,TRD2023010700370,Pagedangan,15339,Cipadung,40614,1,3,iDLite
297,TRD2023010700358,Pagedangan,15339,Cipamokolan,40262,2,9,iDLite
298,TRD2023010700361,Pagedangan,15339,Cipete Utara,12150,1,2,iDLite
299,TRD2023010700385,Pagedangan,15339,Cipeundeuy,40558,1,3,iDLite
300,TRD2023010700292,Pagedangan,15339,Cipondoh,15148,1,2,iDLite
301,TRD2023010700289,Pagedangan,15339,Curug,41371,2,9,iDLite
302,TRD2023010700287,Pagedangan,15339,Curug,41371,1,3,iDLite
303,TRD2023010700373,Pagedangan,15339,Curug Kulon,15810,2,9,iDLite
304,TRD2023010700446,Pagedangan,15339,Dapur Kejambon,61419,2,4,iDLite
305,TRD2023010700432,Pagedangan,15339,Darmo,60241,1,3,iDLite
306,TRD2023010700317,Pagedangan,15339,Desa Bojongraharja,43157,2,9,iDLite
307,TRD2023010700442,Pagedangan,15339,Diwek,61471,2,4,iDLite
308,TRD2023010700346,Pagedangan,15339,Drajat,45133,1,3,iDLite
309,TRD2023010700399,Pagedangan,15339,Dukuh,16630,2,9,iDLite
310,TRD2023010700443,Pagedangan,15339,Dukuh Menanggal,60234,2,9,iDLite
311,TRD2023010700405,Pagedangan,15339,Dukuh Ringin (Dukuhwringin),52419,2,9,iDLite
312,TRD2023010700367,Pagedangan,15339,Duri Kepa,11510,1,2,iDLite
313,TRD2023010700344,Pagedangan,15339,Dusun Bangko,37313,2,9,iDLite
314,TRD2023010700437,Pagedangan,15339,Gebang Putih,60117,1,3,iDLite
315,TRD2023010700452,Pagedangan,15339,Gedongboyo Untung,62252,3,5,iDLite
316,TRD2023010700329,Pagedangan,15339,Gedongkiwo,55142,1,3,iDLite
317,TRD2023010700431,Pagedangan,15339,Gemah,50248,1,3,iDLite
318,TRD2023010700387,Pagedangan,15339,Gemblegan,57438,2,9,iDLite
319,TRD2023010700369,Pagedangan,15339,Gembong,15610,1,2,iDLite
320,TRD2023010700419,Pagedangan,15339,Gemuruh,53372,2,4,iDLite
321,TRD2023010700392,Pagedangan,15339,Glodok,11120,1,2,iDLite
322,TRD2023010700322,Pagedangan,15339,Grogol,11450,1,2,iDLite
323,TRD2023010700334,Pagedangan,15339,Grogol,11450,1,2,iDLite
324,TRD2023010700352,Pagedangan,15339,Grogol,11450,2,9,iDLite
325,TRD2023010700531,Pagedangan,15339,Guntung Paikat,70713,2,4,iDLite
326,TRD2023010700371,Pagedangan,15339,Harapan Baru,17123,1,2,iDLite
327,TRD2023010700397,Pagedangan,15339,Harapan Baru,17123,1,2,iDLite
328,TRD2023010700402,Pagedangan,15339,Harapan Baru,17123,1,2,iDLite
329,TRD2023010700300,Pagedangan,15339,Harapan Baru,17123,1,2,iDLite
330,TRD2023010700384,Pagedangan,15339,Jaka Mulya,17146,1,2,iDLite
331,TRD2023010700298,Pagedangan,15339,Jangga Aur,36656,2,9,iDLite
332,TRD2023010700351,Pagedangan,15339,Jaticempaka,13620,1,2,iDLite
333,TRD2023010700368,Pagedangan,15339,Jatikarya,17435,1,2,iDLite
334,TRD2023010700406,Pagedangan,15339,Jatirahayu,17414,1,2,iDLite
335,TRD2023010700286,Pagedangan,15339,Jurang Mangu Barat,15223,1,2,iDLite
336,TRD2023010700318,Pagedangan,15339,Kalibaru,16414,2,9,iDLite
337,TRD2023010700401,Pagedangan,15339,Kalibaru,16414,1,2,iDLite
338,TRD2023010700305,Pagedangan,15339,Kalideres,11840,2,9,iDLite
339,TRD2023010700448,Pagedangan,15339,Kambeng,63463,1,3,iDLite
340,TRD2023010700468,Pagedangan,15339,Kandangan,60199,2,9,iDLite
