No,shipment_order_no,origin_subdistrict_name,origin_postal_code,destination_subdistrict_name,destination_postal_code,min_duration,max_duration,rate_code
32,TRD2022122700512,Pagedangan,15339,Manado Tua Satu,95231,2,3,REG23
33,TRD2022122700579,Pagedangan,15339,Manado Tua Satu,95231,2,3,REG23
34,TRD2022122700519,Pagedangan,15339,Mangkio Baru,94711,3,5,REG23
35,TRD2022122700465,Pagedangan,15339,Sabamban,74363,5,7,REG23
36,TRD2022122700555,Pagedangan,15339,Sabamban,74363,5,7,REG23
37,TRD2022122700567,Pagedangan,15339,Sario Kotabaru,95115,2,3,REG23
38,TRD2022122700572,Pagedangan,15339,Sario Kotabaru,95115,2,3,REG23
39,TRD2022122700488,Pagedangan,15339,Sekip Jaya,30114,1,2,REG23
40,TRD2022122700425,Pagedangan,15339,Sekumpul,70619,3,5,REG23
41,TRD2022122700498,Pagedangan,15339,Tallulolo,91835,3,5,REG23
42,TRD2022122700489,Pagedangan,15339,Tanamodindi,94111,2,3,REG23
43,TRD2022122700549,Pagedangan,15339,Titiwungen Utara,95113,2,3,REG23
44,TRD2022122700542,Pagedangan,15339,Titiwungen Utara,95113,2,3,REG23
45,TRD2022122700487,Pagedangan,15339,Wawolatoma,93461,5,7,REG23
46,TRD2022122902488,Pagedangan,15339,Arui,98861,6,9,REG23
47,TRD2022122902498,Pagedangan,15339,Bintuni Timur,98364,6,9,REG23
48,TRD2022122902457,Pagedangan,15339,Kwawor Kecil Wawa,97592,10,1,REG23
49,TRD2022122902490,Pagedangan,15339,Mbuwa,99910,6,9,REG23
50,TRD2022122902492,Pagedangan,15339,Mbuwa,99910,6,9,REG23
51,TRD2022122902482,Pagedangan,15339,Mbuwa,99910,6,9,REG23
52,TRD2022122902486,Pagedangan,15339,Nembukrang Sari (Nimbokrang Sari),99362,6,9,REG23
53,TRD2022122902456,Pagedangan,15339,Sneraner (Sneremer),98359,6,9,REG23
54,TRD2023010200886,Pagedangan,15339,Dragan,57331,3,6,REG23
55,TRD2023010201171,Pagedangan,15339,Sungai Rasau,78353,5,7,REG23
56,TRD2023010201193,Pagedangan,15339,Sungai Rasau,78353,5,7,REG23
57,TRD2023010201063,Pagedangan,15339,Sungai Rasau,78353,5,7,REG23
58,TRD2023010201191,Pagedangan,15339,Sungai Rasau,78353,5,7,REG23
59,TRD2023010201183,Pagedangan,15339,Sungai Rasau,78353,5,7,REG23
60,TRD2023010201943,Pagedangan,15339,Nan IV Bawauah,27681,3,6,REG23
61,TRD2023010202364,Pagedangan,15339,Abung Jayo,34581,3,6,REG23
62,TRD2023010202281,Pagedangan,15339,Abung Jayo,34581,3,6,REG23
63,TRD2023010202255,Pagedangan,15339,Bandar Baru,23126,1,2,REG23
64,TRD2023010202269,Pagedangan,15339,Bandar Baru,23126,1,2,REG23
65,TRD2023010202242,Pagedangan,15339,Beringin Raya,35158,1,2,REG23
66,TRD2023010202257,Pagedangan,15339,Blang Poroh,24263,3,6,REG23
67,TRD2023010202275,Pagedangan,15339,Datar Luas,23654,2,3,REG23
68,TRD2023010202237,Pagedangan,15339,Daulat (Gampong Daulat),24416,2,3,REG23
69,TRD2023010202279,Pagedangan,15339,Gampong Baro,24374,3,6,REG23
70,TRD2023010202252,Pagedangan,15339,Geuceu Komplek,23239,1,2,REG23
71,TRD2023010202341,Pagedangan,15339,Jatibaru,35361,3,6,REG23
72,TRD2023010202299,Pagedangan,15339,Karya Bakti,23893,10,1,REG23
73,TRD2023010202313,Pagedangan,15339,Karya Bakti,23893,10,1,REG23
74,TRD2023010202371,Pagedangan,15339,Kulim,28286,1,2,REG23
75,TRD2023010202456,Pagedangan,15339,Kulim,28286,1,2,REG23
76,TRD2023010202312,Pagedangan,15339,Kulim,28286,1,2,REG23
77,TRD2023010202321,Pagedangan,15339,Kulim,28286,1,2,REG23
78,TRD2023010202386,Pagedangan,15339,Kulim,28286,1,2,REG23
79,TRD2023010202368,Pagedangan,15339,Kulim,28286,1,2,REG23
80,TRD2023010202382,Pagedangan,15339,Laboi Jaya,28463,3,6,REG23
81,TRD2023010202375,Pagedangan,15339,Laboi Jaya,28463,3,6,REG23
82,TRD2023010202352,Pagedangan,15339,Lelabu,24552,3,6,REG23
83,TRD2023010202322,Pagedangan,15339,Lelabu,24552,3,6,REG23
84,TRD2023010202327,Pagedangan,15339,Lelabu,24552,3,6,REG23
85,TRD2023010202304,Pagedangan,15339,Minas Jaya,28685,2,3,REG23
86,TRD2023010202303,Pagedangan,15339,Minas Jaya,28685,2,3,REG23
87,TRD2023010202272,Pagedangan,15339,Neusu Aceh,23244,1,2,REG23
88,TRD2023010202250,Pagedangan,15339,Neusu Aceh,23244,1,2,REG23
89,TRD2023010202301,Pagedangan,15339,Neusu Aceh,23244,1,2,REG23
90,TRD2023010202231,Pagedangan,15339,Neusu Aceh,23244,1,2,REG23
91,TRD2023010202372,Pagedangan,15339,Pante Paku,24261,3,6,REG23
92,TRD2023010202265,Pagedangan,15339,Pante Paku,24261,3,6,REG23
93,TRD2023010202238,Pagedangan,15339,Paya Bumbung,24785,2,3,REG23
94,TRD2023010202283,Pagedangan,15339,Payung Sekaki,28558,3,6,REG23
95,TRD2023010202285,Pagedangan,15339,Perhentianmarpoyan,28125,1,2,REG23
96,TRD2023010202383,Pagedangan,15339,Perhentianmarpoyan,28125,1,2,REG23
97,TRD2023010202380,Pagedangan,15339,Perhentianmarpoyan,28125,1,2,REG23
98,TRD2023010202420,Pagedangan,15339,Perhentianmarpoyan,28125,1,2,REG23
99,TRD2023010202330,Pagedangan,15339,Rambah Baru,28565,3,6,REG23
100,TRD2023010202366,Pagedangan,15339,Suka Jadi Makmur,24415,2,3,REG23
101,TRD2023010202370,Pagedangan,15339,Sukajawa,35151,1,2,REG23
102,TRD2023010202274,Pagedangan,15339,Sungai Paus Firdaus,24410,2,3,REG23
103,TRD2023010202235,Pagedangan,15339,Sungai Paus Firdaus,24410,2,3,REG23
104,TRD2023010202241,Pagedangan,15339,Sungai Paus Firdaus,24410,2,3,REG23
105,TRD2023010202329,Pagedangan,15339,Teluk Merbau,28991,10,1,REG23
106,TRD2023010202310,Pagedangan,15339,Teluk Sono,28559,3,6,REG23
107,TRD2023010202302,Pagedangan,15339,Teluk Sono,28559,3,6,REG23
108,TRD2023010202248,Pagedangan,15339,Tingkem Asli,24581,3,6,REG23
109,TRD2023010202253,Pagedangan,15339,Tunggal Warga,34682,2,3,REG23
110,TRD2023010202343,Pagedangan,15339,Tunggal Warga,34682,2,3,REG23
111,TRD2023010202306,Pagedangan,15339,Wonomarto,34511,3,6,REG23
112,TRD2023010202489,Pagedangan,15339,Aketernate,97557,10,1,REG23
113,TRD2023010202552,Pagedangan,15339,Aketernate,97557,10,1,REG23
114,TRD2023010202486,Pagedangan,15339,Bula,97555,10,1,REG23
115,TRD2023010202568,Pagedangan,15339,Bula,97555,10,1,REG23
116,TRD2023010202537,Pagedangan,15339,Bula,97555,10,1,REG23
117,TRD2023010202570,Pagedangan,15339,Kau/Kou (Kow),97793,5,7,REG23
118,TRD2023010202580,Pagedangan,15339,Kello (Kelo),97792,5,7,REG23
119,TRD2023010202531,Pagedangan,15339,Kilon,97463,10,1,REG23
120,TRD2023010202681,Pagedangan,15339,Kramat 2 (Keramat),84252,10,1,REG23
121,TRD2023010202683,Pagedangan,15339,Lanci Jaya,84253,3,6,REG23
122,TRD2023010202511,Pagedangan,15339,Marantutul,97464,10,1,REG23
123,TRD2023010202512,Pagedangan,15339,Marantutul,97464,10,1,REG23
124,TRD2023010202539,Pagedangan,15339,Marantutul,97464,10,1,REG23
125,TRD2023010202640,Pagedangan,15339,Marantutul,97464,10,1,REG23
126,TRD2023010202478,Pagedangan,15339,Nomaha,97454,10,1,REG23
127,TRD2023010202613,Pagedangan,15339,Nomaha,97454,10,1,REG23
128,TRD2023010202535,Pagedangan,15339,Nomaha,97454,10,1,REG23
129,TRD2023010202691,Pagedangan,15339,Oi Saro,84191,10,1,REG23
130,TRD2023010202636,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
131,TRD2023010202667,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
132,TRD2023010202571,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
133,TRD2023010202599,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
134,TRD2023010202602,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
135,TRD2023010202572,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
136,TRD2023010202630,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
137,TRD2023010202612,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
138,TRD2023010202623,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
139,TRD2023010202654,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
140,TRD2023010202639,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
141,TRD2023010202650,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
142,TRD2023010202555,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
143,TRD2023010202559,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
144,TRD2023010202606,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
145,TRD2023010202615,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
146,TRD2023010202862,Pagedangan,15339,Agapo,98766,6,9,REG23
147,TRD2023010202937,Pagedangan,15339,Atouda,98764,6,9,REG23
148,TRD2023010202928,Pagedangan,15339,Atouda,98764,6,9,REG23
149,TRD2023010202855,Pagedangan,15339,Bengguin Progo,99357,6,9,REG23
150,TRD2023010202950,Pagedangan,15339,Bengguin Progo,99357,6,9,REG23
151,TRD2023010202733,Pagedangan,15339,Bioba Baru (Barutaen),85364,10,1,REG23
152,TRD2023010202872,Pagedangan,15339,Birak,99777,10,1,REG23
153,TRD2023010202846,Pagedangan,15339,Birak,99777,10,1,REG23
154,TRD2023010202889,Pagedangan,15339,Birak,99777,10,1,REG23
155,TRD2023010202841,Pagedangan,15339,Bomakia Satu (I),99663,6,9,REG23
156,TRD2023010202976,Pagedangan,15339,Fakafuku,99964,6,9,REG23
157,TRD2023010202938,Pagedangan,15339,Holmafen (Holmafem),99373,6,9,REG23
158,TRD2023010202935,Pagedangan,15339,Holmafen (Holmafem),99373,6,9,REG23
159,TRD2023010202833,Pagedangan,15339,Hulnani,85851,10,1,REG23
160,TRD2023010202748,Pagedangan,15339,Hulnani,85851,10,1,REG23
161,TRD2023010202782,Pagedangan,15339,Hulnani,85851,10,1,REG23
162,TRD2023010202755,Pagedangan,15339,Jinoni (Jinonin),99967,6,9,REG23
163,TRD2023010202954,Pagedangan,15339,Kalomdol (Kalondoi),99573,6,9,REG23
164,TRD2023010202795,Pagedangan,15339,Kalomdol (Kalondoi),99573,6,9,REG23
165,TRD2023010202875,Pagedangan,15339,Kopaidagi,98711,6,9,REG23
166,TRD2023010202861,Pagedangan,15339,Kuler (Tunas Baru),99616,6,9,REG23
167,TRD2023010202911,Pagedangan,15339,Kuler (Tunas Baru),99616,6,9,REG23
168,TRD2023010202915,Pagedangan,15339,Kuler (Tunas Baru),99616,6,9,REG23
169,TRD2023010202901,Pagedangan,15339,Kuler (Tunas Baru),99616,6,9,REG23
170,TRD2023010202817,Pagedangan,15339,Kuler (Tunas Baru),99616,6,9,REG23
171,TRD2023010202977,Pagedangan,15339,Kuler (Tunas Baru),99616,6,9,REG23
172,TRD2023010202948,Pagedangan,15339,Kuler (Tunas Baru),99616,6,9,REG23
173,TRD2023010202968,Pagedangan,15339,Kuler (Tunas Baru),99616,6,9,REG23
174,TRD2023010202757,Pagedangan,15339,Kwadeware (Kanda),99358,6,9,REG23
175,TRD2023010202927,Pagedangan,15339,Mabua / Mabou,98854,6,9,REG23
176,TRD2023010202838,Pagedangan,15339,Matawai Maringu,87171,10,1,REG23
177,TRD2023010202876,Pagedangan,15339,Mbruwandi (Bruwandi),98161,6,9,REG23
178,TRD2023010202945,Pagedangan,15339,Mbuwa,99910,6,9,REG23
179,TRD2023010202825,Pagedangan,15339,Mbuwa,99910,6,9,REG23
180,TRD2023010202944,Pagedangan,15339,Mbuwa,99910,6,9,REG23
181,TRD2023010202916,Pagedangan,15339,Mbuwa,99910,6,9,REG23
182,TRD2023010202973,Pagedangan,15339,Mbuwa,99910,6,9,REG23
183,TRD2023010202924,Pagedangan,15339,Mbuwa,99910,6,9,REG23
184,TRD2023010202959,Pagedangan,15339,Mbuwa,99910,6,9,REG23
185,TRD2023010202958,Pagedangan,15339,Mbuwa,99910,6,9,REG23
186,TRD2023010202814,Pagedangan,15339,Mbuwa,99910,6,9,REG23
187,TRD2023010202926,Pagedangan,15339,Mbuwa,99910,6,9,REG23
188,TRD2023010202943,Pagedangan,15339,Mbuwa,99910,6,9,REG23
189,TRD2023010202858,Pagedangan,15339,Mbuwa,99910,6,9,REG23
190,TRD2023010202788,Pagedangan,15339,Pagaluk,99557,6,9,REG23
191,TRD2023010202881,Pagedangan,15339,Parauto,98853,6,9,REG23
192,TRD2023010202966,Pagedangan,15339,Sereh,99352,6,9,REG23
193,TRD2023010202970,Pagedangan,15339,Sereh,99352,6,9,REG23
194,TRD2023010202971,Pagedangan,15339,Sereh,99352,6,9,REG23
195,TRD2023010202887,Pagedangan,15339,Sereh,99352,6,9,REG23
196,TRD2023010202931,Pagedangan,15339,Sereh,99352,6,9,REG23
197,TRD2023010202920,Pagedangan,15339,Sereh,99352,6,9,REG23
198,TRD2023010202895,Pagedangan,15339,Sereh,99352,6,9,REG23
199,TRD2023010202850,Pagedangan,15339,Sereh,99352,6,9,REG23
200,TRD2023010202900,Pagedangan,15339,Sereh,99352,6,9,REG23
201,TRD2023010202918,Pagedangan,15339,Sereh,99352,6,9,REG23
202,TRD2023010202930,Pagedangan,15339,Sereh,99352,6,9,REG23
203,TRD2023010202949,Pagedangan,15339,Sereh,99352,6,9,REG23
204,TRD2023010202962,Pagedangan,15339,Sereh,99352,6,9,REG23
205,TRD2023010202972,Pagedangan,15339,Sereh,99352,6,9,REG23
206,TRD2023010202956,Pagedangan,15339,Sereh,99352,6,9,REG23
207,TRD2023010202925,Pagedangan,15339,Sereh,99352,6,9,REG23
208,TRD2023010202922,Pagedangan,15339,Sereh,99352,6,9,REG23
209,TRD2023010202942,Pagedangan,15339,Sereh,99352,6,9,REG23
210,TRD2023010202797,Pagedangan,15339,Susu Wendewa,87258,10,1,REG23
211,TRD2023010202888,Pagedangan,15339,Tablasupa,99353,6,9,REG23
212,TRD2023010202843,Pagedangan,15339,Tamanapui,85871,10,1,REG23
213,TRD2023010202793,Pagedangan,15339,Tamanapui,85871,10,1,REG23
214,TRD2023010202934,Pagedangan,15339,Ureifasei Satu (I),98261,10,1,REG23
215,TRD2023010202857,Pagedangan,15339,Ureifasei Satu (I),98261,10,1,REG23
216,TRD2023010202892,Pagedangan,15339,Ureifasei Satu (I),98261,10,1,REG23
217,TRD2023010202917,Pagedangan,15339,Uskwar,99468,6,9,REG23
218,TRD2023010202880,Pagedangan,15339,Waghai (Bhakti),99661,6,9,REG23
219,TRD2023010202960,Pagedangan,15339,Wanampompi,98255,6,9,REG23
220,TRD2023010202910,Pagedangan,15339,Yarmukum,98911,6,9,REG23
221,TRD2023010202904,Pagedangan,15339,Yokiwa,99359,6,9,REG23
222,TRD2023010203040,Pagedangan,15339,Bintuni Timur,98364,6,9,REG23
223,TRD2023010203039,Pagedangan,15339,Bintuni Timur,98364,6,9,REG23
224,TRD2023010203025,Pagedangan,15339,Bintuni Timur,98364,6,9,REG23
225,TRD2023010202987,Pagedangan,15339,Bintuni Timur,98364,6,9,REG23
226,TRD2023010202988,Pagedangan,15339,Bintuni Timur,98364,6,9,REG23
227,TRD2023010203017,Pagedangan,15339,Bintuni Timur,98364,6,9,REG23
228,TRD2023010203023,Pagedangan,15339,Birak,99777,10,1,REG23
229,TRD2023010203050,Pagedangan,15339,Birak,99777,10,1,REG23
230,TRD2023010203096,Pagedangan,15339,Degen,98661,6,9,REG23
231,TRD2023010203075,Pagedangan,15339,Fakafuku,99964,6,9,REG23
232,TRD2023010203097,Pagedangan,15339,Holmafen (Holmafem),99373,6,9,REG23
233,TRD2023010203038,Pagedangan,15339,Holmafen (Holmafem),99373,6,9,REG23
234,TRD2023010203063,Pagedangan,15339,Igmbai (Igembai/Imbeisba),98355,6,9,REG23
235,TRD2023010203029,Pagedangan,15339,Igmbai (Igembai/Imbeisba),98355,6,9,REG23
236,TRD2023010203056,Pagedangan,15339,Imbeisaba,98354,6,9,REG23
237,TRD2023010202983,Pagedangan,15339,Kambala,98656,6,9,REG23
238,TRD2023010203109,Pagedangan,15339,Kau/Kou (Kow),97793,5,7,REG23
239,TRD2023010203037,Pagedangan,15339,Kladuk,98454,6,9,REG23
240,TRD2023010203005,Pagedangan,15339,Kladuk,98454,6,9,REG23
241,TRD2023010203110,Pagedangan,15339,Kladuk,98454,6,9,REG23
242,TRD2023010203006,Pagedangan,15339,Klasbon,98362,6,9,REG23
243,TRD2023010203104,Pagedangan,15339,Klasbon,98362,6,9,REG23
244,TRD2023010202990,Pagedangan,15339,Klasbon,98362,6,9,REG23
245,TRD2023010203100,Pagedangan,15339,Kuler (Tunas Baru),99616,6,9,REG23
246,TRD2023010203084,Pagedangan,15339,Kuler (Tunas Baru),99616,6,9,REG23
247,TRD2023010203067,Pagedangan,15339,Kwadeware (Kanda),99358,6,9,REG23
248,TRD2023010203073,Pagedangan,15339,Marantutul,97464,10,1,REG23
249,TRD2023010203027,Pagedangan,15339,Mbruwandi (Bruwandi),98161,6,9,REG23
250,TRD2023010203076,Pagedangan,15339,Mbuwa,99910,6,9,REG23
251,TRD2023010203064,Pagedangan,15339,Mbuwa,99910,6,9,REG23
252,TRD2023010203119,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
253,TRD2023010203030,Pagedangan,15339,Sawai Itepo,97853,5,7,REG23
254,TRD2023010203015,Pagedangan,15339,Sereh,99352,6,9,REG23
255,TRD2023010203028,Pagedangan,15339,Sneraner (Sneremer),98359,6,9,REG23
256,TRD2023010202995,Pagedangan,15339,Sneraner (Sneremer),98359,6,9,REG23
257,TRD2023010203004,Pagedangan,15339,Sneraner (Sneremer),98359,6,9,REG23
258,TRD2023010203002,Pagedangan,15339,Sneraner (Sneremer),98359,6,9,REG23
259,TRD2023010203107,Pagedangan,15339,Taa,84261,10,1,REG23
260,TRD2023010203113,Pagedangan,15339,Tesha,98662,6,9,REG23
261,TRD2023010203101,Pagedangan,15339,Wanampompi,98255,6,9,REG23
262,TRD2023010205152,Pagedangan,15339,Antapani Tengah,40291,1,2,REG23
263,TRD2023010205130,Pagedangan,15339,Arjasari,45257,3,6,REG23
264,TRD2023010205155,Pagedangan,15339,Bantarjati,16153,1,2,REG23
265,TRD2023010205139,Pagedangan,15339,Bantarsoka,53133,2,3,REG23
266,TRD2023010205149,Pagedangan,15339,Baranangsiang,16143,1,2,REG23
267,TRD2023010205133,Pagedangan,15339,Beji,16421,1,2,REG23
268,TRD2023010205144,Pagedangan,15339,Beji,16421,1,2,REG23
269,TRD2023010205162,Pagedangan,15339,Bintara,17134,1,2,REG23
270,TRD2023010205185,Pagedangan,15339,Bobi Singo,97761,5,7,REG23
271,TRD2023010205183,Pagedangan,15339,Bojong Kulur,16969,1,2,REG23
272,TRD2023010205174,Pagedangan,15339,Bojong Menteng,17117,1,2,REG23
273,TRD2023010205167,Pagedangan,15339,Bojongsari,45214,2,3,REG23
274,TRD2023010205158,Pagedangan,15339,Bojongsari,45214,2,3,REG23
275,TRD2023010205147,Pagedangan,15339,Bulusan,50277,1,2,REG23
276,TRD2023010205182,Pagedangan,15339,Caringin,40212,1,2,REG23
277,TRD2023010205151,Pagedangan,15339,Cibaduyut,40236,1,2,REG23
278,TRD2023010205168,Pagedangan,15339,Cibaduyut Kidul,40239,1,2,REG23
279,TRD2023010205142,Pagedangan,15339,Cibinong,16911,1,2,REG23
280,TRD2023010205186,Pagedangan,15339,Cibiru Hilir,40626,1,2,REG23
281,TRD2023010205135,Pagedangan,15339,Cibiru Hilir,40626,1,2,REG23
282,TRD2023010205188,Pagedangan,15339,Cicadas,40121,1,2,REG23
283,TRD2023010205127,Pagedangan,15339,Cilangkap,16458,1,2,REG23
284,TRD2023010205134,Pagedangan,15339,Cimuncang,44113,2,3,REG23
285,TRD2023010205157,Pagedangan,15339,Cingcin,40914,1,2,REG23
286,TRD2023010205180,Pagedangan,15339,Dgandasuli (Gandasuli),97791,5,7,REG23
287,TRD2023010205176,Pagedangan,15339,Dgandasuli (Gandasuli),97791,5,7,REG23
288,TRD2023010205170,Pagedangan,15339,Dgandasuli (Gandasuli),97791,5,7,REG23
289,TRD2023010205172,Pagedangan,15339,Dgandasuli (Gandasuli),97791,5,7,REG23
290,TRD2023010205129,Pagedangan,15339,Dgandasuli (Gandasuli),97791,5,7,REG23
291,TRD2023010205165,Pagedangan,15339,Dgandasuli (Gandasuli),97791,5,7,REG23
292,TRD2023010205153,Pagedangan,15339,Gantiwarno,57716,2,3,REG23
293,TRD2023010205161,Pagedangan,15339,Jatimekar,17422,1,2,REG23
294,TRD2023010205173,Pagedangan,15339,Jatipamor,45459,3,6,REG23
295,TRD2023010205137,Pagedangan,15339,Jatirahayu,17414,1,2,REG23
296,TRD2023010205175,Pagedangan,15339,Kersamanah,44185,3,6,REG23
297,TRD2023010205143,Pagedangan,15339,Majasetra,40382,2,3,REG23
298,TRD2023010205179,Pagedangan,15339,Margabakti,46196,2,3,REG23
299,TRD2023010205156,Pagedangan,15339,Margacinta,46393,3,6,REG23
300,TRD2023010205148,Pagedangan,15339,Margajaya,16116,1,2,REG23
301,TRD2023010205159,Pagedangan,15339,Margalaksana,45311,2,3,REG23
302,TRD2023010205171,Pagedangan,15339,Mekarsari,16452,1,2,REG23
303,TRD2023010205160,Pagedangan,15339,Mekarsari,16452,1,2,REG23
304,TRD2023010205187,Pagedangan,15339,Mekarsari,44187,3,6,REG23
305,TRD2023010205164,Pagedangan,15339,Muara Sanding,44119,2,3,REG23
306,TRD2023010205136,Pagedangan,15339,Nagasari,41314,1,2,REG23
307,TRD2023010205141,Pagedangan,15339,Pangaur,16670,1,2,REG23
308,TRD2023010205163,Pagedangan,15339,Pantai Hurip,17610,1,2,REG23
309,TRD2023010205150,Pagedangan,15339,Panyindangan,41167,3,6,REG23
310,TRD2023010205189,Pagedangan,15339,Pasir Impun,40191,1,2,REG23
311,TRD2023010205154,Pagedangan,15339,Pediwang (Pidiwang),97764,5,7,REG23
312,TRD2023010205131,Pagedangan,15339,Pediwang (Pidiwang),97764,5,7,REG23
313,TRD2023010205169,Pagedangan,15339,Pediwang (Pidiwang),97764,5,7,REG23
314,TRD2023010205146,Pagedangan,15339,Pediwang (Pidiwang),97764,5,7,REG23
315,TRD2023010205138,Pagedangan,15339,Pegagan Lor,45152,2,3,REG23
316,TRD2023010205126,Pagedangan,15339,Ragajaya,16920,1,2,REG23
317,TRD2023010205166,Pagedangan,15339,Setiamekar,17111,1,2,REG23
318,TRD2023010205178,Pagedangan,15339,Setiamekar,17111,1,2,REG23
319,TRD2023010205181,Pagedangan,15339,Setiamekar,17111,1,2,REG23
320,TRD2023010205145,Pagedangan,15339,Sukakarya,44161,3,6,REG23
321,TRD2023010205132,Pagedangan,15339,Sukamaju,46158,3,6,REG23
322,TRD2023010205184,Pagedangan,15339,Sumeith/Sameith Pasinaro,97566,10,1,REG23
323,TRD2023010205177,Pagedangan,15339,Sumeith/Sameith Pasinaro,97566,10,1,REG23
324,TRD2023010205128,Pagedangan,15339,Talun,45321,2,3,REG23
325,TRD2023010205140,Pagedangan,15339,Tulungagung,45274,3,6,REG23
326,TRD2023010300333,Pagedangan,15339,Sungai Rasau,78353,5,7,REG23
327,TRD2023010300413,Pagedangan,15339,Sungai Rasau,78353,5,7,REG23
328,TRD2023010300708,Pagedangan,15339,Roko Roko,93572,5,7,REG23
329,TRD2023010301011,Pagedangan,15339,Arui,98861,6,9,REG23
330,TRD2023010301036,Pagedangan,15339,Atouda,98764,6,9,REG23
331,TRD2023010300958,Pagedangan,15339,Beco,99779,10,1,REG23
332,TRD2023010301025,Pagedangan,15339,Bintuni Timur,98364,6,9,REG23
333,TRD2023010301015,Pagedangan,15339,Bintuni Timur,98364,6,9,REG23
334,TRD2023010300961,Pagedangan,15339,Demba,98263,10,1,REG23
335,TRD2023010300976,Pagedangan,15339,Duma,98782,6,9,REG23
336,TRD2023010300972,Pagedangan,15339,Holmafen (Holmafem),99373,6,9,REG23
337,TRD2023010300979,Pagedangan,15339,Kalomdol (Kalondoi),99573,6,9,REG23
338,TRD2023010300912,Pagedangan,15339,Karey,97667,10,1,REG23
339,TRD2023010300857,Pagedangan,15339,Kello (Kelo),97792,5,7,REG23
340,TRD2023010301010,Pagedangan,15339,Klasbon,98362,6,9,REG23
341,TRD2023010300960,Pagedangan,15339,Kopaidagi,98711,6,9,REG23
342,TRD2023010300943,Pagedangan,15339,Kopaidagi,98711,6,9,REG23
343,TRD2023010300953,Pagedangan,15339,Kuler (Tunas Baru),99616,6,9,REG23
344,TRD2023010301035,Pagedangan,15339,Kuler (Tunas Baru),99616,6,9,REG23
