No,shipment_order_no,logistic_name,origin_postal_code,destination_postal_code,awb_number,min_sla_api,max_sla_api
73,TRD2023010605313,JNE,17148,97791,0733272300032306,5,7
74,TRD2023010605314,,17148,98315,0733272300032314,,
75,TRD2023010605315,JNE,17148,97234,0733272300032330,5,7
76,TRD2023010605318,JNE,17148,98419,0733272300032348,2,4
77,TRD2023010605319,,17148,98314,0733272300032371,,
78,TRD2023010605322,JNE,17148,98419,0733272300032421,2,4
79,TRD2023010605323,JNE,17148,97713,0733272300032439,2,3
80,TRD2023010605324,JNE,17148,97791,0733272300032397,5,7
81,TRD2023010605327,JNE,17148,97127,0733272300032553,2,3
82,TRD2023010605329,JNE,17148,97127,0733272300032520,2,3
83,TRD2023010605330,JNE,17148,97127,0733272300032538,2,3
84,TRD2023010605332,JNE,17148,99373,0733272300032447,6,9
85,TRD2023010605334,JNE,17148,97713,0733272300032462,2,3
86,TRD2023010605336,JNE,17148,97713,0733272300032603,2,3
87,TRD2023010605337,JNE,17148,97791,0733272300032488,5,7
88,TRD2023010605342,JNE,17148,97713,0733272300032629,2,3
89,TRD2023010605349,JNE,17148,97762,0733272300032702,3,5
90,TRD2023010605350,JNE,17148,97762,0733272300032686,3,5
91,TRD2023010605353,JNE,17148,99910,0733272300032710,6,9
92,TRD2023010605357,JNE,17148,97127,0733272300032728,2,3
93,TRD2023010605362,JNE,17148,97762,0733272300032934,3,5
94,TRD2023010605365,JNE,17148,97752,0733272300032801,5,7
95,TRD2023010605366,JNE,17148,97764,0733272300032983,5,7
96,TRD2023010605367,JNE,17148,84458,0733272300032884,3,6
97,TRD2023010605368,JNE,17148,99351,0733272300032835,6,9
98,TRD2023010605369,JNE,17148,97611,0733272300032900,1,10
99,TRD2023010605370,JNE,17148,98481,0733272300032785,6,9
100,TRD2023010605371,JNE,17148,98415,0733272300032819,2,4
101,TRD2023010605372,JNE,17148,97762,0733272300032918,3,5
102,TRD2023010605373,JNE,17148,97791,0733272300032827,5,7
103,TRD2023010605374,,17148,98315,0733272300032926,,
104,TRD2023010605376,JNE,17148,97853,0733272300032991,5,7
105,TRD2023010605377,JNE,17148,97713,0733272300032850,2,3
106,TRD2023010605378,JNE,17148,99371,0733272300032876,6,9
107,TRD2023010605380,JNE,17148,97752,0733272300032959,5,7
108,TRD2023010605383,JNE,17148,97713,0733272300032975,2,3
109,TRD2023010606044,JNE,45556,77352,2534902300010798,5,7
110,TRD2023010606045,JNE,45556,30974,2534902300010772,4,6
111,TRD2023010606056,JNE,45556,85228,2534902300010897,2,3
112,TRD2023010606061,JNE,45556,24782,2534902300010962,3,5
113,TRD2023010606064,JNE,45556,94974,2534902300011028,5,7
114,TRD2023010606069,JNE,45556,34761,2534902300010970,5,7
115,TRD2023010606073,JNE,45556,14320,2534902300011077,1,2
116,TRD2023010606074,JNE,45556,35362,2534902300011044,5,7
117,TRD2023010606811,,45556,98314,2534902300011143,,
118,TRD2023010606819,JNE,45556,99910,2534902300011259,6,9
119,TRD2023010606822,JNE,45556,99910,2534902300011291,6,9
120,TRD2023010606832,JNE,45556,37313,2534902300011325,3,5
121,TRD2023010607401,JNE,45556,85228,2534902300011390,2,3
122,TRD2023010607492,JNE,17148,50216,0733272300033122,1,2
123,TRD2023010607499,JNE,17148,45466,0733272300033163,3,6
124,TRD2023010607511,JNE,17148,85614,0733272300033353,3,5
125,TRD2023010607554,JNE,17148,82121,0733272300033486,3,6
126,TRD2023010607578,JNE,17148,84261,0733272300033601,1,10
127,TRD2023010607580,JNE,17148,85519,0733272300033643,3,5
128,TRD2023010607587,JNE,17148,90231,0733272300033999,2,3
129,TRD2023010607594,JNE,17148,78561,0733272300034112,5,7
130,TRD2023010607599,JNE,17148,97127,0733272300034294,2,3
131,TRD2023010607605,JNE,17148,86313,0733272300034385,5,9
132,TRD2023010607612,,17148,98314,0733272300033775,,
133,TRD2023010607616,JNE,17148,95719,0733272300033841,3,5
134,TRD2023010607617,JNE,17148,30971,0733272300034120,3,6
135,TRD2023010607620,JNE,17148,77352,0733272300033833,5,7
136,TRD2023010607621,JNE,17148,80225,0733272300034211,1,2
137,TRD2023010607622,JNE,17148,95719,0733272300033817,3,5
138,TRD2023010607630,JNE,17148,85575,0733272300034070,5,9
139,TRD2023010607633,,17148,98363,0733272300034476,,
140,TRD2023010607634,,17148,98314,0733272300034054,,
141,TRD2023010607647,JNE,17148,90143,0733272300034310,2,3
142,TRD2023010607648,JNE,17148,97234,0733272300034153,5,7
143,TRD2023010607656,JNE,17148,97127,0733272300033924,2,3
144,TRD2023010607666,JNE,17148,90243,0733272300033916,2,3
145,TRD2023010607722,JNE,17148,37572,0733272300035028,3,6
146,TRD2023010607726,JNE,17148,24452,0733272300034567,3,6
147,TRD2023010607727,JNE,17148,96266,0733272300034591,3,6
148,TRD2023010607730,JNE,17148,76117,0733272300034534,1,2
149,TRD2023010607733,JNE,17148,73862,0733272300034583,5,7
150,TRD2023010607738,JNE,17148,15520,0733272300034955,1,2
151,TRD2023010607739,JNE,17148,55761,0733272300035069,2,3
152,TRD2023010607748,JNE,17148,12770,0733272300034690,1,2
153,TRD2023010607753,JNE,17148,93463,0733272300034666,5,7
154,TRD2023010607767,JNE,17148,77352,0733272300035036,5,7
155,TRD2023010607768,JNE,17148,78853,0733272300035077,5,7
156,TRD2023010607769,JNE,17148,16610,0733272300034625,1,2
157,TRD2023010607774,JNE,17148,25176,0733272300034815,1,2
158,TRD2023010607779,JNE,17148,91215,0733272300034849,5,7
159,TRD2023010703168,JNE,17148,16920,0733272300035309,1,2
160,TRD2023010703173,JNE,17148,77554,0733272300035259,3,5
161,TRD2023010703187,JNE,17148,67156,0733272300035374,1,2
162,TRD2023010703199,JNE,17148,24471,0733272300035499,3,6
163,TRD2023010705293,JNE,20148,23371,0434532300007356,5,7
164,TRD2023010705298,JNE,20148,21471,0434532300007422,1,3
165,TRD2023010705300,JNE,20148,23361,0434532300007505,5,7
166,TRD2023010705302,JNE,20148,21454,0434532300007562,1,3
167,TRD2023010705307,JNE,20148,22873,0434532300007497,5,6
168,TRD2023010705314,JNE,20148,21174,0434532300007620,1,3
169,TRD2023010705315,JNE,20148,23244,0434532300007653,2,3
170,TRD2023010705329,JNE,30154,36555,0930842300007853,3,6
171,TRD2023010705331,JNE,30154,37481,0930842300007887,2,3
172,TRD2023010705366,JNE,80117,80352,0532932300007920,2,3
173,TRD2023010705367,JNE,80117,81161,0532932300007946,2,3
174,TRD2023010705387,JNE,80117,87181,0532932300008076,1,10
175,TRD2023010705393,JNE,80117,85228,0532932300008134,1,2
176,TRD2023010705407,JNE,80117,86261,0532932300008407,5,6
177,TRD2023010705413,JNE,80117,85228,0532932300008845,1,2
178,TRD2023010705428,JNE,80117,85231,0532932300008993,1,2
179,TRD2023010705430,JNE,80117,85231,0532932300008936,1,2
180,TRD2023010705451,JNE,80117,86319,0532932300008563,2,3
181,TRD2023010705457,JNE,80117,86413,0532932300008522,2,3
182,TRD2023010705459,JNE,80117,83121,0532932300008571,1,2
183,TRD2023010705463,JNE,80117,86319,0532932300008548,2,3
184,TRD2023010705469,JNE,80117,80552,0532932300008902,2,3
185,TRD2023010705470,JNE,80117,87253,0532932300008829,1,10
186,TRD2023010705479,JNE,28155,28464,4727892300008665,3,6
187,TRD2023010705480,JNE,28155,28559,4727892300008442,3,6
188,TRD2023010705481,JNE,28155,28382,4727892300008400,3,6
189,TRD2023010705490,JNE,28155,25237,4727892300008624,1,2
190,TRD2023010705492,JNE,28155,25176,4727892300008707,1,2
191,TRD2023010705500,JNE,28155,25217,4727892300008657,1,2
192,TRD2023010705512,JNE,20148,22765,0434532300007737,1,3
193,TRD2023010705514,JNE,20148,24477,0434532300007703,5,7
194,TRD2023010705521,JNE,20148,21411,0434532300007752,1,3
195,TRD2023010705522,JNE,20148,22154,0434532300007828,1,3
196,TRD2023010705528,JNE,20148,24655,0434532300007836,5,7
197,TRD2023010705529,JNE,20148,21471,0434532300007935,1,3
198,TRD2023010705533,JNE,20148,20362,0434532300007927,1,2
199,TRD2023010705539,JNE,20148,21273,0434532300008099,1,3
200,TRD2023010705543,JNE,20148,21455,0434532300008073,1,3
201,TRD2023010705548,JNE,20148,20585,0434532300007844,1,3
202,TRD2023010705549,JNE,20148,22865,0434532300008503,5,6
203,TRD2023010705563,JNE,20148,22565,0434532300007984,1,3
204,TRD2023010705581,JNE,20148,22753,0434532300008842,1,3
205,TRD2023010705590,JNE,20148,22562,0434532300008370,1,3
206,TRD2023010705593,JNE,20148,24782,0434532300008628,3,5
207,TRD2023010705594,JNE,20148,22474,0434532300008768,1,2
208,TRD2023010705595,JNE,20148,22987,0434532300008396,1,3
209,TRD2023010705598,JNE,20148,24782,0434532300008727,3,5
210,TRD2023010705604,JNE,20148,23894,0434532300008305,1,10
211,TRD2023010705605,JNE,20148,23757,0434532300008784,5,7
212,TRD2023010705618,JNE,20148,22987,0434532300008602,1,3
213,TRD2023010705624,JNE,20148,24478,0434532300008586,5,7
214,TRD2023010705626,JNE,20148,21273,0434532300008636,1,3
215,TRD2023010705632,,17148,98314,0733272300035713,,
216,TRD2023010705634,JNE,17148,97853,0733272300035721,5,7
217,TRD2023010705644,JNE,17148,97791,0733272300035911,5,7
218,TRD2023010705645,JNE,17148,97127,0733272300035929,2,3
219,TRD2023010705646,JNE,17148,97713,0733272300035788,2,3
220,TRD2023010705650,JNE,17148,97771,0733272300035804,1,10
221,TRD2023010705653,JNE,17148,97853,0733272300035861,5,7
222,TRD2023010705661,JNE,45556,99616,2534902300011648,6,9
223,TRD2023010705662,JNE,45556,99223,2534902300011655,2,4
224,TRD2023010705664,JNE,45556,99373,2534902300011739,6,9
225,TRD2023010705665,JNE,45556,99351,2534902300011705,2,4
226,TRD2023010705673,JNE,45556,99351,2534902300011796,2,4
227,TRD2023010705674,JNE,45556,98261,2534902300011838,1,10
228,TRD2023010705677,JNE,45556,99358,2534902300011887,4,6
229,TRD2023010705678,JNE,45556,99352,2534902300011713,4,6
230,TRD2023010705679,JNE,45556,99910,2534902300011747,6,9
231,TRD2023010705681,JNE,45556,99358,2534902300011861,4,6
232,TRD2023010705683,JNE,45556,99223,2534902300011853,2,4
233,TRD2023010705703,JNE,30154,36128,0930842300008430,1,2
234,TRD2023010705722,JNE,30154,36611,0930842300009149,2,3
235,TRD2023010705725,JNE,30154,37372,0930842300008729,1,10
236,TRD2023010705727,JNE,30154,37352,0930842300008455,3,6
237,TRD2023010705728,JNE,30154,37313,0930842300009099,2,3
238,TRD2023010705743,JNE,30154,37491,0930842300009057,3,6
239,TRD2023010705754,JNE,30154,36611,0930842300008992,2,3
240,TRD2023010705761,JNE,30154,33681,0930842300009073,2,3
241,TRD2023010705762,JNE,30154,33681,0930842300008588,2,3
242,TRD2023010705774,JNE,30154,37161,0930842300008554,3,6
243,TRD2023010705781,JNE,30154,34385,0930842300009032,3,6
244,TRD2023010705783,JNE,30154,30661,0930842300008489,3,6
245,TRD2023010705802,JNE,28155,28558,4727892300008731,3,6
246,TRD2023010705805,JNE,28155,29427,4727892300008780,2,3
247,TRD2023010705812,JNE,28155,29255,4727892300009119,1,10
248,TRD2023010705820,JNE,28155,26318,4727892300008996,2,3
249,TRD2023010705821,JNE,28155,29438,4727892300008988,2,3
250,TRD2023010705824,JNE,28155,29425,4727892300009010,2,3
251,TRD2023010705826,JNE,28155,28463,4727892300009069,3,6
252,TRD2023010705830,JNE,28155,28784,4727892300008897,3,6
253,TRD2023010705831,JNE,28155,25654,4727892300009234,5,6
254,TRD2023010705833,JNE,28155,27151,4727892300009242,5,6
255,TRD2023010705848,JNE,28155,29566,4727892300009697,3,6
256,TRD2023010705853,JNE,28155,26252,4727892300009549,5,6
257,TRD2023010705880,JNE,28155,28992,4727892300009473,3,6
258,TRD2023010705888,JNE,28155,29351,4727892300009275,3,6
259,TRD2023010705892,JNE,28155,28559,4727892300009580,3,6
260,TRD2023010705894,JNE,28155,29561,4727892300009507,3,6
261,TRD2023010705902,JNE,28155,28382,4727892300009333,3,6
262,TRD2023010705903,JNE,28155,28382,4727892300009705,3,6
263,TRD2023010705908,JNE,45556,99373,2534902300011895,6,9
264,TRD2023010705911,JNE,45556,99351,2534902300012042,2,4
265,TRD2023010705921,JNE,45556,99352,2534902300012026,4,6
266,TRD2023010705923,JNE,45556,98813,2534902300011945,6,9
267,TRD2023010705925,JNE,45556,99351,2534902300012075,2,4
268,TRD2023010705932,JNE,45556,98813,2534902300011952,6,9
269,TRD2023010705935,JNE,45556,99113,2534902300012091,2,4
270,TRD2023010705941,JNE,45556,99113,2534902300012281,2,4
271,TRD2023010705951,JNE,45556,99352,2534902300012257,4,6
272,TRD2023010705955,JNE,45556,99358,2534902300012216,4,6
273,TRD2023010705956,JNE,45556,99910,2534902300012323,6,9
274,TRD2023010705960,JNE,11450,94228,0136932300012151,2,3
275,TRD2023010705969,JNE,11450,93118,0136932300012219,2,3
276,TRD2023010705982,JNE,11450,97762,0136932300012284,3,5
277,TRD2023010705985,JNE,11450,97751,0136932300012797,2,3
278,TRD2023010705988,JNE,11450,98457,0136932300012367,6,9
279,TRD2023010705989,JNE,11450,97611,0136932300012524,1,10
280,TRD2023010705990,JNE,11450,98418,0136932300012771,2,4
281,TRD2023010705991,JNE,11450,97754,0136932300012417,1,10
282,TRD2023010705998,JNE,11450,90915,0136932300012441,5,7
283,TRD2023010706003,JNE,11450,85819,0136932300012821,5,9
284,TRD2023010706007,JNE,11450,28554,0136932300012557,3,6
285,TRD2023010706010,JNE,11450,87181,0136932300012532,1,10
286,TRD2023010706020,JNE,11450,97713,0136932300012326,2,3
287,TRD2023010706022,JNE,11450,97751,0136932300012490,2,3
288,TRD2023010706033,JNE,11450,30754,0136932300012748,3,6
289,TRD2023010706035,JNE,17148,97771,0733272300036158,1,10
290,TRD2023010706037,JNE,17148,97762,0733272300036026,3,5
291,TRD2023010706045,JNE,17148,94221,0733272300036141,2,3
292,TRD2023010706046,JNE,17148,97751,0733272300036000,2,3
293,TRD2023010706050,JNE,17148,46268,0733272300036091,3,6
294,TRD2023010706057,JNE,17148,97127,0733272300036208,2,3
295,TRD2023010706058,JNE,17148,97127,0733272300036125,2,3
296,TRD2023010706061,JNE,17148,92763,0733272300036240,5,7
297,TRD2023010706063,JNE,17148,92315,0733272300036216,5,7
298,TRD2023010706073,JNE,17148,74816,0733272300036232,1,10
299,TRD2023010706076,JNE,17148,23891,0733272300036349,1,10
300,TRD2023010706078,JNE,17148,78863,0733272300036315,5,7
301,TRD2023010706086,JNE,45556,99351,2534902300012380,2,4
302,TRD2023010706090,JNE,45556,99469,2534902300012489,6,9
303,TRD2023010706093,JNE,45556,99910,2534902300012406,6,9
304,TRD2023010706128,JNE,17148,97752,0733272300036430,5,7
305,TRD2023010706135,JNE,17148,98418,0733272300036406,2,4
306,TRD2023010706138,JNE,17148,97762,0733272300037156,3,5
307,TRD2023010706146,JNE,17148,99910,0733272300036869,6,9
308,TRD2023010706147,JNE,17148,99352,0733272300036620,6,9
309,TRD2023010706150,JNE,17148,97611,0733272300036547,1,10
310,TRD2023010706151,JNE,17148,97234,0733272300036588,5,7
311,TRD2023010706152,JNE,17148,97571,0733272300036521,5,7
312,TRD2023010706153,JNE,17148,97127,0733272300036562,2,3
313,TRD2023010706154,JNE,17148,97764,0733272300036737,5,7
314,TRD2023010706155,JNE,17148,97127,0733272300037222,2,3
315,TRD2023010706160,JNE,17148,98416,0733272300037149,2,4
316,TRD2023010706161,JNE,17148,97662,0733272300036984,1,10
317,TRD2023010706163,,17148,98356,0733272300036612,,
318,TRD2023010706164,JNE,17148,99351,0733272300037339,6,9
319,TRD2023010706166,JNE,17148,97795,0733272300036729,5,7
320,TRD2023010706169,,17148,98315,0733272300037263,,
321,TRD2023010706170,JNE,17148,98118,0733272300036760,6,9
322,TRD2023010706174,,17148,98362,0733272300037099,,
323,TRD2023010706182,JNE,17148,99616,0733272300036851,6,9
324,TRD2023010706183,JNE,17148,97127,0733272300036687,2,3
325,TRD2023010706190,JNE,17148,99351,0733272300037131,6,9
326,TRD2023010706193,JNE,17148,97853,0733272300037255,5,7
327,TRD2023010706198,JNE,17148,97571,0733272300036919,5,7
328,TRD2023010706199,JNE,17148,99351,0733272300036802,6,9
329,TRD2023010706210,JNE,17148,97762,0733272300037404,3,5
330,TRD2023010706212,,17148,98314,0733272300037107,,
331,TRD2023010706219,JNE,17148,97611,0733272300037362,1,10
332,TRD2023010706224,JNE,17148,99616,0733272300037065,6,9
333,TRD2023010706225,JNE,17148,97762,0733272300037164,3,5
334,TRD2023010706228,JNE,17148,97752,0733272300036505,5,7
335,TRD2023010706237,JNE,45556,99616,2534902300012513,6,9
336,TRD2023010706361,JNE,17148,95531,0733342300010543,5,7
337,TRD2023010707076,JNE,45556,99616,2534902300012653,6,9
338,TRD2023010707078,JNE,45556,99223,2534902300012596,2,4
339,TRD2023010707080,JNE,45556,98252,2534902300012612,6,9
340,TRD2023010707082,JNE,45556,85819,2534902300012570,5,9
341,TRD2023010707084,JNE,45556,98418,2534902300012661,2,4
342,TRD2023010707085,JNE,45556,41361,2534902300012679,1,2
343,TRD2023010707087,,45556,98314,2534902300012950,,
344,TRD2023010707090,JNE,45556,73961,2534902300012901,5,7
345,TRD2023010707091,,45556,98314,2534902300012752,,
346,TRD2023010707092,JNE,45556,85563,2534902300012935,5,9
347,TRD2023010707093,JNE,45556,78772,2534902300012729,5,7
348,TRD2023010707097,,45556,98314,2534902300012844,,
349,TRD2023010707098,JNE,45556,36382,2534902300012794,5,7
350,TRD2023010707102,JNE,45556,80361,2534902300012802,1,2
351,TRD2023010707103,JNE,45556,98813,2534902300012919,6,9
352,TRD2023010707105,JNE,45556,99352,2534902300012943,4,6
353,TRD2023010707108,JNE,45556,98419,2534902300012836,2,4
354,TRD2023010707151,JNE,45556,95544,2534902300012984,3,5
355,TRD2023010707152,JNE,45556,87255,2534902300012968,1,10
356,TRD2023010707153,JNE,45556,69281,2534902300012976,3,6
357,TRD2023010707154,JNE,45556,28461,2534902300012992,5,7
358,TRD2023010707156,JNE,45556,23662,2534902300013057,5,7
359,TRD2023010707162,JNE,45556,92153,2534902300013008,5,7
360,TRD2023010707164,JNE,45556,21155,2534902300013040,5,7
361,TRD2023010707170,JNE,45556,51356,2534902300013263,3,6
362,TRD2023010707173,JNE,45556,91353,2534902300013222,5,7
363,TRD2023010707174,JNE,45556,78553,2534902300013164,5,7
364,TRD2023010707180,JNE,45556,95113,2534902300013149,2,3
365,TRD2023010707253,JNE,17148,21174,0733272300037776,3,6
366,TRD2023010707255,JNE,17148,97571,0733272300037701,5,7
367,TRD2023010707258,JNE,17148,97127,0733272300037727,2,3
368,TRD2023010707261,JNE,17148,92661,0733272300038048,5,7
369,TRD2023010707266,JNE,17148,86681,0733272300037818,1,10
370,TRD2023010707267,JNE,17148,92161,0733272300037883,2,3
371,TRD2023010707268,JNE,17148,97762,0733272300038055,3,5
372,TRD2023010707270,JNE,17148,77554,0733272300037826,3,5
373,TRD2023010707272,JNE,17148,97791,0733272300037966,5,7
374,TRD2023010707274,JNE,17148,93652,0733272300038030,5,7
375,TRD2023010707276,JNE,17148,86682,0733272300038402,1,10
376,TRD2023010707277,JNE,17148,86683,0733272300038295,1,10
377,TRD2023010707284,JNE,17148,95713,0733272300038113,3,5
378,TRD2023010707293,JNE,17148,86683,0733272300038501,1,10
379,TRD2023010707296,JNE,17148,97127,0733272300038428,2,3
380,TRD2023010707304,JNE,17148,85912,0733272300038204,3,5
381,TRD2023010707306,JNE,17148,22111,0733272300038535,2,3
382,TRD2023010707310,JNE,17148,97762,0733272300038170,3,5
383,TRD2023010707312,JNE,17148,80113,0733272300038196,1,2
384,TRD2023010707314,JNE,17148,81119,0733272300038154,3,6
385,TRD2023010707317,JNE,17148,86319,0733272300038071,3,5
386,TRD2023010707318,JNE,17148,22457,0733272300038378,2,3
387,TRD2023010707321,JNE,17148,31628,0733272300038006,2,3
388,TRD2023010707323,JNE,17148,36555,0733272300038451,3,6
389,TRD2023010707326,JNE,17148,99468,0733272300038493,6,9
390,TRD2023010707330,JNE,17148,78767,0733272300038139,5,7
391,TRD2023010707429,JNE,17148,12560,0733272300038717,1,2
392,TRD2023010707512,JNE,17148,98419,0733272300038857,2,4
393,TRD2023010707513,,17148,98315,0733272300038907,,
394,TRD2023010707517,JNE,17148,99910,0733272300038899,6,9
395,TRD2023010707518,JNE,17148,74312,0733272300038865,5,7
396,TRD2023010906489,JNE,80117,81154,0532932300009074,2,3
397,TRD2023010906496,JNE,80117,84119,0532932300009058,2,3
398,TRD2023010906503,JNE,80117,84456,0532932300009546,5,6
399,TRD2023010906514,JNE,80117,83562,0532932300009314,5,6
400,TRD2023010906517,JNE,80117,83239,0532932300009264,1,2
401,TRD2023010906520,JNE,80117,83237,0532932300009579,1,2
402,TRD2023010906561,JNE,80117,83121,0532932300009330,1,2
403,TRD2023010906568,JNE,80117,87217,0532932300009660,2,3
404,TRD2023010906577,JNE,80117,86361,0532932300009918,1,10
405,TRD2023010906586,JNE,80117,83239,0532932300009405,1,2
406,TRD2023010906594,JNE,80117,86319,0532932300009926,2,3
407,TRD2023010906598,JNE,80117,82261,0532932300009645,2,3
408,TRD2023010906608,JNE,80117,85717,0532932300010544,2,3
409,TRD2023010906609,JNE,80117,85982,0532932300010239,5,6
410,TRD2023010906613,JNE,80117,86361,0532932300010221,1,10
411,TRD2023010906622,JNE,80117,87255,0532932300010155,2,3
412,TRD2023010906625,JNE,80117,87252,0532932300010593,5,6
413,TRD2023010906628,JNE,80117,87255,0532932300010924,2,3
414,TRD2023010906633,JNE,80117,85116,0532932300010635,1,2
415,TRD2023010906635,JNE,80117,85362,0532932300010692,2,3
416,TRD2023010906681,JNE,80117,86313,0532932300011013,5,6
417,TRD2023010906685,JNE,80117,85819,0532932300010668,2,3
418,TRD2023010906722,JNE,20148,21137,0434532300009139,1,2
419,TRD2023010906756,JNE,20148,21473,0434532300009626,4,5
420,TRD2023010906762,JNE,20148,20771,0434532300009253,1,3
421,TRD2023010906763,JNE,20148,21454,0434532300010459,1,3
422,TRD2023010906769,JNE,20148,22172,0434532300009519,1,3
423,TRD2023010906772,JNE,20148,22111,0434532300009352,1,2
424,TRD2023010906776,JNE,20148,22562,0434532300009840,1,3
425,TRD2023010906777,JNE,20148,21362,0434532300009915,1,3
426,TRD2023010906783,JNE,20148,20613,0434532300010079,1,3
427,TRD2023010906786,JNE,20148,20761,0434532300009584,1,3
428,TRD2023010906787,JNE,20148,21411,0434532300009725,1,3
429,TRD2023010906790,JNE,20148,22152,0434532300010277,1,3
430,TRD2023010906792,JNE,20148,20374,0434532300009451,1,3
431,TRD2023010906793,JNE,20148,22392,0434532300009089,1,3
432,TRD2023010906798,JNE,20148,20762,0434532300009956,1,3
433,TRD2023010906799,JNE,20148,22763,0434532300010541,3,6
434,TRD2023010906800,JNE,20148,20551,0434532300009790,1,3
435,TRD2023010906807,JNE,20148,21273,0434532300009576,1,3
436,TRD2023010906809,JNE,20148,20372,0434532300010590,1,3
437,TRD2023010906810,JNE,20148,21184,0434532300010202,1,3
